"word","modality","expressibility","SemanticCat","PoS","response_time","trial_start_time","end_time","duration","exp_ID","age","gender","natlang1","natlang2","natlang3","dialect","lang1","proficiency1","lang2","proficiency2","lang3","proficiency3","lang4","proficiency4","lang5","proficiency5","country","education","dyslexia","mobility","currentloc","sensorypref","file"
"dik","gesture",0.435555556,"size","adjective",2.0991,73.4894000000954,318.135199999928,244.645799999833,"404481",19,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,5,"5","404481_flesh_expressibility_dutch.csv"
"dik","gesture",0.514814928,"size","adjective",2.362,137.381,407.162099999994,269.781099999994,"882531",19,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,5,"2","882531_flesh_expressibility_dutch.csv"
"dik","gesture",0.468093771,"size","adjective",3.7112,46.1336999999881,239.6835,193.549800000012,"371560",18,1,"nederlands",NA,NA,NA,NA,0,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"11","371560_flesh_expressibility_dutch.csv"
"dik","vocal",-0.683809524,"size","adjective",3.651,169.634,605.949,436.315,"257220",42,2,"nederlands",NA,NA,"limburgs","engels",2,"duits",2,NA,0,"zweeds",0,NA,0,"NL",3,2,2,1,"5","257220_flesh_expressibility_dutch.csv"
"dik","gesture",0.505555612,"size","adjective",10.4857,180.7685,629.2249,448.4564,"665830",19,1,"nederlands",NA,NA,NA,"engels",3,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"1","665830_flesh_expressibility_dutch.csv"
"dik","vocal",-0.866666667,"size","adjective",3.54,141.869699999988,569.836699999988,427.967,"846702",18,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","846702_flesh_expressibility_dutch.csv"
"dik","multimodal",0.951851908,"size","adjective",3.3376,207.750699999988,634.897400000036,427.146700000048,"89831",19,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,"frans",1,NA,0,NA,0,"NL",2,2,2,1,"2","089831_flesh_expressibility_dutch.csv"
"dik","vocal",-0.989473684,"size","adjective",3.221,196.579,580.764,384.185,"446240",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"2","446240_flesh_expressibility_dutch.csv"
"dik","multimodal",0.377777778,"size","adjective",2.214,126.742899999857,2568.61220000005,2441.86930000019,"82395",21,1,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","082395_flesh_expressibility_dutch.csv"
"dik","vocal",-0.394444444,"size","adjective",12.8137,150.079799999997,993.064700000003,842.984900000006,"18102",18,1,"nederlands",NA,NA,NA,"engels",0,"duits",2,NA,0,NA,0,NA,0,"NL",2,1,2,1,"14","018102_flesh_expressibility_dutch.csv"
"dik","vocal",0.468518575,"size","adjective",6.567,139.740600000381,454.817100000381,315.0765,"402696",19,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","402696_flesh_expressibility_dutch.csv"
"dik","vocal",-0.769735054,"size","adjective",2.5979,207.2185,671.873,464.6545,"288547",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","288547_flesh_expressibility_dutch.csv"
"dik","multimodal",0.524074131,"size","adjective",5.9826,144.514,522.753600000024,378.239600000024,"592542",18,2,"nederlands",NA,NA,NA,"engels",0,"frans",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"2","592542_flesh_expressibility_dutch.csv"
"dik","vocal",-0.907407407,"size","adjective",1.7344,136.658299999952,396.756800000072,260.098500000119,"860403",20,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,3,"9","860403_flesh_expressibility_dutch.csv"
"dik","multimodal",0.724861111,"size","adjective",17.3671,136.617400000095,502.754700000048,366.137299999952,"795483",18,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"11","795483_flesh_expressibility_dutch.csv"
"dik","multimodal",0.894444444,"size","adjective",3.0378,123.078899999999,363.259100000001,240.180200000003,"268382",23,2,"nederlands",NA,NA,NA,"engels",3,"duits",2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"5","268382_flesh_expressibility_dutch.csv"
"dik","vocal",-0.679913194,"size","adjective",4.4554,118.066600000001,407.233700000003,289.167100000001,"207498",19,1,"nederlands",NA,NA,NA,"engels",3,"frans",2,NA,0,NA,0,NA,0,"BE",2,2,2,1,"5","207498_flesh_expressibility_dutch.csv"
"dik","multimodal",0.606790093,"size","adjective",2.3574,201.353800000012,515.473199999988,314.119399999976,"744110",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","744110_flesh_expressibility_dutch.csv"
"dik","multimodal",0.870833333,"size","adjective",2.0357,141.619900000095,404.301200000286,262.681300000191,"332355",18,2,"nederlands",NA,NA,NA,"engels",3,"duits",2,"spaans",1,NA,0,NA,0,"NL",6,2,2,1,"11","332355_flesh_expressibility_dutch.csv"
"dik","multimodal",0.713541667,"size","adjective",5.1193,212.3265,713.964700000048,501.638200000048,"114500",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"11","114500_flesh_expressibility_dutch.csv"
"dik","gesture",-0.468888889,"size","adjective",3.07,155.85,831.727,675.877,"559708",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"2","559708_flesh_expressibility_dutch.csv"
"dik","gesture",0.281481595,"size","adjective",3.7413,200.592,749.9686,549.3766,"535162",25,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",7,2,2,2,"5","535162_flesh_expressibility_dutch.csv"
"dik","multimodal",0.896039933,"size","adjective",4.4738,216.575,734.416799999982,517.841799999982,"512873",19,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,"frans",1,NA,0,NA,0,"NL",6,2,2,1,"5","512873_flesh_expressibility_dutch.csv"
"dik","multimodal",0.933333503,"size","adjective",2.5505,149.7455,556.028200000048,406.282700000048,"297305",21,1,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"2","297305_flesh_expressibility_dutch.csv"
"dik","vocal",-0.901851866,"size","adjective",4.5949,290.213899999991,673.984900000006,383.771000000015,"332315",21,1,"nederlands",NA,NA,NA,"engels",3,"duits",2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","332315_flesh_expressibility_dutch.csv"
"dik","gesture",0.797352431,"size","adjective",14.1773,360.867300000012,1703.81399999994,1342.94669999993,"988082",19,1,"nederlands",NA,NA,NA,"engels",3,"frans",2,"duits",1,NA,0,NA,0,"NL",6,2,2,1,"14","988082_flesh_expressibility_dutch.csv"
"dik","gesture",-0.502040816,"size","adjective",1.217,122.508,288.985,166.477,"628540",19,1,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"BE",3,2,2,1,"1","628540_flesh_expressibility_dutch.csv"
"dik","multimodal",0.958076099,"size","adjective",8.3234,114.031099999905,465.679700000048,351.648600000143,"420635",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"5","420635_flesh_expressibility_dutch.csv"
"dik","gesture",0.546158583,"size","adjective",2.8253,190.41,561.7771,371.3671,"451372",22,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",4,2,2,1,"5","451372_flesh_expressibility_dutch.csv"
"dik","vocal",0.351111111,"size","adjective",5.044,109.901,455.218,345.317,"953064",21,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"2","953064_flesh_expressibility_dutch.csv"
"dik","gesture",0.927777891,"size","adjective",6.5269,214.203299999997,680.452300000012,466.249000000015,"702035",18,1,"nederlands",NA,NA,NA,"engels",3,"spaans",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"5","702035_flesh_expressibility_dutch.csv"
"dik","vocal",-0.863043478,"size","adjective",5.237,172.987,600.541,427.554,"383008",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,4,"1","383008_flesh_expressibility_dutch.csv"
"dik","vocal",-0.494444388,"size","adjective",5.845,194.018,640.4255,446.4075,"823059",18,1,"nederlands",NA,NA,NA,"engels",3,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"2","823059_flesh_expressibility_dutch.csv"
"dik","vocal",-0.505555471,"size","adjective",7.3983,210.011400000036,1118.14030000001,908.128899999976,"633038",19,2,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,1,1,"5","633038_flesh_expressibility_dutch.csv"
"dik","multimodal",0.716666667,"size","adjective",3.0413,234.132399999999,628.8025,394.670100000001,"659090",22,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","659090_flesh_expressibility_dutch.csv"
"dik","vocal",-0.559259203,"size","adjective",4.1568,212.579599999905,845.161299999952,632.581700000047,"667083",20,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","667083_flesh_expressibility_dutch.csv"
"dik","multimodal",1,"size","adjective",3.3412,370.744,979.987400000572,609.243400000572,"590091",21,1,"nederlands",NA,NA,NA,"duits",3,"engels",2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","590091_flesh_expressibility_dutch.csv"
"dik","gesture",0.596296353,"size","adjective",2.4051,155.611,390.963699999988,235.352699999988,"60218",20,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","060218_flesh_expressibility_dutch.csv"
"dik","multimodal",0.980434783,"size","adjective",2.77,161.265,558.32,397.055,"325290",22,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","325290_flesh_expressibility_dutch.csv"
"dik","vocal",0.988889058,"size","adjective",2.8736,86.8777999999523,272.540599999905,185.662799999952,"180430",19,2,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","180430_flesh_expressibility_dutch.csv"
"dik","gesture",0.705555556,"size","adjective",2.8015,177.15,517.414599999994,340.264599999994,"377713",18,1,"nederlands",NA,NA,NA,"engels",3,"frans",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"6","377713_flesh_expressibility_dutch.csv"
"dit","gesture",-0.529629601,"spatial","pronoun",6.8783,214.203299999997,680.452300000012,466.249000000015,"702035",18,1,"nederlands",NA,NA,NA,"engels",3,"spaans",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"5","702035_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.733333333,"spatial","pronoun",8.1567,234.132399999999,628.8025,394.670100000001,"659090",22,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","659090_flesh_expressibility_dutch.csv"
"dit","multimodal",0.112158339,"spatial","pronoun",4.0936,199.1585,582.5314,383.3729,"803122",19,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","803122_flesh_expressibility_dutch.csv"
"dit","vocal",-0.847309028,"spatial","pronoun",3.5727,169.846,575.584299999952,405.738299999952,"845660",19,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"2","845660_flesh_expressibility_dutch.csv"
"dit","gesture",-0.517631836,"spatial","pronoun",2.0722,190.41,561.7771,371.3671,"451372",22,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",4,2,2,1,"5","451372_flesh_expressibility_dutch.csv"
"dit","vocal",-0.188888832,"spatial","pronoun",1.2704,106.339599999905,271.626099999905,165.2865,"208529",22,1,"nederlands",NA,NA,NA,"engels",2,"frans",2,"duits",2,NA,0,NA,0,"NL",6,2,1,1,"5","208529_flesh_expressibility_dutch.csv"
"dit","vocal",0.235855655,"spatial","pronoun",6.4215,217.383899999976,703.900099999994,486.516200000018,"290655",19,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","290655_flesh_expressibility_dutch.csv"
"dit","gesture",-0.915846928,"spatial","pronoun",4.9163,222.550099999905,592.31,369.759900000095,"208625",19,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"2","208625_flesh_expressibility_dutch.csv"
"dit","gesture",-0.914814758,"spatial","pronoun",2.0023,133.552400000036,420.725899999976,287.17349999994,"949265",21,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"5","949265_flesh_expressibility_dutch.csv"
"dit","vocal",-0.596009975,"spatial","pronoun",9.865,152.755,1037.346,884.591,"342451",18,1,"nederlands",NA,NA,NA,"engels",3,"spaans",2,"duits",1,NA,0,NA,0,"NL",2,2,2,1,"5","342451_flesh_expressibility_dutch.csv"
"dit","vocal",-0.352173913,"spatial","pronoun",6.477,166.985,484.526,317.541,"188593",19,2,"nederlands",NA,NA,NA,"engels",3,"duits",2,"frans",1,NA,0,NA,0,"NL",6,2,2,5,"5","188593_flesh_expressibility_dutch.csv"
"dit","vocal",-0.8782968,"spatial","pronoun",4.2187,216.575,734.416799999982,517.841799999982,"512873",19,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,"frans",1,NA,0,NA,0,"NL",6,2,2,1,"5","512873_flesh_expressibility_dutch.csv"
"dit","vocal",-0.479201331,"spatial","pronoun",4.1293,132.107,483.949299999997,351.842299999997,"451080",18,2,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"2","451080_flesh_expressibility_dutch.csv"
"dit","vocal",-0.688888889,"spatial","pronoun",5.019,178.724399999998,664.674800000001,485.950400000002,"655373",20,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,1,2,1,"5","655373_flesh_expressibility_dutch.csv"
"dit","vocal",-0.65370369,"spatial","pronoun",17.6608,383.889400000006,1299.70240000001,915.813,"420432",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,5,"5","420432_flesh_expressibility_dutch.csv"
"dit","vocal",0.395555556,"spatial","pronoun",22.786,123.163,503.636,380.473,"175303",23,1,"nederlands",NA,NA,NA,"duits",1,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"1","175303_flesh_expressibility_dutch.csv"
"dit","gesture",-0.696296268,"spatial","pronoun",8.3821,228.073199999988,640.448199999988,412.375,"625900",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",6,1,2,1,"5","625900_flesh_expressibility_dutch.csv"
"dit","gesture",-0.453333333,"spatial","pronoun",2.031,73.4894000000954,318.135199999928,244.645799999833,"404481",19,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,5,"5","404481_flesh_expressibility_dutch.csv"
"dit","vocal",-0.664814815,"spatial","pronoun",8.0489,227.423299999714,1113.0865,885.663200000286,"771936",21,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"2","771936_flesh_expressibility_dutch.csv"
"dit","vocal",-0.970370314,"spatial","pronoun",2.0262,133.552400000036,420.725899999976,287.17349999994,"949265",21,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"5","949265_flesh_expressibility_dutch.csv"
"dit","gesture",0.307083333,"spatial","pronoun",3.5068,94.3536000000089,301.649699999988,207.296099999979,"778018",20,2,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,5,"1","778018_flesh_expressibility_dutch.csv"
"dit","vocal",0.516666695,"spatial","pronoun",1.6482,40.4305999999046,378.217100000143,337.786500000238,"771558",20,2,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"1","771558_flesh_expressibility_dutch.csv"
"dit","gesture",-0.479629601,"spatial","pronoun",3.0133,219.858100000024,500.457400000095,280.599300000072,"855539",18,1,"nederlands",NA,NA,NA,"engels",3,"duits",2,"spaans",1,NA,0,NA,0,"NL",3,2,2,5,"2","855539_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.685962904,"spatial","pronoun",2.3635,46.1336999999881,239.6835,193.549800000012,"371560",18,1,"nederlands",NA,NA,NA,NA,0,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"11","371560_flesh_expressibility_dutch.csv"
"dit","gesture",-0.330529514,"spatial","pronoun",17.0747,360.867300000012,1703.81399999994,1342.94669999993,"988082",19,1,"nederlands",NA,NA,NA,"engels",3,"frans",2,"duits",1,NA,0,NA,0,"NL",6,2,2,1,"14","988082_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.067391304,"spatial","pronoun",3.105,58.429,436.386,377.957,"26318",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","026318_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.416666667,"spatial","pronoun",1.7126,115.607900000095,312.701300000191,197.093400000095,"999933",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"11","999933_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.464814787,"spatial","pronoun",3.199,228.073199999988,640.448199999988,412.375,"625900",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",6,1,2,1,"5","625900_flesh_expressibility_dutch.csv"
"dit","vocal",-0.569809706,"spatial","pronoun",4.1202,147.097800000191,468.779299999714,321.681499999523,"439916",27,2,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","439916_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.696666641,"spatial","pronoun",4.313,146.999799999952,457.304700000048,310.304900000095,"552962",18,1,"nederlands",NA,NA,NA,"engels",0,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"9","552962_flesh_expressibility_dutch.csv"
"dit","gesture",-0.984444444,"spatial","pronoun",2.914,209.624,888.369,678.745,"679535",19,1,"nederlands","farsi",NA,NA,"engels",3,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"2","679535_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.496296296,"spatial","pronoun",5.101,221.184,455.337,234.153,"724085",19,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"2","724085_flesh_expressibility_dutch.csv"
"dit","gesture",-0.722222222,"spatial","pronoun",3.2647,212.579599999905,845.161299999952,632.581700000047,"667083",20,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","667083_flesh_expressibility_dutch.csv"
"dit","vocal",-0.957407379,"spatial","pronoun",6.8065,319.9805,1238.28560000014,918.305100000143,"538741",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"5","538741_flesh_expressibility_dutch.csv"
"dit","vocal",-0.829511466,"spatial","pronoun",31.1557,219.7185,1218.05380000007,998.335300000071,"832980",23,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"1","832980_flesh_expressibility_dutch.csv"
"dit","gesture",0.098958333,"spatial","pronoun",7.6384,191.9105,585.401100000381,393.490600000381,"554748",18,2,"nederlands",NA,NA,NA,"engels",2,"frans",2,NA,0,NA,0,NA,0,"NL",2,2,2,5,"1","554748_flesh_expressibility_dutch.csv"
"dit","gesture",-0.815104167,"spatial","pronoun",6.6329,309.928399999976,846.371099999964,536.442699999988,"854328",19,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"14","854328_flesh_expressibility_dutch.csv"
"dit","vocal",-0.922222208,"spatial","pronoun",3.2741,144.596,567.312299999952,422.716299999952,"73204",20,2,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","073204_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.703703704,"spatial","pronoun",2.321,219.846799999997,587.231599999994,367.384799999997,"924244",18,1,"nederlands",NA,NA,NA,"engels",3,"duits",2,"frans",1,NA,0,NA,0,"NL",3,2,2,1,"14","924244_flesh_expressibility_dutch.csv"
"dit","vocal",-0.968421053,"spatial","pronoun",2.246,196.579,580.764,384.185,"446240",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"2","446240_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.011080332,"spatial","pronoun",3.2486,98.8017000000477,229.973399999976,131.171699999928,"226794",20,2,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"14","226794_flesh_expressibility_dutch.csv"
"dit","multimodal",0.1,"spatial","pronoun",7.7637,205.578399999976,605.890100000024,400.311700000048,"586566",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","586566_flesh_expressibility_dutch.csv"
"dit","vocal",-0.676354167,"spatial","pronoun",2.2879,118.066600000001,407.233700000003,289.167100000001,"207498",19,1,"nederlands",NA,NA,NA,"engels",3,"frans",2,NA,0,NA,0,NA,0,"BE",2,2,2,1,"5","207498_flesh_expressibility_dutch.csv"
"dit","gesture",-0.624444444,"spatial","pronoun",3.87,155.85,831.727,675.877,"559708",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,5,"2","559708_flesh_expressibility_dutch.csv"
"dit","gesture",-0.893478261,"spatial","pronoun",7.322,222.086,770.796,548.71,"828252",18,2,"nederlands",NA,NA,NA,"engels",3,"frans",2,"duits",1,NA,0,NA,0,"NL",2,2,2,1,"2","828252_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.405555556,"spatial","pronoun",4.7308,184.104,664.9805,480.8765,"64867",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"DE",6,2,2,5,"14","064867_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.869348958,"spatial","pronoun",2.7379,164.5345,426.880699999988,262.346199999988,"77667",20,1,"nederlands",NA,NA,NA,"hindoestaans",2,"engels",2,"duits",1,NA,0,NA,0,"NL",6,2,2,5,"5","077667_flesh_expressibility_dutch.csv"
"dit","gesture",0.261111083,"spatial","pronoun",12.4224,167.1415,781.643800000072,614.502300000072,"871335",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,5,"2","871335_flesh_expressibility_dutch.csv"
"dit","gesture",0.448148233,"spatial","pronoun",4.1533,142.748800000012,563.9815,421.232699999988,"242298",18,2,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"2","242298_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.985185157,"spatial","pronoun",6.3068,207.750699999988,634.897400000036,427.146700000048,"89831",19,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,"frans",1,NA,0,NA,0,"NL",2,2,2,1,"2","089831_flesh_expressibility_dutch.csv"
"dit","vocal",-0.887036995,"spatial","pronoun",3.2951,212.940299999952,820.2475,607.307200000048,"19996",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","019996_flesh_expressibility_dutch.csv"
"dit","gesture",-0.527083333,"spatial","pronoun",8.653,91.536,479.867,388.331,"158215",19,1,"nederlands",NA,NA,NA,"engels",1,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"5","158215_flesh_expressibility_dutch.csv"
"dit","gesture",0.512963048,"spatial","pronoun",3.5908,164.472400000006,482.2055,317.733099999994,"587224",20,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"1","587224_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.717621528,"spatial","pronoun",6.8364,222.112800000012,915.657200000048,693.544400000036,"429700",19,2,"nederlands",NA,NA,NA,"engels",3,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"2","429700_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.875555556,"spatial","pronoun",2.659,145.096,363.495,218.399,"901632",19,1,"nederlands",NA,NA,NA,"nederlands",3,"engels",2,NA,0,NA,0,NA,0,"NL",3,2,2,5,"2","901632_flesh_expressibility_dutch.csv"
"dit","gesture",0.117391304,"spatial","pronoun",3.436,199.091,695.599,496.508,"742920",18,1,"nederlands",NA,NA,NA,"engels",0,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","742920_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.661111125,"spatial","pronoun",6.1369,174.333400000036,566.315600000024,391.982199999988,"451167",24,2,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","451167_flesh_expressibility_dutch.csv"
"dit","gesture",-0.451666641,"spatial","pronoun",3.9957,139.6885,476.008700000003,336.320200000003,"784091",18,1,"nederlands",NA,NA,NA,"engels",0,"duits",2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","784091_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.007407436,"spatial","pronoun",4.6486,307.226599999964,913.266899999976,606.040300000012,"297804",20,2,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","297804_flesh_expressibility_dutch.csv"
"dit","multimodal",0.810781803,"spatial","pronoun",2.7522,193.524,454.022599999964,260.498599999964,"392303",18,1,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",2,2,2,1,"5","392303_flesh_expressibility_dutch.csv"
"dit","multimodal",-0.634782609,"spatial","pronoun",2.878,183.838,507.113,323.275,"882595",18,1,"nederlands",NA,NA,NA,"engels",2,"duits",2,"frans",0,NA,0,NA,0,"NL",6,2,2,1,"5","882595_flesh_expressibility_dutch.csv"
"doen","vocal",-0.757407365,"action","verb",10.9707,144.514,522.753600000024,378.239600000024,"592542",18,2,"nederlands",NA,NA,NA,"engels",0,"frans",2,NA,0,NA,0,NA,0,"NL",3,2,2,1,"2","592542_flesh_expressibility_dutch.csv"
"doen","gesture",-0.84629631,"action","verb",5.0556,149.048199999999,505.989199999999,356.941,"889252",19,1,"nederlands",NA,NA,NA,"engels",3,"duits",2,NA,0,NA,0,NA,0,"NL",6,2,2,1,"2","889252_flesh_expressibility_dutch.csv"
"doen","gesture",-0.331657986,"action","verb",1.7121,94.3536000000089,301.649699999988,207.296099999979,"778018",20,2,"nederlands",NA,NA,NA,"engels",2,NA,2,NA,0,NA,0,NA,0,"NL",3,2,2,5,"1","778018_flesh_expressibility_dutch.csv"
