practice,cycle,word,modality,answer,exp,sessionID
none,0.0,drinken,gebaren,drinken,2,39_2
none,0.0,vallen,gebaren,vallen,2,39_2
none,0.0,wind,gebaren,wind,2,39_2
practice,1.0,juichen,gebaren,juichen,2,39_2
practice,1.0,klok,gebaren,klok,2,39_2
none,1.0,vogel,gebaren,vlinder,2,39_2
none,1.0,vogel,gebaren,bij,2,39_2
none,1.0,vogel,gebaren,vogel,2,39_2
none,1.0,zoemen,gebaren,kussen,2,39_2
none,1.0,zoemen,gebaren,roddelen,2,39_2
none,1.0,zoemen,gebaren,vlinder,2,39_2
none,1.0,koud,gebaren,koud,2,39_2
none,1.0,hond,gebaren,glijbaan,2,39_2
none,1.0,hond,gebaren,hond,2,39_2
none,1.0,zwaar,gebaren,zwaar,2,39_2
none,1.0,langzaam,gebaren,snelwandelen,2,39_2
none,1.0,langzaam,gebaren,slowmotion,2,39_2
none,1.0,langzaam,gebaren,langzaam,2,39_2
none,1.0,geven,gebaren,geven,2,39_2
practice,0.0,knippen,geluiden,slikken,1,3_1
practice,0.0,dansen,geluiden,trommelen,1,3_1
none,0.0,vogel,geluiden,vlinder,1,3_1
none,0.0,kat,geluiden,kat,1,3_1
none,0.0,luidruchtig,geluiden,schrikken,1,3_1
none,0.0,zoet,geluiden,lekker,1,3_1
none,0.0,blazen,geluiden,wind,1,3_1
none,0.0,drinken,geluiden,drinken,1,3_1
none,0.0,gooien,geluiden,fluiten,1,3_1
practice,1.0,comfortabel,geluiden,smullen,1,3_1
practice,1.0,leeg,geluiden,gapen,1,3_1
none,1.0,kind,geluiden,paard,1,3_1
none,1.0,niet,geluiden,lekker,1,3_1
none,1.0,onweer,geluiden,schieten,1,3_1
none,1.0,verbranden,geluiden,wind,1,3_1
none,1.0,kruipen,geluiden,drum,1,3_1
none,1.0,staan,geluiden,pijn,1,3_1
none,1.0,fluisteren,geluiden,wind,1,3_1
practice,0.0,koken,combinatie,koken,1,3_1
practice,0.0,rijk,combinatie,geld,1,3_1
none,0.0,misschien,combinatie,weten,1,3_1
none,0.0,regen,combinatie,regen,1,3_1
none,0.0,ziek,combinatie,ziek,1,3_1
none,0.0,klein,combinatie,kind,1,3_1
none,0.0,bijten,combinatie,happen,1,3_1
none,0.0,vangen,combinatie,vangen,1,3_1
none,0.0,ruiken,combinatie,geur,1,3_1
practice,1.0,auto,combinatie,rijden,1,3_1
practice,1.0,olifant,combinatie,olifant,1,3_1
none,1.0,zoemen,combinatie,bij,1,3_1
none,1.0,zuur,combinatie,zuur,1,3_1
none,1.0,sterk,combinatie,sterk,1,3_1
none,1.0,geven,combinatie,geven,1,3_1
none,1.0,rennen,combinatie,rennen,1,3_1
none,1.0,kotsen,combinatie,kotsen,1,3_1
none,1.0,lopen,combinatie,wandelen,1,3_1
practice,0.0,haasten,gebaren,haasten,1,3_1
practice,0.0,snijden,gebaren,snijden,1,3_1
none,0.0,hoog,gebaren,hoog,1,3_1
none,0.0,berg,gebaren,bergen,1,3_1
none,0.0,geur,gebaren,stinken,1,3_1
none,0.0,langzaam,gebaren,lopen,1,3_1
none,0.0,slang,gebaren,vis,1,3_1
none,0.0,vallen,gebaren,vallen,1,3_1
none,0.0,wind,gebaren,wind,1,3_1
practice,1.0,gek,gebaren,gek,1,3_1
practice,1.0,bloem,gebaren,ruiken,1,3_1
none,1.0,ik,gebaren,boeren,1,3_1
none,1.0,dood,gebaren,doodgaan,1,3_1
none,1.0,heet,gebaren,heet,1,3_1
none,1.0,zout,gebaren,smullen,1,3_1
none,1.0,scherp,gebaren,bezeren,1,3_1
none,1.0,grommen,gebaren,kat,1,3_1
none,1.0,lachen,gebaren,lachen,1,3_1
practice,0.0,glimlach,geluiden,comfortable,2,3_2
practice,0.0,glimlach,geluiden,lekker,2,3_2
practice,0.0,glimlach,geluiden,snappen,2,3_2
practice,0.0,juichen,geluiden,juichen,2,3_2
none,0.0,zwaar,geluiden,poepen,2,3_2
none,0.0,zwaar,geluiden,zwaar,2,3_2
none,0.0,hoorn,geluiden,afschieten,2,3_2
none,0.0,hoorn,geluiden,auto,2,3_2
none,0.0,hoorn,geluiden,motor,2,3_2
none,0.0,stil,geluiden,stil,2,3_2
none,0.0,dik,geluiden,trommelen,2,3_2
none,0.0,dik,geluiden,kruipen,2,3_2
none,0.0,dik,geluiden,traplopen,2,3_2
none,0.0,horen,geluiden,snappen,2,3_2
none,0.0,horen,geluiden,praten,2,3_2
none,0.0,horen,geluiden,gesprek,2,3_2
none,0.0,weten,geluiden,praten,2,3_2
none,0.0,weten,geluiden,snappem,2,3_2
none,0.0,weten,geluiden,begrijpen,2,3_2
none,0.0,likken,geluiden,drinken,2,3_2
none,0.0,likken,geluiden,slikken,2,3_2
none,0.0,likken,geluiden,speeksel,2,3_2
practice,1.0,zingen,geluiden,zingen,2,3_2
practice,1.0,sneeuw,geluiden,koud,2,3_2
practice,1.0,sneeuw,geluiden,duiken,2,3_2
practice,1.0,sneeuw,geluiden,koken,2,3_2
none,1.0,bitter,geluiden,vies,2,3_2
none,1.0,bitter,geluiden,eten,2,3_2
none,1.0,bitter,geluiden,teleurstelling,2,3_2
none,1.0,man,geluiden,grommen,2,3_2
none,1.0,man,geluiden,boos,2,3_2
none,1.0,man,geluiden,woedend,2,3_2
none,1.0,piepen,geluiden,piepen,2,3_2
none,1.0,ademen,geluiden,ademen,2,3_2
none,1.0,kauwen,geluiden,eten,2,3_2
none,1.0,kauwen,geluiden,klappen,2,3_2
none,1.0,kauwen,geluiden,druppelen,2,3_2
none,1.0,slaan,geluiden,slaan,2,3_2
none,1.0,slapen,geluiden,slapen,2,3_2
practice,0.0,klok,gebaren,klok,2,3_2
practice,0.0,geheim,gebaren,roddelen,2,3_2
practice,0.0,geheim,gebaren,fluisteren,2,3_2
practice,0.0,geheim,gebaren,doorvertellen,2,3_2
none,0.0,walgen,gebaren,vies,2,3_2
none,0.0,walgen,gebaren,walgen,2,3_2
none,0.0,oud,gebaren,oud,2,3_2
none,0.0,eten,gebaren,eten,2,3_2
none,0.0,vechten,gebaren,boksen,2,3_2
none,0.0,vechten,gebaren,vechten,2,3_2
none,0.0,springen,gebaren,springen,2,3_2
none,0.0,zuigen,gebaren,drinken,2,3_2
none,0.0,zuigen,gebaren,baby,2,3_2
none,0.0,zuigen,gebaren,zuigen,2,3_2
none,0.0,water,gebaren,water,2,3_2
practice,1.0,telefoon,gebaren,telefoon,2,3_2
practice,1.0,bal,gebaren,basketbal,2,3_2
practice,1.0,bal,gebaren,bal,2,3_2
none,1.0,groot,gebaren,lang,2,3_2
none,1.0,groot,gebaren,groot,2,3_2
none,1.0,koud,gebaren,koud,2,3_2
none,1.0,hond,gebaren,hond,2,3_2
none,1.0,snel,gebaren,rennen,2,3_2
none,1.0,snel,gebaren,hardlopen,2,3_2
none,1.0,snel,gebaren,snel,2,3_2
none,1.0,vrouw,gebaren,vrouw,2,3_2
none,1.0,vuur,gebaren,haardvuur,2,3_2
none,1.0,vuur,gebaren,kampvuur,2,3_2
none,1.0,goed,gebaren,goed,2,3_2
practice,0.0,fiets,combinatie,fietsen,2,3_2
practice,0.0,fiets,combinatie,fiets,2,3_2
practice,0.0,vliegtuig,combinatie,vliegtuig,2,3_2
none,0.0,ver,combinatie,ver,2,3_2
none,0.0,vis,combinatie,vis,2,3_2
none,0.0,vlieg,combinatie,bij,2,3_2
none,0.0,vlieg,combinatie,vlieg,2,3_2
none,0.0,bliksem,combinatie,onweer,2,3_2
none,0.0,bliksem,combinatie,bliksem,2,3_2
none,0.0,bang,combinatie,bang,2,3_2
none,0.0,staart,combinatie,hond,2,3_2
none,0.0,staart,combinatie,kwispelen,2,3_2
none,0.0,staart,combinatie,staart,2,3_2
none,0.0,vliegen,combinatie,vliegen,2,3_2
practice,1.0,zwaaien,combinatie,zwaaien,2,3_2
practice,1.0,eend,combinatie,kikker,2,3_2
practice,1.0,eend,combinatie,eend,2,3_2
none,1.0,boos,combinatie,boos,2,3_2
none,1.0,ei,combinatie,ei,2,3_2
none,1.0,blij,combinatie,aanmoedigen,2,3_2
none,1.0,blij,combinatie,blij,2,3_2
none,1.0,verdrietig,combinatie,huilen,2,3_2
none,1.0,verdrietig,combinatie,verdietig,2,3_2
none,1.0,huilen,combinatie,huilen,2,3_2
none,1.0,jagen,combinatie,schieten,2,3_2
none,1.0,jagen,combinatie,jagen,2,3_2
none,1.0,zwemmen,combinatie,zwemmen,2,3_2
practice,0.0,haasten,geluiden,uil,1,41_1
practice,0.0,leeg,geluiden,wind,1,41_1
none,0.0,walgen,geluiden,kotsen,1,41_1
none,0.0,oud,geluiden,uil,1,41_1
none,0.0,zuur,geluiden,vies,1,41_1
none,0.0,vechten,geluiden,duif,1,41_1
none,0.0,lachen,geluiden,grappig,1,41_1
none,0.0,rennen,geluiden,vogel,1,41_1
none,0.0,zwemmen,geluiden,wind,1,41_1
practice,1.0,gek,geluiden,vogel,1,41_1
practice,1.0,koken,geluiden,ritselen,1,41_1
none,1.0,groot,geluiden,verbaasd,1,41_1
none,1.0,vlieg,geluiden,waaien,1,41_1
none,1.0,heet,geluiden,verrast,1,41_1
none,1.0,berg,geluiden,lopen,1,41_1
none,1.0,springen,geluiden,varken,1,41_1
none,1.0,slapen,geluiden,bij,1,41_1
none,1.0,lopen,geluiden,druppel,1,41_1
practice,0.0,rijk,combinatie,rijk,1,41_1
practice,0.0,olifant,combinatie,olifant,1,41_1
none,0.0,koud,combinatie,koud,1,41_1
none,0.0,luidruchtig,combinatie,aap,1,41_1
none,0.0,langzaam,combinatie,traag,1,41_1
none,0.0,bijten,combinatie,bijten,1,41_1
none,0.0,ademen,combinatie,ontspannen,1,41_1
none,0.0,vangen,combinatie,vangen,1,41_1
none,0.0,gooien,combinatie,gooien,1,41_1
practice,1.0,dansen,combinatie,feesten,1,41_1
practice,1.0,comfortabel,combinatie,tevreden,1,41_1
none,1.0,boos,combinatie,boos,1,41_1
none,1.0,bitter,combinatie,vies,1,41_1
none,1.0,ei,combinatie,vallen,1,41_1
none,1.0,vis,combinatie,vis,1,41_1
none,1.0,niet,combinatie,kritisch,1,41_1
none,1.0,ziek,combinatie,vermoeid,1,41_1
none,1.0,piepen,combinatie,muis,1,41_1
practice,0.0,knippen,gebaren,knippen,1,41_1
practice,0.0,auto,gebaren,rijden,1,41_1
none,0.0,vogel,gebaren,vliegen,1,41_1
none,0.0,geur,gebaren,stoer,1,41_1
none,0.0,scherp,gebaren,streep,1,41_1
none,0.0,klein,gebaren,klein,1,41_1
none,0.0,verbranden,gebaren,schrikken,1,41_1
none,0.0,eten,gebaren,mondharmonica,1,41_1
none,0.0,vliegen,gebaren,vliegtuig,1,41_1
practice,1.0,snijden,gebaren,snijden,1,41_1
practice,1.0,bloem,gebaren,wolk,1,41_1
none,1.0,dood,gebaren,dood,1,41_1
none,1.0,snel,gebaren,rennen,1,41_1
none,1.0,vuur,gebaren,groots,1,41_1
none,1.0,verdrietig,gebaren,huilen,1,41_1
none,1.0,bang,gebaren,schrikken,1,41_1
none,1.0,huilen,gebaren,huilen,1,41_1
none,1.0,grommen,gebaren,racen,1,41_1
practice,0.0,bal,gebaren,bal,2,41_2
practice,0.0,juichen,gebaren,juichen,2,41_2
none,0.0,ik,gebaren,ik,2,41_2
none,0.0,regen,gebaren,regen,2,41_2
none,0.0,sterk,gebaren,sterk,2,41_2
none,0.0,onweer,gebaren,onweer,2,41_2
none,0.0,kruipen,gebaren,kruipen,2,41_2
none,0.0,vallen,gebaren,flauwvallen,2,41_2
none,0.0,vallen,gebaren,vallen,2,41_2
none,0.0,geven,gebaren,geven,2,41_2
practice,1.0,vliegtuig,gebaren,zweven,2,41_2
practice,1.0,vliegtuig,gebaren,vliegtuig,2,41_2
practice,1.0,sneeuw,gebaren,sneeuw,2,41_2
none,1.0,zoemen,gebaren,stijf,2,41_2
none,1.0,zoemen,gebaren,boom,2,41_2
none,1.0,zoemen,gebaren,lolly,2,41_2
none,1.0,kind,gebaren,kind,2,41_2
none,1.0,ver,gebaren,wijzen,2,41_2
none,1.0,ver,gebaren,ver,2,41_2
none,1.0,blij,gebaren,blij,2,41_2
none,1.0,stil,gebaren,stil,2,41_2
none,1.0,dik,gebaren,groot,2,41_2
none,1.0,dik,gebaren,dik,2,41_2
none,1.0,horen,gebaren,horen,2,41_2
practice,0.0,fiets,geluiden,trein,2,41_2
practice,0.0,fiets,geluiden,boot,2,41_2
practice,0.0,fiets,geluiden,vliegtuig,2,41_2
practice,0.0,telefoon,geluiden,kuiken,2,41_2
practice,0.0,telefoon,geluiden,klein,2,41_2
practice,0.0,telefoon,geluiden,muziek,2,41_2
none,0.0,vrouw,geluiden,verrast,2,41_2
none,0.0,vrouw,geluiden,groot,2,41_2
none,0.0,vrouw,geluiden,indrukwekkend,2,41_2
none,0.0,zwaar,geluiden,zwaar,2,41_2
none,0.0,man,geluiden,beer,2,41_2
none,0.0,man,geluiden,zeuren,2,41_2
none,0.0,man,geluiden,hooligan,2,41_2
none,0.0,jagen,geluiden,neerstorten,2,41_2
none,0.0,jagen,geluiden,afschieten,2,41_2
none,0.0,jagen,geluiden,neerschieten,2,41_2
none,0.0,likken,geluiden,indrukwekkebd,2,41_2
none,0.0,likken,geluiden,lekker,2,41_2
none,0.0,likken,geluiden,eten,2,41_2
none,0.0,zuigen,geluiden,vliegen,2,41_2
none,0.0,zuigen,geluiden,slurpen,2,41_2
none,0.0,zuigen,geluiden,blazen,2,41_2
none,0.0,kotsen,geluiden,walgen,2,41_2
none,0.0,kotsen,geluiden,overgeven,2,41_2
practice,1.0,eend,geluiden,eend,2,41_2
practice,1.0,glimlach,geluiden,giechelen,2,41_2
none,1.0,hond,geluiden,hond,2,41_2
none,1.0,hoog,geluiden,mooi,2,41_2
none,1.0,hoog,geluiden,indrukwekkend,2,41_2
none,1.0,hoog,geluiden,wauw,2,41_2
none,1.0,bliksem,geluiden,grommen,2,41_2
none,1.0,bliksem,geluiden,wegjagen,2,41_2
none,1.0,bliksem,geluiden,waaien,2,41_2
none,1.0,zoet,geluiden,lekker,2,41_2
none,1.0,zoet,geluiden,eten,2,41_2
none,1.0,zoet,geluiden,smakelijk,2,41_2
none,1.0,drinken,geluiden,drinken,2,41_2
none,1.0,staan,geluiden,twijfelen,2,41_2
none,1.0,staan,geluiden,stil,2,41_2
none,1.0,staan,geluiden,vast,2,41_2
none,1.0,water,geluiden,waaien,2,41_2
none,1.0,water,geluiden,ontploffen,2,41_2
none,1.0,water,geluiden,drinken,2,41_2
practice,0.0,zwaaien,combinatie,begroeten,2,41_2
practice,0.0,zwaaien,combinatie,zwaaien,2,41_2
practice,0.0,zingen,combinatie,zingen,2,41_2
none,0.0,goed,combinatie,goed,2,41_2
none,0.0,misschien,combinatie,twijfelen,2,41_2
none,0.0,misschien,combinatie,overwegen,2,41_2
none,0.0,misschien,combinatie,optie,2,41_2
none,0.0,blazen,combinatie,bellenblazen,2,41_2
none,0.0,blazen,combinatie,blazen,2,41_2
none,0.0,weten,combinatie,slim,2,41_2
none,0.0,weten,combinatie,denken,2,41_2
none,0.0,weten,combinatie,uitleggen,2,41_2
none,0.0,ruiken,combinatie,ruiken,2,41_2
none,0.0,fluisteren,combinatie,fluisteren,2,41_2
none,0.0,wind,combinatie,varen,2,41_2
none,0.0,wind,combinatie,waaien,2,41_2
none,0.0,wind,combinatie,overstromen,2,41_2
practice,1.0,geheim,combinatie,fluisteren,2,41_2
practice,1.0,geheim,combinatie,geheim,2,41_2
practice,1.0,klok,combinatie,klok,2,41_2
none,1.0,kat,combinatie,kat,2,41_2
none,1.0,hoorn,combinatie,eenhoorn,2,41_2
none,1.0,hoorn,combinatie,voorhoofd,2,41_2
none,1.0,hoorn,combinatie,hoorn,2,41_2
none,1.0,zout,combinatie,strooien,2,41_2
none,1.0,zout,combinatie,zagen,2,41_2
none,1.0,zout,combinatie,kruiden,2,41_2
none,1.0,slang,combinatie,slang,2,41_2
none,1.0,staart,combinatie,krul,2,41_2
none,1.0,staart,combinatie,staart,2,41_2
none,1.0,kauwen,combinatie,kauwen,2,41_2
none,1.0,slaan,combinatie,snel,2,41_2
none,1.0,slaan,combinatie,slaan,2,41_2
practice,0.0,haasten,gebaren,haasten,1,42_1
practice,0.0,snijden,gebaren,snijden,1,42_1
none,0.0,hond,gebaren,hond,1,42_1
none,0.0,berg,gebaren,bergklimmen,1,42_1
none,0.0,regen,gebaren,regen,1,42_1
none,0.0,staart,gebaren,staart,1,42_1
none,0.0,lachen,gebaren,lachen,1,42_1
none,0.0,likken,gebaren,schoonlikken,1,42_1
none,0.0,water,gebaren,water,1,42_1
practice,1.0,comfortabel,gebaren,illen,1,42_1
practice,1.0,bloem,gebaren,bloem,1,42_1
none,1.0,koud,gebaren,koud,1,42_1
none,1.0,hoorn,gebaren,trompet,1,42_1
none,1.0,slang,gebaren,slang,1,42_1
none,1.0,zuur,gebaren,zuur,1,42_1
none,1.0,vechten,gebaren,boksen,1,42_1
none,1.0,staan,gebaren,t,1,42_1
none,1.0,zwemmen,gebaren,zwemmen,1,42_1
practice,0.0,rijk,combinatie,rijk,1,42_1
practice,0.0,dansen,combinatie,dansen,1,42_1
none,0.0,zoemen,combinatie,bij,1,42_1
none,0.0,dood,combinatie,dood,1,42_1
none,0.0,snel,combinatie,snel,1,42_1
none,0.0,blij,combinatie,wandelen,1,42_1
none,0.0,vangen,combinatie,vangen,1,42_1
none,0.0,vallen,combinatie,redden,1,42_1
none,0.0,weten,combinatie,nadenken,1,42_1
practice,1.0,knippen,combinatie,knippen,1,42_1
practice,1.0,koken,combinatie,koken,1,42_1
none,1.0,man,combinatie,mannen,1,42_1
none,1.0,verdrietig,combinatie,huilen,1,42_1
none,1.0,bang,combinatie,schrikken,1,42_1
none,1.0,zoet,combinatie,snoepjes,1,42_1
none,1.0,vliegen,combinatie,vliegen,1,42_1
none,1.0,slaan,combinatie,slaan,1,42_1
none,1.0,rennen,combinatie,rennen,1,42_1
practice,0.0,auto,geluiden,auto,1,42_1
practice,0.0,leeg,geluiden,wind,1,42_1
none,0.0,vogel,geluiden,vogel,1,42_1
none,0.0,walgen,geluiden,stikken,1,42_1
none,0.0,hoog,geluiden,vallen,1,42_1
none,0.0,luidruchtig,geluiden,gek,1,42_1
none,0.0,zout,geluiden,krekel,1,42_1
none,0.0,kauwen,geluiden,eten,1,42_1
none,0.0,gooien,geluiden,vallen,1,42_1
practice,1.0,gek,geluiden,praten,1,42_1
practice,1.0,olifant,geluiden,oorkest,1,42_1
none,1.0,boos,geluiden,brommen,1,42_1
none,1.0,vlieg,geluiden,glijden,1,42_1
none,1.0,goed,geluiden,vallen,1,42_1
none,1.0,sterk,geluiden,duwen,1,42_1
none,1.0,onweer,geluiden,vangen,1,42_1
none,1.0,verbranden,geluiden,vallen,1,42_1
none,1.0,grommen,geluiden,brommen,1,42_1
practice,0.0,glimlach,combinatie,glimlach,2,42_2
practice,0.0,juichen,combinatie,juichen,2,42_2
none,0.0,ik,combinatie,vieren,2,42_2
none,0.0,ik,combinatie,ik,2,42_2
none,0.0,kind,combinatie,geit,2,42_2
none,0.0,kind,combinatie,kinderen,2,42_2
none,0.0,kind,combinatie,kind,2,42_2
none,0.0,vrouw,combinatie,vrouw,2,42_2
none,0.0,bijten,combinatie,bijten,2,42_2
none,0.0,blazen,combinatie,blazen,2,42_2
none,0.0,eten,combinatie,eten,2,42_2
none,0.0,slapen,combinatie,slapen,2,42_2
practice,1.0,zwaaien,combinatie,zwaairn,2,42_2
practice,1.0,fiets,combinatie,fietsen,2,42_2
practice,1.0,fiets,combinatie,eenwieler,2,42_2
practice,1.0,fiets,combinatie,bellen,2,42_2
none,1.0,misschien,combinatie,twijfelen,2,42_2
none,1.0,misschien,combinatie,kiezen,2,42_2
none,1.0,misschien,combinatie,ontevreden,2,42_2
none,1.0,scherp,combinatie,zwaard,2,42_2
none,1.0,scherp,combinatie,scherp,2,42_2
none,1.0,kruipen,combinatie,tijgeren,2,42_2
none,1.0,kruipen,combinatie,kruipen,2,42_2
none,1.0,geven,combinatie,geven,2,42_2
none,1.0,springen,combinatie,trampoline,2,42_2
none,1.0,springen,combinatie,springen,2,42_2
none,1.0,ruiken,combinatie,ruiken,2,42_2
none,1.0,wind,combinatie,wind,2,42_2
practice,0.0,eend,gebaren,eend,2,42_2
practice,0.0,geheim,gebaren,stiekem,2,42_2
practice,0.0,geheim,gebaren,fluisteren,2,42_2
practice,0.0,geheim,gebaren,geheim,2,42_2
none,0.0,kat,gebaren,kat,2,42_2
none,0.0,stil,gebaren,stilte,2,42_2
none,0.0,stil,gebaren,stil,2,42_2
none,0.0,langzaam,gebaren,langzaam,2,42_2
none,0.0,klein,gebaren,klein,2,42_2
none,0.0,piepen,gebaren,kuiken,2,42_2
none,0.0,piepen,gebaren,kakelen,2,42_2
none,0.0,piepen,gebaren,piepen,2,42_2
none,0.0,zuigen,gebaren,fluiten,2,42_2
none,0.0,zuigen,gebaren,zuigen,2,42_2
none,0.0,kotsen,gebaren,overgeven,2,42_2
none,0.0,kotsen,gebaren,kotsen,2,42_2
practice,1.0,klok,gebaren,tijd,2,42_2
practice,1.0,klok,gebaren,klok,2,42_2
practice,1.0,sneeuw,gebaren,sneeuw,2,42_2
none,1.0,bitter,gebaren,vies,2,42_2
none,1.0,bitter,gebaren,zuur,2,42_2
none,1.0,bitter,gebaren,bitter,2,42_2
none,1.0,ei,gebaren,ei,2,42_2
none,1.0,vuur,gebaren,openhaard,2,42_2
none,1.0,vuur,gebaren,vuur,2,42_2
none,1.0,zwaar,gebaren,zwaar,2,42_2
none,1.0,heet,gebaren,heet,2,42_2
none,1.0,ziek,gebaren,verkouden,2,42_2
none,1.0,ziek,gebaren,ziek,2,42_2
none,1.0,dik,gebaren,dik,2,42_2
practice,0.0,vliegtuig,geluiden,wind,2,42_2
practice,0.0,vliegtuig,geluiden,schieten,2,42_2
practice,0.0,vliegtuig,geluiden,opstijgen,2,42_2
practice,0.0,zingen,geluiden,zingen,2,42_2
none,0.0,groot,geluiden,box,2,42_2
none,0.0,groot,geluiden,melodie,2,42_2
none,0.0,groot,geluiden,drum,2,42_2
none,0.0,vis,geluiden,vis,2,42_2
none,0.0,bliksem,geluiden,vallen,2,42_2
none,0.0,bliksem,geluiden,vliegtuig,2,42_2
none,0.0,bliksem,geluiden,parachute,2,42_2
none,0.0,niet,geluiden,snijden,2,42_2
none,0.0,niet,geluiden,koken,2,42_2
none,0.0,niet,geluiden,vuur,2,42_2
none,0.0,huilen,geluiden,baby,2,42_2
none,0.0,huilen,geluiden,huilen,2,42_2
none,0.0,jagen,geluiden,donder,2,42_2
none,0.0,jagen,geluiden,verliezen,2,42_2
none,0.0,jagen,geluiden,mis,2,42_2
none,0.0,fluisteren,geluiden,fluisteren,2,42_2
practice,1.0,telefoon,geluiden,winkelen,2,42_2
practice,1.0,telefoon,geluiden,aanbellen,2,42_2
practice,1.0,telefoon,geluiden,bezoek,2,42_2
practice,1.0,bal,geluiden,vallen,2,42_2
practice,1.0,bal,geluiden,vallen,2,42_2
practice,1.0,bal,geluiden,traplopen,2,42_2
none,1.0,ver,geluiden,uitglijden,2,42_2
none,1.0,ver,geluiden,vallen,2,42_2
none,1.0,ver,geluiden,springen,2,42_2
none,1.0,geur,geluiden,snuiven,2,42_2
none,1.0,geur,geluiden,ruiken,2,42_2
none,1.0,geur,geluiden,inademen,2,42_2
none,1.0,oud,geluiden,bezorgd,2,42_2
none,1.0,oud,geluiden,buikpijn,2,42_2
none,1.0,oud,geluiden,bevallen,2,42_2
none,1.0,ademen,geluiden,zuchten,2,42_2
none,1.0,ademen,geluiden,heigen,2,42_2
none,1.0,ademen,geluiden,gestressd,2,42_2
none,1.0,drinken,geluiden,drinken,2,42_2
none,1.0,horen,geluiden,verbaasd,2,42_2
none,1.0,horen,geluiden,vragen,2,42_2
none,1.0,horen,geluiden,vragen,2,42_2
none,1.0,lopen,geluiden,wandelen,2,42_2
none,1.0,lopen,geluiden,lopen,2,42_2
practice,0.0,bloem,combinatie,genieten,1,43_1
practice,0.0,olifant,combinatie,olifant,1,43_1
none,0.0,boos,combinatie,boos,1,43_1
none,0.0,zoemen,combinatie,mug,1,43_1
none,0.0,kind,combinatie,spelen,1,43_1
none,0.0,dood,combinatie,dood,1,43_1
none,0.0,hond,combinatie,hond,1,43_1
none,0.0,ziek,combinatie,opgelucht,1,43_1
none,0.0,dik,combinatie,dik,1,43_1
practice,1.0,comfortabel,combinatie,moe,1,43_1
practice,1.0,gek,combinatie,feesten,1,43_1
none,1.0,kat,combinatie,kat,1,43_1
none,1.0,vuur,combinatie,wind,1,43_1
none,1.0,niet,combinatie,weigeren,1,43_1
none,1.0,zout,combinatie,vis,1,43_1
none,1.0,vallen,combinatie,vallen,1,43_1
none,1.0,vechten,combinatie,boksen,1,43_1
none,1.0,weten,combinatie,idee,1,43_1
practice,0.0,rijk,gebaren,geld,1,43_1
practice,0.0,auto,gebaren,rijden,1,43_1
none,0.0,vogel,gebaren,vliegen,1,43_1
none,0.0,hoorn,gebaren,duiven,1,43_1
none,0.0,bang,gebaren,schrikken,1,43_1
none,0.0,zuur,gebaren,zuur,1,43_1
none,0.0,bijten,gebaren,happen,1,43_1
none,0.0,ademen,gebaren,ademen,1,43_1
none,0.0,geven,gebaren,geven,1,43_1
practice,1.0,leeg,gebaren,omgooien,1,43_1
practice,1.0,haasten,gebaren,rennen,1,43_1
none,1.0,snel,gebaren,rennen,1,43_1
none,1.0,vrouw,gebaren,vrouw,1,43_1
none,1.0,zwaar,gebaren,vallen,1,43_1
none,1.0,bliksem,gebaren,regen,1,43_1
none,1.0,man,gebaren,man,1,43_1
none,1.0,klein,gebaren,kind,1,43_1
none,1.0,blazen,gebaren,blazen,1,43_1
practice,0.0,knippen,geluiden,baby,1,43_1
practice,0.0,dansen,geluiden,neurien,1,43_1
none,0.0,ver,geluiden,zoemen,1,43_1
none,0.0,luidruchtig,geluiden,lachen,1,43_1
none,0.0,staart,geluiden,baby,1,43_1
none,0.0,verbranden,geluiden,spelen,1,43_1
none,0.0,horen,geluiden,spannend,1,43_1
none,0.0,slaan,geluiden,vallen,1,43_1
none,0.0,staan,geluiden,verbaasd,1,43_1
practice,1.0,koken,geluiden,water,1,43_1
practice,1.0,snijden,geluiden,snijden,1,43_1
none,1.0,koud,geluiden,kat,1,43_1
none,1.0,goed,geluiden,lift,1,43_1
none,1.0,heet,geluiden,zuchten,1,43_1
none,1.0,sterk,geluiden,tijger,1,43_1
none,1.0,lachen,geluiden,lachen,1,43_1
none,1.0,gooien,geluiden,vliegen,1,43_1
none,1.0,lopen,geluiden,trein,1,43_1
practice,0.0,telefoon,geluiden,bellen,2,43_2
practice,0.0,telefoon,geluiden,wekker,2,43_2
practice,0.0,telefoon,geluiden,bel,2,43_2
practice,0.0,glimlach,geluiden,lekker,2,43_2
practice,0.0,glimlach,geluiden,genieten,2,43_2
practice,0.0,glimlach,geluiden,leuk,2,43_2
none,0.0,ik,geluiden,verrast,2,43_2
none,0.0,ik,geluiden,verbaasd,2,43_2
none,0.0,ik,geluiden,interessant,2,43_2
none,0.0,walgen,geluiden,vies,2,43_2
none,0.0,walgen,geluiden,walging,2,43_2
none,0.0,walgen,geluiden,afschuw,2,43_2
none,0.0,vis,geluiden,zwemmen,2,43_2
none,0.0,vis,geluiden,vis,2,43_2
none,0.0,geur,geluiden,ruiken,2,43_2
none,0.0,geur,geluiden,genieten,2,43_2
none,0.0,geur,geluiden,geur,2,43_2
none,0.0,oud,geluiden,baby,2,43_2
none,0.0,oud,geluiden,dier,2,43_2
none,0.0,oud,geluiden,kreunen,2,43_2
none,0.0,zuigen,geluiden,slurpen,2,43_2
none,0.0,zuigen,geluiden,zuigen,2,43_2
