practice,cycle,word,modality,answer,exp,sessionID
none,0.0,grommen,combinatie,leeuw,1,22_1
none,0.0,lachen,combinatie,lachen,1,22_1
none,0.0,likken,combinatie,likken,1,22_1
practice,1.0,auto,combinatie,rijden,1,22_1
practice,1.0,gek,combinatie,schrikken,1,22_1
none,1.0,dood,combinatie,doodgaan,1,22_1
none,1.0,ei,combinatie,klein,1,22_1
none,1.0,bliksem,combinatie,bliksem,1,22_1
none,1.0,luidruchtig,combinatie,schreeuwen,1,22_1
none,1.0,zout,combinatie,muis,1,22_1
none,1.0,vallen,combinatie,bukken,1,22_1
none,1.0,lopen,combinatie,hardlopen,1,22_1
practice,0.0,eend,gebaren,flapperen,2,22_2
practice,0.0,eend,gebaren,vogel,2,22_2
practice,0.0,eend,gebaren,eend,2,22_2
practice,0.0,juichen,gebaren,juigen,2,22_2
none,0.0,kind,gebaren,baby,2,22_2
none,0.0,kind,gebaren,kind,2,22_2
none,0.0,koud,gebaren,koud,2,22_2
none,0.0,regen,gebaren,regen,2,22_2
none,0.0,blazen,gebaren,blazen,2,22_2
none,0.0,horen,gebaren,luisteren,2,22_2
none,0.0,horen,gebaren,horen,2,22_2
none,0.0,rennen,gebaren,rennen,2,22_2
none,0.0,fluisteren,gebaren,fluisteren,2,22_2
practice,1.0,fiets,gebaren,rijden,2,22_2
practice,1.0,fiets,gebaren,fietsen,2,22_2
practice,1.0,fiets,gebaren,sturen,2,22_2
practice,1.0,glimlach,gebaren,lachen,2,22_2
practice,1.0,glimlach,gebaren,glimlach,2,22_2
none,1.0,oud,gebaren,kruipen,2,22_2
none,1.0,oud,gebaren,wandelstok,2,22_2
none,1.0,oud,gebaren,oud,2,22_2
none,1.0,verdrietig,gebaren,huilen,2,22_2
none,1.0,verdrietig,gebaren,verdrietig,2,22_2
none,1.0,scherp,gebaren,niet,2,22_2
none,1.0,scherp,gebaren,punt,2,22_2
none,1.0,scherp,gebaren,snijden,2,22_2
none,1.0,zuur,gebaren,vies,2,22_2
none,1.0,zuur,gebaren,bitter,2,22_2
none,1.0,zuur,gebaren,nasmaak,2,22_2
none,1.0,vechten,gebaren,boksen,2,22_2
none,1.0,vechten,gebaren,vechten,2,22_2
none,1.0,jagen,gebaren,schieten,2,22_2
none,1.0,jagen,gebaren,jagen,2,22_2
none,1.0,springen,gebaren,springen,2,22_2
practice,0.0,klok,geluiden,klok,2,22_2
practice,0.0,bal,geluiden,stuiteren,2,22_2
practice,0.0,bal,geluiden,vallen,2,22_2
practice,0.0,bal,geluiden,kloppen,2,22_2
none,0.0,heet,geluiden,opluchting,2,22_2
none,0.0,heet,geluiden,slaan,2,22_2
none,0.0,heet,geluiden,plassen,2,22_2
none,0.0,dik,geluiden,vliegtug,2,22_2
none,0.0,dik,geluiden,boer,2,22_2
none,0.0,dik,geluiden,grasmaaier,2,22_2
none,0.0,eten,geluiden,eten,2,22_2
none,0.0,slaan,geluiden,neerploffen,2,22_2
none,0.0,slaan,geluiden,zitten,2,22_2
none,0.0,slaan,geluiden,slaan,2,22_2
none,0.0,ruiken,geluiden,snikken,2,22_2
none,0.0,ruiken,geluiden,inademen,2,22_2
none,0.0,ruiken,geluiden,verdrietig,2,22_2
none,0.0,zwemmen,geluiden,zwemmen,2,22_2
none,0.0,gooien,geluiden,wind,2,22_2
none,0.0,gooien,geluiden,windstoot,2,22_2
none,0.0,gooien,geluiden,stoot,2,22_2
practice,1.0,vliegtuig,geluiden,wind,2,22_2
practice,1.0,vliegtuig,geluiden,waaien,2,22_2
practice,1.0,vliegtuig,geluiden,stofzuigen,2,22_2
practice,1.0,sneeuw,geluiden,fluisteren,2,22_2
practice,1.0,sneeuw,geluiden,klein,2,22_2
practice,1.0,sneeuw,geluiden,zacht,2,22_2
none,1.0,boos,geluiden,boos,2,22_2
none,1.0,zoemen,geluiden,stofzuigen,2,22_2
none,1.0,zoemen,geluiden,bij,2,22_2
none,1.0,zoemen,geluiden,vlieg,2,22_2
none,1.0,kat,geluiden,kat,2,22_2
none,1.0,goed,geluiden,lekker,2,22_2
none,1.0,goed,geluiden,genieten,2,22_2
none,1.0,goed,geluiden,proeven,2,22_2
none,1.0,zwaar,geluiden,balen,2,22_2
none,1.0,zwaar,geluiden,stoten,2,22_2
none,1.0,zwaar,geluiden,balen,2,22_2
none,1.0,berg,geluiden,bedenken,2,22_2
none,1.0,berg,geluiden,neurien,2,22_2
none,1.0,berg,geluiden,genieten,2,22_2
none,1.0,bang,geluiden,schrikken,2,22_2
none,1.0,bang,geluiden,bang,2,22_2
practice,0.0,telefoon,combinatie,bellen,2,22_2
practice,0.0,telefoon,combinatie,telefoneren,2,22_2
practice,0.0,telefoon,combinatie,telefoon,2,22_2
practice,0.0,zingen,combinatie,zingen,2,22_2
none,0.0,vogel,combinatie,vliegen,2,22_2
none,0.0,vogel,combinatie,eend,2,22_2
none,0.0,vogel,combinatie,vogel,2,22_2
none,0.0,vrouw,combinatie,jezelf,2,22_2
none,0.0,vrouw,combinatie,dutje,2,22_2
none,0.0,vrouw,combinatie,seks,2,22_2
none,0.0,man,combinatie,man,2,22_2
none,0.0,staart,combinatie,afvegen,2,22_2
none,0.0,staart,combinatie,scheet,2,22_2
none,0.0,staart,combinatie,kwispelen,2,22_2
none,0.0,vangen,combinatie,windstoot,2,22_2
none,0.0,vangen,combinatie,vangen,2,22_2
none,0.0,kauwen,combinatie,kauwen,2,22_2
none,0.0,staan,combinatie,neerzetten,2,22_2
none,0.0,staan,combinatie,staan,2,22_2
practice,1.0,zwaaien,combinatie,zwaaien,2,22_2
practice,1.0,geheim,combinatie,fluisteren,2,22_2
practice,1.0,geheim,combinatie,roddelen,2,22_2
practice,1.0,geheim,combinatie,praten,2,22_2
none,1.0,walgen,combinatie,kotsen,2,22_2
none,1.0,walgen,combinatie,walgen,2,22_2
none,1.0,snel,combinatie,rennen,2,22_2
none,1.0,snel,combinatie,snel,2,22_2
none,1.0,vlieg,combinatie,mug,2,22_2
none,1.0,vlieg,combinatie,vlieg,2,22_2
none,1.0,blij,combinatie,glimlachen,2,22_2
none,1.0,blij,combinatie,lachen,2,22_2
none,1.0,blij,combinatie,giegelen,2,22_2
none,1.0,hoog,combinatie,vraag,2,22_2
none,1.0,hoog,combinatie,wijzen,2,22_2
none,1.0,hoog,combinatie,hoog,2,22_2
none,1.0,sterk,combinatie,sterk,2,22_2
none,1.0,ademen,combinatie,ademen,2,22_2
practice,0.0,olifant,combinatie,olifant,1,23_1
practice,0.0,auto,combinatie,auto,1,23_1
none,0.0,ik,combinatie,ik,1,23_1
none,0.0,geur,combinatie,ruiken,1,23_1
none,0.0,piepen,combinatie,alarm,1,23_1
none,0.0,zoet,combinatie,lekker,1,23_1
none,0.0,blazen,combinatie,blazen,1,23_1
none,0.0,slapen,combinatie,slapen,1,23_1
none,0.0,gooien,combinatie,gooien,1,23_1
practice,1.0,dansen,combinatie,dansen,1,23_1
practice,1.0,koken,combinatie,koken,1,23_1
none,1.0,scherp,combinatie,snee,1,23_1
none,1.0,ziek,combinatie,verkouden,1,23_1
none,1.0,langzaam,combinatie,slow motion,1,23_1
none,1.0,dik,combinatie,dik,1,23_1
none,1.0,huilen,combinatie,huilen,1,23_1
none,1.0,staan,combinatie,vragen,1,23_1
none,1.0,zuigen,combinatie,duimen,1,23_1
practice,0.0,rijk,geluiden,indrukwekkend,1,23_1
practice,0.0,knippen,geluiden,knippen,1,23_1
none,0.0,blij,geluiden,juichen,1,23_1
none,0.0,klein,geluiden,alarm,1,23_1
none,0.0,vliegen,geluiden,golven,1,23_1
none,0.0,horen,geluiden,muziek,1,23_1
none,0.0,jagen,geluiden,vuurwerk,1,23_1
none,0.0,fluisteren,geluiden,fluisteren,1,23_1
none,0.0,water,geluiden,water,1,23_1
practice,1.0,bloem,geluiden,schattig,1,23_1
practice,1.0,haasten,geluiden,buiten adem,1,23_1
none,1.0,zoemen,geluiden,lekker,1,23_1
none,1.0,dood,geluiden,vies,1,23_1
none,1.0,ver,geluiden,schrikken,1,23_1
none,1.0,oud,geluiden,goed,1,23_1
none,1.0,bang,geluiden,angst,1,23_1
none,1.0,kotsen,geluiden,kotsen ,1,23_1
none,1.0,wind,geluiden,blazen,1,23_1
practice,0.0,gek,gebaren,dansen,1,23_1
practice,0.0,comfortabel,gebaren,rusten,1,23_1
none,0.0,vuur,gebaren,vuur,1,23_1
none,0.0,goed,gebaren,goed,1,23_1
none,0.0,hoorn,gebaren,drinken,1,23_1
none,0.0,staart,gebaren,staart,1,23_1
none,0.0,vechten,gebaren,boksen,1,23_1
none,0.0,rennen,gebaren,rennen,1,23_1
none,0.0,zwemmen,gebaren,zwemmen,1,23_1
practice,1.0,snijden,gebaren,snijden,1,23_1
practice,1.0,leeg,gebaren,gieten,1,23_1
none,1.0,vrouw,gebaren,barbie,1,23_1
none,1.0,bliksem,gebaren,instorten,1,23_1
none,1.0,sterk,gebaren,sterk,1,23_1
none,1.0,kauwen,gebaren,eten,1,23_1
none,1.0,vallen,gebaren,bang,1,23_1
none,1.0,geven,gebaren,geven,1,23_1
none,1.0,weten,gebaren,slim,1,23_1
practice,0.0,klok,gebaren,klok,2,23_2
practice,0.0,juichen,gebaren,juichen,2,23_2
none,0.0,boos,gebaren,boef,2,23_2
none,0.0,boos,gebaren,boos,2,23_2
none,0.0,vogel,gebaren,vliegen,2,23_2
none,0.0,vogel,gebaren,vogel,2,23_2
none,0.0,bitter,gebaren,vies,2,23_2
none,0.0,bitter,gebaren,vies eten,2,23_2
none,0.0,bitter,gebaren,bitter,2,23_2
none,0.0,koud,gebaren,koud,2,23_2
none,0.0,luidruchtig,gebaren,box,2,23_2
none,0.0,luidruchtig,gebaren,muziek,2,23_2
none,0.0,luidruchtig,gebaren,schreeuwen,2,23_2
none,0.0,misschien,gebaren,twijfelen,2,23_2
none,0.0,misschien,gebaren,keuze,2,23_2
none,0.0,misschien,gebaren,raden,2,23_2
none,0.0,zout,gebaren,suikerspin,2,23_2
none,0.0,zout,gebaren,snoep,2,23_2
none,0.0,zout,gebaren,zout,2,23_2
practice,1.0,eend,gebaren,kip,2,23_2
practice,1.0,eend,gebaren,eend,2,23_2
practice,1.0,glimlach,gebaren,lach,2,23_2
practice,1.0,glimlach,gebaren,kaken,2,23_2
practice,1.0,glimlach,gebaren,lachen,2,23_2
none,1.0,groot,gebaren,lang,2,23_2
none,1.0,groot,gebaren,hoog,2,23_2
none,1.0,groot,gebaren,groot,2,23_2
none,1.0,snel,gebaren,snel,2,23_2
none,1.0,hoog,gebaren,hoog,2,23_2
none,1.0,ademen,gebaren,ademen,2,23_2
none,1.0,grommen,gebaren,grommen,2,23_2
none,1.0,springen,gebaren,springen,2,23_2
none,1.0,likken,gebaren,likken,2,23_2
practice,0.0,fiets,geluiden,bel,2,23_2
practice,0.0,fiets,geluiden,fietsbel,2,23_2
practice,0.0,fiets,geluiden,alarm,2,23_2
practice,0.0,telefoon,geluiden,beltoon,2,23_2
practice,0.0,telefoon,geluiden,telefoon,2,23_2
none,0.0,kat,geluiden,kat,2,23_2
none,0.0,walgen,geluiden,kotsen,2,23_2
none,0.0,walgen,geluiden,vies,2,23_2
none,0.0,walgen,geluiden,walgen,2,23_2
none,0.0,berg,geluiden,golven,2,23_2
none,0.0,berg,geluiden,surfen,2,23_2
none,0.0,berg,geluiden,walvis,2,23_2
none,0.0,verdrietig,geluiden,huilen,2,23_2
none,0.0,verdrietig,geluiden,balen,2,23_2
none,0.0,verdrietig,geluiden,verdriet,2,23_2
none,0.0,stil,geluiden,stil,2,23_2
none,0.0,slaan,geluiden,slaan,2,23_2
none,0.0,lopen,geluiden,lui,2,23_2
none,0.0,lopen,geluiden,niksen,2,23_2
none,0.0,lopen,geluiden,buiten,2,23_2
practice,1.0,vliegtuig,geluiden,leeglopen,2,23_2
practice,1.0,vliegtuig,geluiden,neerstorten,2,23_2
practice,1.0,vliegtuig,geluiden,aardbeving,2,23_2
practice,1.0,zwaaien,geluiden,knikken,2,23_2
practice,1.0,zwaaien,geluiden,lekker,2,23_2
practice,1.0,zwaaien,geluiden,goed,2,23_2
none,1.0,kind,geluiden,baby,2,23_2
none,1.0,kind,geluiden,troosten,2,23_2
none,1.0,kind,geluiden,zeuren,2,23_2
none,1.0,ei,geluiden,nootje,2,23_2
none,1.0,ei,geluiden,ei,2,23_2
none,1.0,vis,geluiden,zwemmen,2,23_2
none,1.0,vis,geluiden,ijsje,2,23_2
none,1.0,vis,geluiden,eten,2,23_2
none,1.0,heet,geluiden,zuchten,2,23_2
none,1.0,heet,geluiden,uitgeput,2,23_2
none,1.0,heet,geluiden,opgelucht,2,23_2
none,1.0,niet,geluiden,afkeuren,2,23_2
none,1.0,niet,geluiden,nee,2,23_2
none,1.0,niet,geluiden,oneens,2,23_2
none,1.0,verbranden,geluiden,verbrand,2,23_2
none,1.0,ruiken,geluiden,zuchten,2,23_2
none,1.0,ruiken,geluiden,blij,2,23_2
none,1.0,ruiken,geluiden,geur,2,23_2
practice,0.0,sneeuw,combinatie,sneeuw,2,23_2
practice,0.0,geheim,combinatie,stil,2,23_2
practice,0.0,geheim,combinatie,juffrouw,2,23_2
practice,0.0,geheim,combinatie,optreden,2,23_2
none,0.0,hond,combinatie,hond,2,23_2
none,0.0,zuur,combinatie,shotje,2,23_2
none,0.0,zuur,combinatie,zuur,2,23_2
none,0.0,bijten,combinatie,happen,2,23_2
none,0.0,bijten,combinatie,kauwen,2,23_2
none,0.0,bijten,combinatie,bijten,2,23_2
none,0.0,kruipen,combinatie,paard,2,23_2
none,0.0,kruipen,combinatie,schaap,2,23_2
none,0.0,kruipen,combinatie,lam,2,23_2
none,0.0,drinken,combinatie,drinken,2,23_2
none,0.0,eten,combinatie,eten,2,23_2
none,0.0,lachen,combinatie,lachen,2,23_2
practice,1.0,zingen,combinatie,zingen,2,23_2
practice,1.0,bal,combinatie,werpen,2,23_2
practice,1.0,bal,combinatie,bal,2,23_2
none,1.0,vlieg,combinatie,vogel,2,23_2
none,1.0,vlieg,combinatie,bij,2,23_2
none,1.0,vlieg,combinatie,mug,2,23_2
none,1.0,zwaar,combinatie,zwaar,2,23_2
none,1.0,man,combinatie,piemel,2,23_2
none,1.0,man,combinatie,man,2,23_2
none,1.0,regen,combinatie,hagel,2,23_2
none,1.0,regen,combinatie,regen,2,23_2
none,1.0,slang,combinatie,slang,2,23_2
none,1.0,onweer,combinatie,bom,2,23_2
none,1.0,onweer,combinatie,storm,2,23_2
none,1.0,onweer,combinatie,onweer,2,23_2
none,1.0,vangen,combinatie,vangen,2,23_2
practice,0.0,dansen,geluiden,zingen,1,24_1
practice,0.0,leeg,geluiden,wind,1,24_1
none,0.0,groot,geluiden,nadenken,1,24_1
none,0.0,kind,geluiden,zingen,1,24_1
none,0.0,snel,geluiden,vuurwerk,1,24_1
none,0.0,vuur,geluiden,schieten,1,24_1
none,0.0,zout,geluiden,vis,1,24_1
none,0.0,zuur,geluiden,afkeur,1,24_1
none,0.0,onweer,geluiden,papier,1,24_1
practice,1.0,olifant,geluiden,wind,1,24_1
practice,1.0,bloem,geluiden,hoogte,1,24_1
none,1.0,koud,geluiden,koud,1,24_1
none,1.0,ei,geluiden,pot,1,24_1
none,1.0,vliegen,geluiden,glijbaan,1,24_1
none,1.0,grommen,geluiden,beer,1,24_1
none,1.0,horen,geluiden,fluisteren,1,24_1
none,1.0,lachen,geluiden,lachen,1,24_1
none,1.0,wind,geluiden,wind,1,24_1
practice,0.0,koken,gebaren,snijden,1,24_1
practice,0.0,gek,gebaren,clown,1,24_1
none,0.0,dood,gebaren,dood,1,24_1
none,0.0,vlieg,gebaren,vliegen,1,24_1
none,0.0,man,gebaren,dik,1,24_1
none,0.0,sterk,gebaren,sterk,1,24_1
none,0.0,vallen,gebaren,vallen,1,24_1
none,0.0,vechten,gebaren,vechten,1,24_1
none,0.0,gooien,gebaren,gooien,1,24_1
practice,1.0,snijden,gebaren,snijden,1,24_1
practice,1.0,knippen,gebaren,knippen,1,24_1
none,1.0,vrouw,gebaren,vrouw,1,24_1
none,1.0,vis,gebaren,vis,1,24_1
none,1.0,goed,gebaren,blij,1,24_1
none,1.0,niet,gebaren,fout,1,24_1
none,1.0,klein,gebaren,klein,1,24_1
none,1.0,ademen,gebaren,ademen,1,24_1
none,1.0,zwemmen,gebaren,zwemmen,1,24_1
practice,0.0,haasten,combinatie,rennen,1,24_1
practice,0.0,rijk,combinatie,geld,1,24_1
none,0.0,boos,combinatie,boos,1,24_1
none,0.0,zoemen,combinatie,dansen,1,24_1
none,0.0,scherp,combinatie,eten,1,24_1
none,0.0,zoet,combinatie,eten,1,24_1
none,0.0,staart,combinatie,hond,1,24_1
none,0.0,verbranden,combinatie,schrijven,1,24_1
none,0.0,kauwen,combinatie,kauwen,1,24_1
practice,1.0,auto,combinatie,rijden,1,24_1
practice,1.0,comfortabel,combinatie,knuffelen,1,24_1
none,1.0,vogel,combinatie,vogel,1,24_1
none,1.0,oud,combinatie,oma,1,24_1
none,1.0,regen,combinatie,regen,1,24_1
none,1.0,bijten,combinatie,bijten,1,24_1
none,1.0,huilen,combinatie,baby,1,24_1
none,1.0,drinken,combinatie,drinken,1,24_1
none,1.0,rennen,combinatie,rennen,1,24_1
practice,0.0,zingen,geluiden,blij,2,24_2
practice,0.0,zingen,geluiden,zingen,2,24_2
practice,0.0,bal,geluiden,schieten,2,24_2
practice,0.0,bal,geluiden,geweer,2,24_2
practice,0.0,bal,geluiden,kogel,2,24_2
none,0.0,walgen,geluiden,leeuw,2,24_2
none,0.0,ver,geluiden,vuurwerk,2,24_2
none,0.0,ver,geluiden,vliegtuig,2,24_2
none,0.0,ver,geluiden,vliegen,2,24_2
none,0.0,zwaar,geluiden,vermoeid,2,24_2
none,0.0,zwaar,geluiden,opgelucht,2,24_2
none,0.0,zwaar,geluiden,geirriteerd,2,24_2
none,0.0,luidruchtig,geluiden,zingen,2,24_2
none,0.0,luidruchtig,geluiden,praten,2,24_2
none,0.0,luidruchtig,geluiden,ruzie,2,24_2
none,0.0,geur,geluiden,vragen,2,24_2
none,0.0,geur,geluiden,genot,2,24_2
none,0.0,geur,geluiden,comfortabel,2,24_2
none,0.0,langzaam,geluiden,trein,2,24_2
none,0.0,langzaam,geluiden,snijden,2,24_2
none,0.0,langzaam,geluiden,lopen,2,24_2
none,0.0,slapen,geluiden,slapen,2,24_2
practice,1.0,juichen,geluiden,blij,2,24_2
practice,1.0,juichen,geluiden,winnen,2,24_2
practice,1.0,juichen,geluiden,vreugde,2,24_2
practice,1.0,klok,geluiden,klok,2,24_2
none,1.0,bitter,geluiden,schaap,2,24_2
none,1.0,bitter,geluiden,vies,2,24_2
none,1.0,bitter,geluiden,stank,2,24_2
none,1.0,misschien,geluiden,bij,2,24_2
none,1.0,misschien,geluiden,nieuwsgierig,2,24_2
none,1.0,misschien,geluiden,moe,2,24_2
none,1.0,verdrietig,geluiden,dieren,2,24_2
none,1.0,verdrietig,geluiden,stank,2,24_2
none,1.0,verdrietig,geluiden,baby,2,24_2
none,1.0,bang,geluiden,gillen,2,24_2
none,1.0,bang,geluiden,paniek,2,24_2
none,1.0,bang,geluiden,heet,2,24_2
none,1.0,kruipen,geluiden,snijden,2,24_2
none,1.0,kruipen,geluiden,knippen,2,24_2
none,1.0,kruipen,geluiden,trein,2,24_2
none,1.0,slaan,geluiden,knal,2,24_2
none,1.0,slaan,geluiden,vallen,2,24_2
none,1.0,slaan,geluiden,slaan,2,24_2
none,1.0,fluisteren,geluiden,vliegen,2,24_2
none,1.0,fluisteren,geluiden,wind,2,24_2
none,1.0,fluisteren,geluiden,vuur,2,24_2
practice,0.0,telefoon,gebaren,muziek,2,24_2
practice,0.0,telefoon,gebaren,koptelefoon,2,24_2
practice,0.0,telefoon,gebaren,bellen,2,24_2
practice,0.0,eend,gebaren,kip,2,24_2
practice,0.0,eend,gebaren,eend,2,24_2
none,0.0,hond,gebaren,kat,2,24_2
none,0.0,hond,gebaren,hond,2,24_2
none,0.0,stil,gebaren,stilte,2,24_2
none,0.0,stil,gebaren,stil,2,24_2
none,0.0,slang,gebaren,rivier,2,24_2
none,0.0,slang,gebaren,vis,2,24_2
none,0.0,slang,gebaren,meer,2,24_2
none,0.0,piepen,gebaren,vis,2,24_2
none,0.0,piepen,gebaren,vissen,2,24_2
none,0.0,piepen,gebaren,bal,2,24_2
none,0.0,eten,gebaren,eten,2,24_2
none,0.0,weten,gebaren,idee,2,24_2
none,0.0,weten,gebaren,slim,2,24_2
none,0.0,weten,gebaren,inzicht,2,24_2
none,0.0,water,gebaren,drinken,2,24_2
none,0.0,water,gebaren,beker,2,24_2
none,0.0,water,gebaren,thee,2,24_2
practice,1.0,geheim,gebaren,roddelen,2,24_2
practice,1.0,geheim,gebaren,geheim,2,24_2
practice,1.0,zwaaien,gebaren,zwaaien,2,24_2
none,1.0,blij,gebaren,glimlach,2,24_2
none,1.0,blij,gebaren,blij,2,24_2
none,1.0,heet,gebaren,warm,2,24_2
none,1.0,heet,gebaren,zweten,2,24_2
none,1.0,heet,gebaren,zomer,2,24_2
none,1.0,springen,gebaren,enthousiast,2,24_2
none,1.0,springen,gebaren,springen,2,24_2
none,1.0,likken,gebaren,likken,2,24_2
none,1.0,ruiken,gebaren,ruiken,2,24_2
none,1.0,staan,gebaren,staan,2,24_2
none,1.0,lopen,gebaren,rennen,2,24_2
none,1.0,lopen,gebaren,joggen,2,24_2
none,1.0,lopen,gebaren,hardlopen,2,24_2
practice,0.0,glimlach,combinatie,blij,2,24_2
practice,0.0,glimlach,combinatie,glimlach,2,24_2
practice,0.0,fiets,combinatie,fietsen,2,24_2
practice,0.0,fiets,combinatie,wielrenner,2,24_2
practice,0.0,fiets,combinatie,roeien,2,24_2
none,0.0,bliksem,combinatie,raket,2,24_2
none,0.0,bliksem,combinatie,meteor,2,24_2
none,0.0,bliksem,combinatie,bom,2,24_2
none,0.0,ziek,combinatie,ziek,2,24_2
none,0.0,blazen,combinatie,wind,2,24_2
none,0.0,blazen,combinatie,ademhalen,2,24_2
none,0.0,blazen,combinatie,blazen,2,24_2
none,0.0,geven,combinatie,overgeven,2,24_2
none,0.0,geven,combinatie,geven,2,24_2
none,0.0,jagen,combinatie,oorlog,2,24_2
none,0.0,jagen,combinatie,schieten,2,24_2
none,0.0,jagen,combinatie,scheppen,2,24_2
none,0.0,zuigen,combinatie,slurpen,2,24_2
none,0.0,zuigen,combinatie,ijsje,2,24_2
none,0.0,zuigen,combinatie,zuigen,2,24_2
none,0.0,kotsen,combinatie,overgeven,2,24_2
none,0.0,kotsen,combinatie,braken,2,24_2
practice,1.0,vliegtuig,combinatie,vliegtuig,2,24_2
practice,1.0,sneeuw,combinatie,regen,2,24_2
practice,1.0,sneeuw,combinatie,sneeuw,2,24_2
none,1.0,ik,combinatie,ik,2,24_2
none,1.0,kat,combinatie,kat,2,24_2
none,1.0,hoog,combinatie,hoog,2,24_2
none,1.0,hoorn,combinatie,konijn,2,24_2
none,1.0,hoorn,combinatie,wesp,2,24_2
none,1.0,hoorn,combinatie,bij,2,24_2
none,1.0,berg,combinatie,berg,2,24_2
none,1.0,dik,combinatie,zwanger,2,24_2
none,1.0,dik,combinatie,dik,2,24_2
none,1.0,vangen,combinatie,raket,2,24_2
none,1.0,vangen,combinatie,gooien,2,24_2
none,1.0,vangen,combinatie,pot,2,24_2
practice,0.0,rijk,combinatie,geld,1,25_1
practice,0.0,haasten,combinatie,rennen,1,25_1
none,0.0,ei,combinatie,eten,1,25_1
none,0.0,berg,combinatie,bergen,1,25_1
none,0.0,regen,combinatie,regen,1,25_1
none,0.0,zoet,combinatie,lekker,1,25_1
none,0.0,bijten,combinatie,bijten,1,25_1
none,0.0,vechten,combinatie,boksen,1,25_1
none,0.0,jagen,combinatie,schieten,1,25_1
practice,1.0,auto,combinatie,racen,1,25_1
practice,1.0,olifant,combinatie,olifant,1,25_1
none,1.0,hond,combinatie,hond,1,25_1
none,1.0,luidruchtig,combinatie,waterspuwer,1,25_1
none,1.0,niet,combinatie,afkeuren,1,25_1
none,1.0,sterk,combinatie,spierbal,1,25_1
none,1.0,kruipen,combinatie,sluipen,1,25_1
none,1.0,weten,combinatie,nadenken,1,25_1
none,1.0,lachen,combinatie,lachen,1,25_1
practice,0.0,comfortabel,gebaren,rusten,1,25_1
practice,0.0,bloem,gebaren,bloemen,1,25_1
none,0.0,vlieg,gebaren,scherf,1,25_1
none,0.0,zwaar,gebaren,tillen,1,25_1
none,0.0,hoorn,gebaren,muziekinstrument,1,25_1
none,0.0,heet,gebaren,zon,1,25_1
none,0.0,stil,gebaren,stil,1,25_1
none,0.0,verbranden,gebaren,verbranden,1,25_1
none,0.0,huilen,gebaren,verdrietig,1,25_1
practice,1.0,koken,gebaren,pannenkoeken bakken,1,25_1
practice,1.0,snijden,gebaren,snijden,1,25_1
none,1.0,ik,gebaren,jezelf,1,25_1
none,1.0,snel,gebaren,rennen,1,25_1
none,1.0,vrouw,gebaren,lichaam,1,25_1
none,1.0,misschien,gebaren,chillen,1,25_1
none,1.0,zuur,gebaren,vies,1,25_1
none,1.0,drinken,gebaren,drinken,1,25_1
none,1.0,springen,gebaren,springen,1,25_1
practice,0.0,leeg,geluiden,blazen,1,25_1
practice,0.0,dansen,geluiden,zingen,1,25_1
none,0.0,zoemen,geluiden,bij,1,25_1
none,0.0,scherp,geluiden,kassa,1,25_1
none,0.0,klein,geluiden,denken,1,25_1
none,0.0,piepen,geluiden,lachen,1,25_1
none,0.0,dik,geluiden,lekker,1,25_1
none,0.0,geven,geluiden,misschien,1,25_1
none,0.0,zuigen,geluiden,slurpen,1,25_1
practice,1.0,gek,geluiden,twijfelen,1,25_1
practice,1.0,knippen,geluiden,proeven,1,25_1
none,1.0,boos,geluiden,boosheid,1,25_1
none,1.0,groot,geluiden,verbazing,1,25_1
none,1.0,slang,geluiden,slang,1,25_1
none,1.0,slaan,geluiden,pijn,1,25_1
none,1.0,zwemmen,geluiden,watet,1,25_1
none,1.0,gooien,geluiden,opstijgen,1,25_1
none,1.0,lopen,geluiden,wandelen,1,25_1
practice,0.0,klok,combinatie,klok,2,25_2
practice,0.0,eend,combinatie,verdrietig,2,25_2
practice,0.0,eend,combinatie,eend,2,25_2
none,0.0,bitter,combinatie,vies,2,25_2
none,0.0,bitter,combinatie,smaak,2,25_2
none,0.0,bitter,combinatie,matig,2,25_2
none,0.0,hoog,combinatie,hoog,2,25_2
none,0.0,geur,combinatie,geur,2,25_2
none,0.0,oud,combinatie,oud,2,25_2
none,0.0,likken,combinatie,ijs,2,25_2
none,0.0,likken,combinatie,likken,2,25_2
none,0.0,ruiken,combinatie,ruiken,2,25_2
none,0.0,kotsen,combinatie,overgeven,2,25_2
none,0.0,kotsen,combinatie,kotsen,2,25_2
practice,1.0,vliegtuig,combinatie,vliegtuig,2,25_2
practice,1.0,fiets,combinatie,fietsen,2,25_2
practice,1.0,fiets,combinatie,fiets,2,25_2
none,1.0,vogel,combinatie,meeuw,2,25_2
none,1.0,vogel,combinatie,vogel,2,25_2
none,1.0,ver,combinatie,gooien,2,25_2
none,1.0,ver,combinatie,geirriteerd,2,25_2
none,1.0,ver,combinatie,onaardig,2,25_2
none,1.0,bliksem,combinatie,onweer,2,25_2
none,1.0,bliksem,combinatie,bliksem,2,25_2
none,1.0,verdrietig,combinatie,tranen,2,25_2
none,1.0,verdrietig,combinatie,huilen,2,25_2
none,1.0,verdrietig,combinatie,verdriet,2,25_2
none,1.0,rennen,combinatie,rennen,2,25_2
none,1.0,slapen,combinatie,snurken,2,25_2
none,1.0,slapen,combinatie,slapen,2,25_2
none,1.0,fluisteren,combinatie,fluisteren,2,25_2
practice,0.0,juichen,gebaren,juichen,2,25_2
