"trial_order","dyad","participant_dyad","participant_ID","exp_part","modality","expressibility_dutch","concept","correction","guess_binary","cosine_similarity","stimulus","answer","SemanticSubcat","sessionID"
14,2,1,42,1,"gesture",0.577545048933384,"far",0,0,0.158,"ver","wijzen","spatial","2_1"
15,2,1,42,1,"gesture",0.329523830267451,"squeak",0,0,0.158,"piepen","muis","auditory","2_1"
16,2,1,42,1,"gesture",0.747603541088915,"to catch",0,1,1,"vangen","vangen","manual","2_1"
17,2,1,42,1,"gesture",0.833642786833868,"to fly",0,1,1,"vliegen","vliegen","locomotion","2_1"
18,2,1,42,1,"gesture",0.757301371697859,"to lick",0,0,0.178,"likken","ijsje","gustatory","2_1"
21,2,0,41,1,"vocal",0.325215717417947,"fire",0,0,0.178,"vuur","wind","object","2_1"
22,2,0,41,1,"vocal",0.289772587287242,"sharp",0,0,-0.011,"scherp","electriciteit","haptic","2_1"
23,2,0,41,1,"vocal",0.407214738448983,"to fall",0,1,1,"vallen","vallen","locomotion","2_1"
24,2,0,41,1,"vocal",0.336019187014838,"to run",0,0,0.057,"rennen","vermoeidheid","locomotion","2_1"
25,2,0,41,1,"vocal",0.50270369735164,"to smell",0,1,1,"ruiken","ruiken","olfactory","2_1"
26,2,0,41,1,"vocal",0.32044193552744,"to throw",0,0,0.245,"gooien","falen","manual","2_1"
27,2,0,41,1,"vocal",0.500621316131559,"water",0,0,0.363,"water","druppels","environment","2_1"
30,2,1,42,1,"vocal",0.615450673796237,"bird",0,0,-0.047,"vogel","berichtje","animal","2_1"
31,2,1,42,1,"vocal",0.587862264905011,"loud",0,0,0.055,"luidruchtig","overgeven","auditory","2_1"
32,2,1,42,1,"vocal",0.292221991868001,"mountain",0,0,0.046,"berg","verbazing","environment","2_1"
33,2,1,42,1,"vocal",0.408761111306824,"strong",0,0,0.004,"sterk","eten","animate","2_1"
34,2,1,42,1,"vocal",0.246745380421205,"sweet",0,0,0.171,"zoet","proeven","gustatory","2_1"
35,2,1,42,1,"vocal",0.735692139606025,"to sleep",0,1,1,"slapen","slapen","survival","2_1"
36,2,1,42,1,"vocal",0.319057764809126,"to walk",0,0,0.171,"lopen","zingen","locomotion","2_1"
39,2,0,41,1,"combined",0.647930328473485,"buzz",0,0,0.165,"zoemen","bij","auditory","2_1"
40,2,0,41,1,"combined",0.782999080138815,"cat",0,1,1,"kat","kat","animal","2_1"
41,2,0,41,1,"combined",0.680855320383285,"heavy",0,0,0.125,"zwaar","tillen","quantity","2_1"
42,2,0,41,1,"combined",0.758043579817488,"scared",0,1,1,"bang","bang","valence","2_1"
43,2,0,41,1,"combined",0.780811330443828,"to bite",0,0,0.698,"bijten","knagen","vocal_oral","2_1"
44,2,0,41,1,"combined",0.65119202306575,"to give",0,1,1,"geven","geven","manual","2_1"
45,2,0,41,1,"combined",0.852786166779168,"to laugh",0,0,0.547,"lachen","grappig","vocal_oral","2_1"
48,2,1,42,1,"combined",0.409843169892478,"bitter",0,0,0.417,"bitter","vies","gustatory","2_1"
49,2,1,42,1,"combined",0.687562055559869,"good",0,1,1,"goed","goed","valence","2_1"
50,2,1,42,1,"combined",0.820863352178508,"silent",0,0,0.792,"stil","stilte","auditory","2_1"
51,2,1,42,1,"combined",0.697044299048591,"slow",0,0,-0.082,"langzaam","verspringen","manner","2_1"
52,2,1,42,1,"combined",0.770642312607539,"thick",0,1,1,"dik","dik","quantity","2_1"
53,2,1,42,1,"combined",0.771810542050373,"to blow",0,1,1,"blazen","blazen","vocal_oral","2_1"
54,2,1,42,1,"combined",0.820194675119722,"to fight",0,0,0.547,"vechten","boksen","survival","2_1"
5,2,0,41,2,"combined",0.595086558643404,"child",0,0,0.029,"kind","wandelen","social","2_2"
6,2,0,41,2,"combined",0.595086558643404,"child",1,0,0.177,"kind","spelen","social","2_2"
7,2,0,41,2,"combined",0.595086558643404,"child",2,0,0.03,"kind","krimpen","social","2_2"
8,2,0,41,2,"combined",0.734358077385097,"dead",0,0,0.686,"dood","doodgaan","animate","2_2"
9,2,0,41,2,"combined",0.734358077385097,"dead",1,0,0.133,"dood","hangen","animate","2_2"
10,2,0,41,2,"combined",0.734358077385097,"dead",2,0,0.492,"dood","moord","animate","2_2"
11,2,0,41,2,"combined",0.741024648680267,"fish",0,0,0.433,"vis","zwemmen","animal","2_2"
12,2,0,41,2,"combined",0.741024648680267,"fish",1,0,0.265,"vis","duiken","animal","2_2"
13,2,0,41,2,"combined",0.741024648680267,"fish",2,1,1,"vis","vis","animal","2_2"
14,2,0,41,2,"combined",0.523817227867007,"horn",0,0,0.08,"hoorn","brein","other","2_2"
15,2,0,41,2,"combined",0.523817227867007,"horn",1,0,0.033,"hoorn","konijnenoor","other","2_2"
16,2,0,41,2,"combined",0.523817227867007,"horn",2,1,1,"hoorn","hoorn","other","2_2"
17,2,0,41,2,"combined",0.785049622345663,"hot",0,1,1,"heet","heet","temperature","2_2"
18,2,0,41,2,"combined",0.613189302838734,"tail",0,1,1,"staart","staart","quantity","2_2"
19,2,0,41,2,"combined",0.808464019729012,"to swim",0,1,1,"zwemmen","zwemmen","locomotion","2_2"
22,2,1,42,2,"combined",0.797175441371254,"happy",0,0,0.09,"blij","herkenning","valence","2_2"
23,2,1,42,2,"combined",0.797175441371254,"happy",1,0,0.112,"blij","toestemming","valence","2_2"
24,2,1,42,2,"combined",0.797175441371254,"happy",2,1,1,"blij","blij","valence","2_2"
25,2,1,42,2,"combined",0.749105900955685,"high",0,0,0.154,"hoog","lucht","auditory","2_2"
26,2,1,42,2,"combined",0.749105900955685,"high",1,0,0.185,"hoog","hemel","auditory","2_2"
27,2,1,42,2,"combined",0.749105900955685,"high",2,0,0.506,"hoog","boven","auditory","2_2"
28,2,1,42,2,"combined",0.599769001504526,"maybe",0,0,0.132,"misschien","vraag","logical","2_2"
29,2,1,42,2,"combined",0.599769001504526,"maybe",1,0,-0.005,"misschien","onraad","logical","2_2"
30,2,1,42,2,"combined",0.599769001504526,"maybe",2,0,0.029,"misschien","verbazing","logical","2_2"
31,2,1,42,2,"combined",0.786001237160513,"to crawl",0,1,1,"kruipen","kruipen","locomotion","2_2"
32,2,1,42,2,"combined",0.83134459155959,"to cry",0,1,1,"huilen","huilen","vocal_oral","2_2"
33,2,1,42,2,"combined",0.740356572783746,"to hear",0,0,0.626,"horen","luisteren","auditory","2_2"
34,2,1,42,2,"combined",0.740356572783746,"to hear",1,0,0.448,"horen","afluisteren","auditory","2_2"
35,2,1,42,2,"combined",0.740356572783746,"to hear",2,1,1,"horen","horen","auditory","2_2"
36,2,1,42,2,"combined",0.671311406311871,"to suck",0,0,0.49,"zuigen","inademen","vocal_oral","2_2"
37,2,1,42,2,"combined",0.671311406311871,"to suck",1,1,1,"zuigen","zuigen","vocal_oral","2_2"
42,2,0,41,2,"vocal",0.422189612157541,"male",0,0,0.046,"man","mompelen","animate","2_2"
43,2,0,41,2,"vocal",0.422189612157541,"male",1,0,0.037,"man","onderbreken","animate","2_2"
44,2,0,41,2,"vocal",0.422189612157541,"male",2,0,0.038,"man","zingen","animate","2_2"
45,2,0,41,2,"vocal",0.746777577338304,"sad",0,1,1,"verdrietig","verdrietig","valence","2_2"
46,2,0,41,2,"vocal",0.751462893836329,"to growl",0,1,1,"grommen","grommen","vocal_oral","2_2"
47,2,0,41,2,"vocal",0.582960821716634,"to hit",0,1,1,"slaan","slaan","manual","2_2"
48,2,0,41,2,"vocal",0.343503131163236,"to jump",0,0,0.562,"springen","stuiteren","locomotion","2_2"
49,2,0,41,2,"vocal",0.343503131163236,"to jump",1,0,0.519,"springen","vallen","locomotion","2_2"
50,2,0,41,2,"vocal",0.343503131163236,"to jump",2,0,0.415,"springen","trampoline","locomotion","2_2"
51,2,0,41,2,"vocal",0.318111108747142,"to stand",0,0,0.378,"staan","vallen","locomotion","2_2"
52,2,0,41,2,"vocal",0.318111108747142,"to stand",1,0,0.267,"staan","opstijgen","locomotion","2_2"
53,2,0,41,2,"vocal",0.318111108747142,"to stand",2,0,0.507,"staan","opstaan","locomotion","2_2"
54,2,0,41,2,"vocal",0.703341393070909,"to whisper",0,1,1,"fluisteren","fluisteren","auditory","2_2"
61,2,1,42,2,"vocal",0.742980107622976,"angry",0,1,1,"boos","boos","valence","2_2"
62,2,1,42,2,"vocal",0.56695234249888,"fly",0,0,0.185,"vlieg","zoemen","animal","2_2"
63,2,1,42,2,"vocal",0.56695234249888,"fly",1,0,0.484,"vlieg","mug","animal","2_2"
64,2,1,42,2,"vocal",0.56695234249888,"fly",2,1,1,"vlieg","vlieg","animal","2_2"
65,2,1,42,2,"vocal",0.548898090158061,"sick",0,0,0.322,"ziek","hoesten","animate","2_2"
66,2,1,42,2,"vocal",0.548898090158061,"sick",1,0,0.24,"ziek","overgeven","animate","2_2"
67,2,1,42,2,"vocal",0.548898090158061,"sick",2,0,0.253,"ziek","kokhalzen","animate","2_2"
68,2,1,42,2,"vocal",0.367189286077145,"to burn",0,0,0.073,"verbranden","motor","other","2_2"
69,2,1,42,2,"vocal",0.367189286077145,"to burn",1,0,0.075,"verbranden","struikelen","other","2_2"
70,2,1,42,2,"vocal",0.367189286077145,"to burn",2,0,0.088,"verbranden","schrikken","other","2_2"
71,2,1,42,2,"vocal",0.657074938645804,"to drink",0,1,1,"drinken","drinken","vocal_oral","2_2"
72,2,1,42,2,"vocal",0.672077057888257,"to eat",0,1,1,"eten","eten","vocal_oral","2_2"
73,2,1,42,2,"vocal",0.79853309737283,"to vomit",0,1,1,"kotsen","kotsen","gustatory","2_2"
78,2,0,41,2,"gesture",0.847021849271004,"cold",0,1,1,"koud","koud","temperature","2_2"
79,2,0,41,2,"gesture",0.584517923117511,"disgusted",0,0,0.354,"walgen","vies","valence","2_2"
80,2,0,41,2,"gesture",0.584517923117511,"disgusted",1,0,0.456,"walgen","kokhalzen","valence","2_2"
81,2,0,41,2,"gesture",0.584517923117511,"disgusted",2,0,0.397,"walgen","stinken","valence","2_2"
82,2,0,41,2,"gesture",0.702295683196924,"dog",0,0,0.311,"hond","aaien","animal","2_2"
83,2,0,41,2,"gesture",0.702295683196924,"dog",1,0,0.837,"hond","huisdier","animal","2_2"
84,2,0,41,2,"gesture",0.702295683196924,"dog",2,1,1,"hond","hond","animal","2_2"
85,2,0,41,2,"gesture",0.714505262077287,"fast",0,0,0.142,"snel","afslaan","manner","2_2"
86,2,0,41,2,"gesture",0.714505262077287,"fast",1,1,1,"snel","snel","manner","2_2"
87,2,0,41,2,"gesture",0.525289002863704,"lightning",0,0,0.691,"bliksem","onweer","environment","2_2"
88,2,0,41,2,"gesture",0.525289002863704,"lightning",1,1,1,"bliksem","bliksem","environment","2_2"
89,2,0,41,2,"gesture",0.28573045256734,"salt",0,1,1,"zout","zout","gustatory","2_2"
90,2,0,41,2,"gesture",0.506590701964198,"to know",0,0,0.212,"weten","slim","cognitive","2_2"
91,2,0,41,2,"gesture",0.506590701964198,"to know",1,0,0.472,"weten","leren","cognitive","2_2"
92,2,0,41,2,"gesture",0.506590701964198,"to know",2,0,0.254,"weten","studeren","cognitive","2_2"
96,2,1,42,2,"gesture",0.546206866167494,"not",0,0,0.198,"niet","afkeuren","logical","2_2"
97,2,1,42,2,"gesture",0.546206866167494,"not",1,0,0.259,"niet","verbieden","logical","2_2"
98,2,1,42,2,"gesture",0.546206866167494,"not",2,0,0.26,"niet","ontkennen","logical","2_2"
99,2,1,42,2,"gesture",0.553101281867092,"old",0,1,1,"oud","oud","time","2_2"
100,2,1,42,2,"gesture",0.729078471280972,"rain",0,1,1,"regen","regen","environment","2_2"
101,2,1,42,2,"gesture",0.781560751401395,"to breathe",0,1,1,"ademen","ademen","olfactory","2_2"
102,2,1,42,2,"gesture",0.732601016130094,"to chew",0,1,1,"kauwen","kauwen","gustatory","2_2"
103,2,1,42,2,"gesture",0.63343521888758,"to hunt",0,1,1,"jagen","jagen","survival","2_2"
104,2,1,42,2,"gesture",0.535647636647091,"wind",0,0,0.032,"wind","verdrinken","environment","2_2"
105,2,1,42,2,"gesture",0.535647636647091,"wind",1,0,0.067,"wind","wegspoelen","environment","2_2"
106,2,1,42,2,"gesture",0.535647636647091,"wind",2,0,0.088,"wind","overstroming","environment","2_2"
3,30,0,43,1,"vocal",0.846022321803246,"dog",0,1,1,"hond","hond","animal","30_1"
4,30,0,43,1,"vocal",0.549301947437214,"lightning",0,0,0.135,"bliksem","pistool","environment","30_1"
5,30,0,43,1,"vocal",0.486748744260416,"rain",0,1,1,"regen","regen","environment","30_1"
6,30,0,43,1,"vocal",0.548898090158061,"sick",0,0,0.37,"ziek","kotsen","animate","30_1"
7,30,0,43,1,"vocal",0.451697867828672,"to fly",0,0,0.098,"vliegen","glijbaan","locomotion","30_1"
8,30,0,43,1,"vocal",0.336019187014838,"to run",0,0,0.155,"rennen","vegen","locomotion","30_1"
9,30,0,43,1,"vocal",0.500621316131559,"water",0,0,0.337,"water","regen","environment","30_1"
12,30,1,44,1,"vocal",0.21654433031206,"bitter",0,0,0.133,"bitter","kotsen","gustatory","30_1"
13,30,1,44,1,"vocal",0.664921279040402,"disgusted",0,0,0.352,"walgen","overgeven","valence","30_1"
14,30,1,44,1,"vocal",0.325215717417947,"fire",0,0,0.094,"vuur","tikken","object","30_1"
15,30,1,44,1,"vocal",0.631514571319774,"to bite",0,0,0.397,"bijten","eten","vocal_oral","30_1"
16,30,1,44,1,"vocal",0.713509315277749,"to chew",0,0,0.254,"kauwen","drinken","gustatory","30_1"
17,30,1,44,1,"vocal",0.672077057888257,"to eat",0,1,1,"eten","eten","vocal_oral","30_1"
18,30,1,44,1,"vocal",0.318111108747142,"to stand",0,0,0.11,"staan","dood","locomotion","30_1"
21,30,0,43,1,"gesture",0.796298864905725,"bird",0,0,0.433,"vogel","vliegen","animal","30_1"
22,30,0,43,1,"gesture",0.847021849271004,"cold",0,1,1,"koud","koud","temperature","30_1"
23,30,0,43,1,"gesture",0.546206866167494,"not",0,0,0.237,"niet","stop","logical","30_1"
24,30,0,43,1,"gesture",0.501172040780983,"sharp",0,0,0.293,"scherp","vies","haptic","30_1"
25,30,0,43,1,"gesture",0.842937622085652,"to cry",0,1,1,"huilen","huilen","vocal_oral","30_1"
26,30,0,43,1,"gesture",0.829161424358265,"to laugh",0,1,1,"lachen","lachen","vocal_oral","30_1"
27,30,0,43,1,"gesture",0.641118953574169,"to suck",0,0,0.393,"zuigen","blazen","vocal_oral","30_1"
30,30,1,44,1,"gesture",0.714505262077287,"fast",0,0,0.376,"snel","rennen","manner","30_1"
31,30,1,44,1,"gesture",0.69659625199764,"fish",0,0,0.433,"vis","zwemmen","animal","30_1"
32,30,1,44,1,"gesture",0.690424355205965,"good",0,1,1,"goed","goed","valence","30_1"
33,30,1,44,1,"gesture",0.618296512390658,"loud",0,0,0.468,"luidruchtig","schreeuwen","auditory","30_1"
34,30,1,44,1,"gesture",0.816931671134317,"sad",0,1,1,"verdrietig","verdrietig","valence","30_1"
35,30,1,44,1,"gesture",0.397074838511763,"thunder",0,0,0.123,"onweer","boom","environment","30_1"
36,30,1,44,1,"gesture",0.829267273459481,"to swim",0,1,1,"zwemmen","zwemmen","locomotion","30_1"
39,30,0,43,1,"combined",0.647930328473485,"buzz",0,0,0.077,"zoemen","zoeken","auditory","30_1"
40,30,0,43,1,"combined",0.656370403148978,"female",0,0,0.013,"vrouw","zingen","animate","30_1"
41,30,0,43,1,"combined",0.749105900955685,"high",0,1,1,"hoog","hoog","auditory","30_1"
42,30,0,43,1,"combined",0.82173351174681,"strong",0,1,1,"sterk","sterk","animate","30_1"
43,30,0,43,1,"combined",0.771810542050373,"to blow",0,0,0.464,"blazen","wind","vocal_oral","30_1"
44,30,0,43,1,"combined",0.808141386412857,"to breathe",0,0,0.593,"ademen","hijgen","olfactory","30_1"
45,30,0,43,1,"combined",0.820194675119722,"to fight",0,1,1,"vechten","vechten","survival","30_1"
48,30,1,44,1,"combined",0.797175441371254,"happy",0,0,0.347,"blij","lachen","valence","30_1"
49,30,1,44,1,"combined",0.758043579817488,"scared",0,1,1,"bang","bang","valence","30_1"
50,30,1,44,1,"combined",0.543249319540667,"squeak",0,0,0.158,"piepen","muis","auditory","30_1"
51,30,1,44,1,"combined",0.56189613651175,"to burn",0,0,0.097,"verbranden","scherp","other","30_1"
52,30,1,44,1,"combined",0.713962417775868,"to growl",0,0,0.202,"grommen","aap","vocal_oral","30_1"
53,30,1,44,1,"combined",0.814537922310332,"to jump",0,1,1,"springen","springen","locomotion","30_1"
54,30,1,44,1,"combined",0.641802506189562,"wind",0,1,1,"wind","wind","environment","30_1"
7,30,0,43,2,"vocal",0.38282540003767,"heavy",0,0,0.305,"zwaar","vermoeid","quantity","30_2"
8,30,0,43,2,"vocal",0.38282540003767,"heavy",1,1,1,"zwaar","zwaar","quantity","30_2"
9,30,0,43,2,"vocal",0.753476033670045,"silent",0,1,1,"stil","stil","auditory","30_2"
10,30,0,43,2,"vocal",0.293526913460625,"to hear",0,0,0.303,"horen","grommen","auditory","30_2"
11,30,0,43,2,"vocal",0.293526913460625,"to hear",1,0,0.2,"horen","ritselen","auditory","30_2"
12,30,0,43,2,"vocal",0.293526913460625,"to hear",2,0,0.112,"horen","lachen","auditory","30_2"
13,30,0,43,2,"vocal",0.303762958061108,"to hunt",0,0,0.139,"jagen","pistool","survival","30_2"
14,30,0,43,2,"vocal",0.303762958061108,"to hunt",1,0,0.027,"jagen","explosie","survival","30_2"
15,30,0,43,2,"vocal",0.303762958061108,"to hunt",2,0,0.469,"jagen","schieten","survival","30_2"
16,30,0,43,2,"vocal",0.388979878106872,"to know",0,0,0.731,"weten","begrijpen","cognitive","30_2"
17,30,0,43,2,"vocal",0.388979878106872,"to know",1,0,0.075,"weten","lekker","cognitive","30_2"
18,30,0,43,2,"vocal",0.388979878106872,"to know",2,0,0.596,"weten","snappen","cognitive","30_2"
19,30,0,43,2,"vocal",0.735692139606025,"to sleep",0,1,1,"slapen","slapen","survival","30_2"
20,30,0,43,2,"vocal",0.79853309737283,"to vomit",0,0,0.541,"kotsen","walgen","gustatory","30_2"
21,30,0,43,2,"vocal",0.79853309737283,"to vomit",1,0,0.773,"kotsen","overgeven","gustatory","30_2"
27,30,1,44,2,"vocal",0.357741139583888,"I",0,0,0.101,"ik","zingen","social","30_2"
28,30,1,44,2,"vocal",0.357741139583888,"I",1,0,0.196,"ik","toegeven","social","30_2"
29,30,1,44,2,"vocal",0.357741139583888,"I",2,0,0.038,"ik","bevestigen","social","30_2"
30,30,1,44,2,"vocal",0.742980107622976,"angry",0,1,1,"boos","boos","valence","30_2"
31,30,1,44,2,"vocal",0.431409213563599,"child",0,0,0.761,"kind","baby","social","30_2"
32,30,1,44,2,"vocal",0.431409213563599,"child",1,1,1,"kind","kind","social","30_2"
33,30,1,44,2,"vocal",0.49098203287298,"hot",0,0,0.128,"heet","slang","temperature","30_2"
34,30,1,44,2,"vocal",0.49098203287298,"hot",1,0,0.087,"heet","uitgeput","temperature","30_2"
35,30,1,44,2,"vocal",0.369492215989784,"slow",0,0,0.048,"langzaam","zingen","manner","30_2"
36,30,1,44,2,"vocal",0.369492215989784,"slow",1,0,-0.031,"langzaam","klinken","manner","30_2"
37,30,1,44,2,"vocal",0.369492215989784,"slow",2,0,0.119,"langzaam","smoezen","manner","30_2"
38,30,1,44,2,"vocal",0.275959375649482,"to give",0,0,0.044,"geven","vreugde","manual","30_2"
39,30,1,44,2,"vocal",0.275959375649482,"to give",1,0,0.358,"geven","weten","manual","30_2"
40,30,1,44,2,"vocal",0.275959375649482,"to give",2,0,0.37,"geven","begrijpen","manual","30_2"
41,30,1,44,2,"vocal",0.50270369735164,"to smell",0,1,1,"ruiken","ruiken","olfactory","30_2"
45,30,0,43,2,"gesture",0.75757088404005,"big",0,1,1,"groot","groot","quantity","30_2"
46,30,0,43,2,"gesture",0.75602172047801,"dead",0,1,1,"dood","dood","animate","30_2"
47,30,0,43,2,"gesture",0.577545048933384,"far",0,1,1,"ver","ver","spatial","30_2"
48,30,0,43,2,"gesture",0.541237492784099,"horn",0,0,0.408,"hoorn","neushoorn","other","30_2"
49,30,0,43,2,"gesture",0.541237492784099,"horn",1,0,0.241,"hoorn","olifant","other","30_2"
50,30,0,43,2,"gesture",0.541237492784099,"horn",2,0,0.091,"hoorn","neusaap","other","30_2"
51,30,0,43,2,"gesture",0.28573045256734,"salt",0,0,0.246,"zout","koken","gustatory","30_2"
52,30,0,43,2,"gesture",0.28573045256734,"salt",1,0,0.166,"zout","toevoegen","gustatory","30_2"
53,30,0,43,2,"gesture",0.28573045256734,"salt",2,1,1,"zout","zout","gustatory","30_2"
54,30,0,43,2,"gesture",0.743866818263405,"snake",0,0,0.212,"slang","vis","animal","30_2"
55,30,0,43,2,"gesture",0.743866818263405,"snake",1,0,0.241,"slang","haai","animal","30_2"
56,30,0,43,2,"gesture",0.743866818263405,"snake",2,0,0.169,"slang","zwemmen","animal","30_2"
57,30,0,43,2,"gesture",0.828635174388149,"to throw",0,1,1,"gooien","gooien","manual","30_2"
64,30,1,44,2,"gesture",0.71663074651487,"cat",0,0,0.197,"kat","doos","animal","30_2"
65,30,1,44,2,"gesture",0.71663074651487,"cat",1,0,0.066,"kat","sporten","animal","30_2"
66,30,1,44,2,"gesture",0.71663074651487,"cat",2,0,0.274,"kat","olifant","animal","30_2"
67,30,1,44,2,"gesture",0.545621192753626,"egg",0,0,0.337,"ei","koken","object","30_2"
68,30,1,44,2,"gesture",0.545621192753626,"egg",1,0,0.361,"ei","pasta","object","30_2"
69,30,1,44,2,"gesture",0.545621192753626,"egg",2,1,1,"ei","ei","object","30_2"
70,30,1,44,2,"gesture",0.62087766049062,"mountain",0,0,0.123,"berg","huis","environment","30_2"
71,30,1,44,2,"gesture",0.62087766049062,"mountain",1,0,NA,"berg","ski vakante","environment","30_2"
72,30,1,44,2,"gesture",0.62087766049062,"mountain",2,0,0.256,"berg","piste","environment","30_2"
73,30,1,44,2,"gesture",0.553101281867092,"old",0,0,0.598,"oud","bejaarde","time","30_2"
74,30,1,44,2,"gesture",0.553101281867092,"old",1,0,0.654,"oud","bejaarden","time","30_2"
75,30,1,44,2,"gesture",0.553101281867092,"old",2,0,0.207,"oud","dood","time","30_2"
76,30,1,44,2,"gesture",0.258150304252129,"sweet",0,0,0.292,"zoet","eten","gustatory","30_2"
77,30,1,44,2,"gesture",0.258150304252129,"sweet",1,0,0.171,"zoet","proeven","gustatory","30_2"
78,30,1,44,2,"gesture",0.258150304252129,"sweet",2,0,0.274,"zoet","smikkelen","gustatory","30_2"
79,30,1,44,2,"gesture",0.808002011831166,"to crawl",0,1,1,"kruipen","kruipen","locomotion","30_2"
80,30,1,44,2,"gesture",0.757301371697859,"to lick",0,1,1,"likken","likken","gustatory","30_2"
83,30,0,43,2,"combined",0.682424716627464,"fly",0,0,0.412,"vlieg","vogel","animal","30_2"
84,30,0,43,2,"combined",0.682424716627464,"fly",1,0,0.265,"vlieg","kuiken","animal","30_2"
85,30,0,43,2,"combined",0.682424716627464,"fly",2,1,1,"vlieg","vlieg","animal","30_2"
86,30,0,43,2,"combined",0.562319704396451,"male",0,0,0.072,"man","billen","animate","30_2"
87,30,0,43,2,"combined",0.562319704396451,"male",1,0,0.557,"man","jongen","animate","30_2"
88,30,0,43,2,"combined",0.562319704396451,"male",2,1,1,"man","man","animate","30_2"
89,30,0,43,2,"combined",0.599769001504526,"maybe",0,0,0.284,"misschien","twijfelen","logical","30_2"
90,30,0,43,2,"combined",0.599769001504526,"maybe",1,1,1,"misschien","misschien","logical","30_2"
91,30,0,43,2,"combined",0.715821711656047,"to catch",0,1,1,"vangen","vangen","manual","30_2"
92,30,0,43,2,"combined",0.723823542025595,"to fall",0,1,1,"vallen","vallen","locomotion","30_2"
93,30,0,43,2,"combined",0.794014980882957,"to hit",0,1,1,"slaan","slaan","manual","30_2"
94,30,0,43,2,"combined",0.722861375889574,"to whisper",0,1,1,"fluisteren","fluisteren","auditory","30_2"
97,30,1,44,2,"combined",0.665167842854809,"odor",0,0,0.867,"geur","ruiken","olfactory","30_2"
98,30,1,44,2,"combined",0.665167842854809,"odor",1,0,0.351,"geur","inademen","olfactory","30_2"
99,30,1,44,2,"combined",0.665167842854809,"odor",2,0,0.757,"geur","stinken","olfactory","30_2"
100,30,1,44,2,"combined",0.779274600156361,"small",0,1,1,"klein","klein","quantity","30_2"
101,30,1,44,2,"combined",0.577087113295253,"sour",0,0,0.211,"zuur","walgen","gustatory","30_2"
102,30,1,44,2,"combined",0.577087113295253,"sour",1,0,0.358,"zuur","scherp","gustatory","30_2"
103,30,1,44,2,"combined",0.577087113295253,"sour",2,0,0.392,"zuur","pittig","gustatory","30_2"
104,30,1,44,2,"combined",0.613189302838734,"tail",0,1,1,"staart","staart","quantity","30_2"
105,30,1,44,2,"combined",0.613189302838734,"tail",1,0,NA,"staart",NA,"quantity","30_2"
106,30,1,44,2,"combined",0.770642312607539,"thick",0,0,0.148,"dik","zwanger","quantity","30_2"
107,30,1,44,2,"combined",0.770642312607539,"thick",1,0,0.336,"dik","obesitas","quantity","30_2"
108,30,1,44,2,"combined",0.770642312607539,"thick",2,1,1,"dik","dik","quantity","30_2"
109,30,1,44,2,"combined",0.809230111883697,"to drink",0,1,1,"drinken","drinken","vocal_oral","30_2"
110,30,1,44,2,"combined",0.83908076354321,"to walk",0,0,0.751,"lopen","wandelen","locomotion","30_2"
111,30,1,44,2,"combined",0.83908076354321,"to walk",1,1,1,"lopen","lopen","locomotion","30_2"
3,31,0,45,1,"gesture",0.561592930943448,"child",0,0,0.761,"kind","baby","social","31_1"
4,31,0,45,1,"gesture",0.714505262077287,"fast",0,0,0.376,"snel","rennen","manner","31_1"
5,31,0,45,1,"gesture",0.329523830267451,"squeak",0,0,0.04,"piepen","zuur","auditory","31_1"
6,31,0,45,1,"gesture",0.397074838511763,"thunder",0,0,0.243,"onweer","explosie","environment","31_1"
7,31,0,45,1,"gesture",0.814034264937255,"to eat",0,1,1,"eten","eten","vocal_oral","31_1"
8,31,0,45,1,"gesture",0.63343521888758,"to hunt",0,0,0.264,"jagen","boogschieten","survival","31_1"
9,31,0,45,1,"gesture",0.857932288330088,"to sleep",0,1,1,"slapen","slapen","survival","31_1"
12,31,1,46,1,"gesture",0.75602172047801,"dead",0,1,1,"dood","dood","animate","31_1"
13,31,1,46,1,"gesture",0.578869739327133,"male",0,0,0.1,"man","buik","animate","31_1"
14,31,1,46,1,"gesture",0.546206866167494,"not",0,0,0.091,"niet","stout","logical","31_1"
15,31,1,46,1,"gesture",0.580764408529184,"odor",0,0,0.867,"geur","ruiken","olfactory","31_1"
16,31,1,46,1,"gesture",0.828570667489932,"to drink",0,1,1,"drinken","drinken","vocal_oral","31_1"
17,31,1,46,1,"gesture",0.833642786833868,"to fly",0,1,1,"vliegen","vliegen","locomotion","31_1"
18,31,1,46,1,"gesture",0.607218233017746,"to stand",0,0,NA,"staan","alfaman","locomotion","31_1"
21,31,0,45,1,"vocal",0.357741139583888,"I",0,0,0.106,"ik","geïrriteerd","social","31_1"
22,31,0,45,1,"vocal",0.35201321754525,"big",0,0,NA,"groot","verbeisterd","quantity","31_1"
23,31,0,45,1,"vocal",0.846022321803246,"dog",0,1,1,"hond","hond","animal","31_1"
24,31,0,45,1,"vocal",0.42473028945648,"good",0,0,0.08,"goed","moe","valence","31_1"
25,31,0,45,1,"vocal",0.49098203287298,"hot",0,0,0.227,"heet","klaar","temperature","31_1"
26,31,0,45,1,"vocal",0.328297815791421,"thick",0,0,0.269,"dik","vies","quantity","31_1"
27,31,0,45,1,"vocal",0.275959375649482,"to give",0,0,0.144,"geven","nee","manual","31_1"
30,31,1,46,1,"vocal",0.716372172073136,"buzz",0,0,0.185,"zoemen","vlieg","auditory","31_1"
