"trial_order","dyad","participant_dyad","participant_ID","exp_part","modality","expressibility_dutch","concept","correction","guess_binary","cosine_similarity","stimulus","answer","SemanticSubcat","sessionID","perf_dyad","perf_participant_dyad","perf_participant_ID","mean_cosine_similarity","median_cosine_similarity"
44,12,0,5,1,"combined",0.780811330443828,"to bite",0,0,0.623,"bijten","boterham","vocal_oral","12_1",50,42.8571428571429,42.8571428571429,0.791285714285714,0.856
45,12,0,5,1,"combined",0.723823542025595,"to fall",0,0,0.518,"vallen","pijn","locomotion","12_1",50,42.8571428571429,42.8571428571429,0.791285714285714,0.856
24,13,0,7,1,"combined",0.808141386412857,"to breathe",0,0,0.569,"ademen","moe","olfactory","13_1",57.1428571428571,71.4285714285714,71.4285714285714,0.87,1
5,14,0,9,1,"combined",0.596218227203866,"lightning",0,0,0.537,"bliksem","vallen","environment","14_1",28.5714285714286,14.2857142857143,14.2857142857143,0.707285714285714,0.62
50,15,1,12,1,"combined",0.680855320383285,"heavy",0,0,0.542,"zwaar","bewegen","quantity","15_1",50,14.2857142857143,14.2857142857143,0.729285714285714,0.773
53,15,1,12,1,"combined",0.791051083509889,"to lick",0,0,0.589,"likken","ijsje","gustatory","15_1",50,14.2857142857143,14.2857142857143,0.729285714285714,0.773
22,18,0,17,1,"combined",0.562319704396451,"male",0,0,0.535,"man","sterk","animate","18_1",35.7142857142857,42.8571428571429,42.8571428571429,0.756428571428571,0.605
23,18,0,17,1,"combined",0.758043579817488,"scared",0,0,0.605,"bang","enthousiast","valence","18_1",35.7142857142857,42.8571428571429,42.8571428571429,0.756428571428571,0.605
34,18,1,18,1,"combined",0.63512643878935,"mountain",0,0,0.485,"berg","ballerina","environment","18_1",35.7142857142857,28.5714285714286,28.5714285714286,0.726571428571429,0.696
30,19,1,20,1,"combined",0.595086558643404,"child",0,0,0.51,"kind","likken","social","19_1",42.8571428571429,42.8571428571429,42.8571428571429,0.780857142857143,0.734
35,19,1,20,1,"combined",0.779574764611609,"to chew",0,0,0.622,"kauwen","koekje","gustatory","19_1",42.8571428571429,42.8571428571429,42.8571428571429,0.780857142857143,0.734
25,1,0,21,1,"combined",0.82173351174681,"strong",0,0,0.571,"sterk","bodybuilder","animate","1_1",42.8571428571429,42.8571428571429,42.8571428571429,0.808571428571429,0.797
16,20,1,24,1,"combined",0.56189613651175,"to burn",0,0,0.518,"verbranden","regen","other","20_1",7.14285714285714,0,0,0.619714285714286,0.591
52,22,1,28,1,"combined",0.303234302798168,"salt",0,0,0.478,"zout","muis","gustatory","22_1",50,14.2857142857143,14.2857142857143,0.728142857142857,0.734
40,24,0,31,1,"combined",0.647930328473485,"buzz",0,0,0.532,"zoemen","dansen","auditory","24_1",50,28.5714285714286,28.5714285714286,0.693,0.615
41,24,0,31,1,"combined",0.557153125291575,"sharp",0,0,0.51,"scherp","eten","haptic","24_1",50,28.5714285714286,28.5714285714286,0.693,0.615
52,24,1,32,1,"combined",0.83134459155959,"to cry",0,0,0.586,"huilen","baby","vocal_oral","24_1",50,71.4285714285714,71.4285714285714,0.897142857142857,1
33,29,1,42,1,"combined",0.523817227867007,"horn",0,0,0.54335,"hoorn","teletubbie","other","29_1",21.4285714285714,14.2857142857143,14.2857142857143,0.659478571428571,0.582
35,29,1,42,1,"combined",0.613189302838734,"tail",0,0,0.537,"staart","afvegen","quantity","29_1",21.4285714285714,14.2857142857143,14.2857142857143,0.659478571428571,0.582
51,2,1,44,1,"combined",0.697044299048591,"slow",0,0,0.459,"langzaam","verspringen","manner","2_1",42.8571428571429,42.8571428571429,42.8571428571429,0.833714285714286,0.896
43,30,0,45,1,"combined",0.771810542050373,"to blow",0,0,0.732,"blazen","wind","vocal_oral","30_1",42.8571428571429,42.8571428571429,42.8571428571429,0.796142857142857,0.797
44,31,0,47,1,"combined",0.794014980882957,"to hit",0,0,0.553,"slaan","pijn","manual","31_1",50,42.8571428571429,42.8571428571429,0.802,0.807
52,31,1,48,1,"combined",0.715821711656047,"to catch",0,0,0.66,"vangen","vissen","manual","31_1",50,57.1428571428571,57.1428571428571,0.866142857142857,1
17,34,1,54,1,"combined",0.852786166779168,"to laugh",0,0,0.673,"lachen","blij","vocal_oral","34_1",28.5714285714286,14.2857142857143,14.2857142857143,0.683571428571429,0.673
18,34,1,54,1,"combined",0.828901259475311,"to vomit",0,0,0.685,"kotsen","ziek","gustatory","34_1",28.5714285714286,14.2857142857143,14.2857142857143,0.683571428571429,0.673
4,35,0,55,1,"combined",0.598288311266584,"old",0,0,0.51,"oud","rugpijn","time","35_1",50,57.1428571428571,57.1428571428571,0.838857142857143,1
39,37,0,59,1,"combined",0.656370403148978,"female",0,0,0.477,"vrouw","giechelen","animate","37_1",50,42.8571428571429,42.8571428571429,0.767714285714286,0.692
41,37,0,59,1,"combined",0.80478903012149,"snake",0,0,0.585,"slang","zwemmen","animal","37_1",50,42.8571428571429,42.8571428571429,0.767714285714286,0.692
53,37,1,60,1,"combined",0.814537922310332,"to jump",0,0,0.533,"springen","wind","locomotion","37_1",50,57.1428571428571,57.1428571428571,0.837428571428571,1
