Unnamed: 0,trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID,English,cosine_similarity,guess_binary,expressibility_dutch,SemanticSubcat,filename
3499,10,target,0,dood,combinatie,moord,2,2_2,2,2,43,dead,0.492,0,0.734358077385097,animate,2_2_trial_9_p0_dood_combinatie_c2_final.avi
3500,11,target,0,vis,combinatie,zwemmen,0,2_2,2,2,43,fish,0.433,0,0.741024648680267,animal,2_2_trial_10_p0_vis_combinatie_c0_final.avi
3501,12,target,0,vis,combinatie,duiken,1,2_2,2,2,43,fish,0.265,0,0.741024648680267,animal,2_2_trial_11_p0_vis_combinatie_c1_final.avi
3502,13,target,0,vis,combinatie,vis,2,2_2,2,2,43,fish,1.0,1,0.741024648680267,animal,2_2_trial_12_p0_vis_combinatie_c2_final.avi
3503,14,target,0,hoorn,combinatie,brein,0,2_2,2,2,43,horn,0.08,0,0.523817227867007,other,2_2_trial_13_p0_hoorn_combinatie_c0_final.avi
3504,15,target,0,hoorn,combinatie,konijnenoor,1,2_2,2,2,43,horn,0.033,0,0.523817227867007,other,2_2_trial_14_p0_hoorn_combinatie_c1_final.avi
3505,16,target,0,hoorn,combinatie,hoorn,2,2_2,2,2,43,horn,1.0,1,0.523817227867007,other,2_2_trial_15_p0_hoorn_combinatie_c2_final.avi
3506,17,target,0,heet,combinatie,heet,0,2_2,2,2,43,hot,1.0,1,0.785049622345663,temperature,2_2_trial_16_p0_heet_combinatie_c0_final.avi
3507,18,target,0,staart,combinatie,staart,0,2_2,2,2,43,tail,1.0,1,0.613189302838734,quantity,2_2_trial_17_p0_staart_combinatie_c0_final.avi
3508,19,target,0,zwemmen,combinatie,zwemmen,0,2_2,2,2,43,to swim,1.0,1,0.808464019729012,locomotion,2_2_trial_18_p0_zwemmen_combinatie_c0_final.avi
3509,20,practice,1,klok,combinatie,klok,0,2_2,2,2,44,clock,1.0,1,,,2_2_pr_19_p1_klok_combinatie_c0_final.avi
3510,21,practice,1,eend,combinatie,eend,0,2_2,2,2,44,duck,1.0,1,,,2_2_pr_20_p1_eend_combinatie_c0_final.avi
3511,22,target,1,blij,combinatie,herkenning,0,2_2,2,2,44,happy,0.09,0,0.797175441371254,valence,2_2_trial_21_p1_blij_combinatie_c0_final.avi
3512,23,target,1,blij,combinatie,toestemming,1,2_2,2,2,44,happy,0.112,0,0.797175441371254,valence,2_2_trial_22_p1_blij_combinatie_c1_final.avi
3513,24,target,1,blij,combinatie,blij,2,2_2,2,2,44,happy,1.0,1,0.797175441371254,valence,2_2_trial_23_p1_blij_combinatie_c2_final.avi
3514,25,target,1,hoog,combinatie,lucht,0,2_2,2,2,44,high,0.154,0,0.749105900955685,auditory,2_2_trial_24_p1_hoog_combinatie_c0_final.avi
3515,26,target,1,hoog,combinatie,hemel,1,2_2,2,2,44,high,0.185,0,0.749105900955685,auditory,2_2_trial_25_p1_hoog_combinatie_c1_final.avi
3516,27,target,1,hoog,combinatie,boven,2,2_2,2,2,44,high,0.506,0,0.749105900955685,auditory,2_2_trial_26_p1_hoog_combinatie_c2_final.avi
3517,28,target,1,misschien,combinatie,vraag,0,2_2,2,2,44,maybe,0.132,0,0.599769001504526,logical,2_2_trial_27_p1_misschien_combinatie_c0_final.avi
3518,29,target,1,misschien,combinatie,onraad,1,2_2,2,2,44,maybe,-0.005,0,0.599769001504526,logical,2_2_trial_28_p1_misschien_combinatie_c1_final.avi
3519,30,target,1,misschien,combinatie,verbazing,2,2_2,2,2,44,maybe,0.029,0,0.599769001504526,logical,2_2_trial_29_p1_misschien_combinatie_c2_final.avi
3520,31,target,1,kruipen,combinatie,kruipen,0,2_2,2,2,44,to crawl,1.0,1,0.786001237160513,locomotion,2_2_trial_30_p1_kruipen_combinatie_c0_final.avi
3521,32,target,1,huilen,combinatie,huilen,0,2_2,2,2,44,to cry,1.0,1,0.83134459155959,vocal_oral,2_2_trial_31_p1_huilen_combinatie_c0_final.avi
3522,33,target,1,horen,combinatie,luisteren,0,2_2,2,2,44,to hear,0.626,0,0.740356572783746,auditory,2_2_trial_32_p1_horen_combinatie_c0_final.avi
3523,34,target,1,horen,combinatie,afluisteren,1,2_2,2,2,44,to hear,0.448,0,0.740356572783746,auditory,2_2_trial_33_p1_horen_combinatie_c1_final.avi
3524,35,target,1,horen,combinatie,horen,2,2_2,2,2,44,to hear,1.0,1,0.740356572783746,auditory,2_2_trial_34_p1_horen_combinatie_c2_final.avi
3525,36,target,1,zuigen,combinatie,inademen,0,2_2,2,2,44,to suck,0.49,0,0.671311406311871,vocal_oral,2_2_trial_35_p1_zuigen_combinatie_c0_final.avi
3526,37,target,1,zuigen,combinatie,zuigen,1,2_2,2,2,44,to suck,1.0,1,0.671311406311871,vocal_oral,2_2_trial_36_p1_zuigen_combinatie_c1_final.avi
3527,38,practice,0,bal,geluiden,stuiteren,0,2_2,2,2,43,ball,0.385,0,,,2_2_pr_37_p0_bal_geluiden_c0_final.avi
3528,39,practice,0,bal,geluiden,stuiterbal,1,2_2,2,2,43,ball,0.642,0,,,2_2_pr_38_p0_bal_geluiden_c1_final.avi
3529,40,practice,0,bal,geluiden,springen,2,2_2,2,2,43,ball,0.126,0,,,2_2_pr_39_p0_bal_geluiden_c2_final.avi
3530,41,practice,0,zingen,geluiden,zingen,0,2_2,2,2,43,to sing,1.0,1,,,2_2_pr_40_p0_zingen_geluiden_c0_final.avi
3531,42,target,0,man,geluiden,mompelen,0,2_2,2,2,43,male,0.046,0,0.422189612157541,animate,2_2_trial_41_p0_man_geluiden_c0_final.avi
3532,43,target,0,man,geluiden,onderbreken,1,2_2,2,2,43,male,0.037,0,0.422189612157541,animate,2_2_trial_42_p0_man_geluiden_c1_final.avi
3533,44,target,0,man,geluiden,zingen,2,2_2,2,2,43,male,0.038,0,0.422189612157541,animate,2_2_trial_43_p0_man_geluiden_c2_final.avi
3534,45,target,0,verdrietig,geluiden,verdrietig,0,2_2,2,2,43,sad,1.0,1,0.746777577338304,valence,2_2_trial_44_p0_verdrietig_geluiden_c0_final.avi
3535,46,target,0,grommen,geluiden,grommen,0,2_2,2,2,43,to growl,1.0,1,0.751462893836329,vocal_oral,2_2_trial_45_p0_grommen_geluiden_c0_final.avi
3536,47,target,0,slaan,geluiden,slaan,0,2_2,2,2,43,to hit,1.0,1,0.582960821716634,manual,2_2_trial_46_p0_slaan_geluiden_c0_final.avi
3537,48,target,0,springen,geluiden,stuiteren,0,2_2,2,2,43,to jump,0.562,0,0.343503131163236,locomotion,2_2_trial_47_p0_springen_geluiden_c0_final.avi
3538,49,target,0,springen,geluiden,vallen,1,2_2,2,2,43,to jump,0.519,0,0.343503131163236,locomotion,2_2_trial_48_p0_springen_geluiden_c1_final.avi
3539,50,target,0,springen,geluiden,trampoline,2,2_2,2,2,43,to jump,0.415,0,0.343503131163236,locomotion,2_2_trial_49_p0_springen_geluiden_c2_final.avi
3540,51,target,0,staan,geluiden,vallen,0,2_2,2,2,43,to stand,0.378,0,0.318111108747142,locomotion,2_2_trial_50_p0_staan_geluiden_c0_final.avi
3541,52,target,0,staan,geluiden,opstijgen,1,2_2,2,2,43,to stand,0.267,0,0.318111108747142,locomotion,2_2_trial_51_p0_staan_geluiden_c1_final.avi
3542,53,target,0,staan,geluiden,opstaan,2,2_2,2,2,43,to stand,0.507,0,0.318111108747142,locomotion,2_2_trial_52_p0_staan_geluiden_c2_final.avi
3543,54,target,0,fluisteren,geluiden,fluisteren,0,2_2,2,2,43,to whisper,1.0,1,0.703341393070909,auditory,2_2_trial_53_p0_fluisteren_geluiden_c0_final.avi
3544,55,practice,1,glimlach,geluiden,lekker,0,2_2,2,2,44,smile,0.152,0,,,2_2_pr_54_p1_glimlach_geluiden_c0_final.avi
3545,56,practice,1,glimlach,geluiden,goed,1,2_2,2,2,44,smile,0.087,0,,,2_2_pr_55_p1_glimlach_geluiden_c1_final.avi
3546,57,practice,1,glimlach,geluiden,blij,2,2_2,2,2,44,smile,0.374,0,,,2_2_pr_56_p1_glimlach_geluiden_c2_final.avi
3547,58,practice,1,vliegtuig,geluiden,motor,0,2_2,2,2,44,airplane,0.305,0,,,2_2_pr_57_p1_vliegtuig_geluiden_c0_final.avi
3548,59,practice,1,vliegtuig,geluiden,opstijgen,1,2_2,2,2,44,airplane,0.304,0,,,2_2_pr_58_p1_vliegtuig_geluiden_c1_final.avi
3549,60,practice,1,vliegtuig,geluiden,piloot,2,2_2,2,2,44,airplane,0.672,0,,,2_2_pr_59_p1_vliegtuig_geluiden_c2_final.avi
3550,61,target,1,boos,geluiden,boos,0,2_2,2,2,44,angry,1.0,1,0.742980107622976,valence,2_2_trial_60_p1_boos_geluiden_c0_final.avi
3551,62,target,1,vlieg,geluiden,zoemen,0,2_2,2,2,44,fly,0.185,0,0.56695234249888,animal,2_2_trial_61_p1_vlieg_geluiden_c0_final.avi
3552,63,target,1,vlieg,geluiden,mug,1,2_2,2,2,44,fly,0.484,0,0.56695234249888,animal,2_2_trial_62_p1_vlieg_geluiden_c1_final.avi
3553,64,target,1,vlieg,geluiden,vlieg,2,2_2,2,2,44,fly,1.0,1,0.56695234249888,animal,2_2_trial_63_p1_vlieg_geluiden_c2_final.avi
3554,65,target,1,ziek,geluiden,hoesten,0,2_2,2,2,44,sick,0.322,0,0.548898090158061,animate,2_2_trial_64_p1_ziek_geluiden_c0_final.avi
3555,66,target,1,ziek,geluiden,overgeven,1,2_2,2,2,44,sick,0.24,0,0.548898090158061,animate,2_2_trial_65_p1_ziek_geluiden_c1_final.avi
3556,67,target,1,ziek,geluiden,kokhalzen,2,2_2,2,2,44,sick,0.253,0,0.548898090158061,animate,2_2_trial_66_p1_ziek_geluiden_c2_final.avi
3557,68,target,1,verbranden,geluiden,motor,0,2_2,2,2,44,to burn,0.073,0,0.367189286077145,other,2_2_trial_67_p1_verbranden_geluiden_c0_final.avi
3558,69,target,1,verbranden,geluiden,struikelen,1,2_2,2,2,44,to burn,0.075,0,0.367189286077145,other,2_2_trial_68_p1_verbranden_geluiden_c1_final.avi
3559,70,target,1,verbranden,geluiden,schrikken,2,2_2,2,2,44,to burn,0.088,0,0.367189286077145,other,2_2_trial_69_p1_verbranden_geluiden_c2_final.avi
3560,71,target,1,drinken,geluiden,drinken,0,2_2,2,2,44,to drink,1.0,1,0.657074938645804,vocal_oral,2_2_trial_70_p1_drinken_geluiden_c0_final.avi
3561,72,target,1,eten,geluiden,eten,0,2_2,2,2,44,to eat,1.0,1,0.672077057888257,vocal_oral,2_2_trial_71_p1_eten_geluiden_c0_final.avi
3562,73,target,1,kotsen,geluiden,kotsen,0,2_2,2,2,44,to vomit,1.0,1,0.79853309737283,gustatory,2_2_trial_72_p1_kotsen_geluiden_c0_final.avi
3563,74,practice,0,fiets,gebaren,fietsen,0,2_2,2,2,43,bicycle,0.95,0,,,2_2_pr_73_p0_fiets_gebaren_c0_final.avi
3564,75,practice,0,fiets,gebaren,wielrennen,1,2_2,2,2,43,bicycle,0.79,0,,,2_2_pr_74_p0_fiets_gebaren_c1_final.avi
3565,76,practice,0,fiets,gebaren,motorrijden,2,2_2,2,2,43,bicycle,4.571,0,,,2_2_pr_75_p0_fiets_gebaren_c2_final.avi
3566,77,practice,0,sneeuw,gebaren,sneeuw,0,2_2,2,2,43,snow,1.0,1,,,2_2_pr_76_p0_sneeuw_gebaren_c0_final.avi
3567,78,target,0,koud,gebaren,koud,0,2_2,2,2,43,cold,1.0,1,0.847021849271004,temperature,2_2_trial_77_p0_koud_gebaren_c0_final.avi
3568,79,target,0,walgen,gebaren,vies,0,2_2,2,2,43,disgusted,0.354,0,0.584517923117511,valence,2_2_trial_78_p0_walgen_gebaren_c0_final.avi
3569,80,target,0,walgen,gebaren,kokhalzen,1,2_2,2,2,43,disgusted,0.456,0,0.584517923117511,valence,2_2_trial_79_p0_walgen_gebaren_c1_final.avi
3570,81,target,0,walgen,gebaren,stinken,2,2_2,2,2,43,disgusted,0.397,0,0.584517923117511,valence,2_2_trial_80_p0_walgen_gebaren_c2_final.avi
3571,82,target,0,hond,gebaren,aaien,0,2_2,2,2,43,dog,0.311,0,0.702295683196924,animal,2_2_trial_81_p0_hond_gebaren_c0_final.avi
3572,83,target,0,hond,gebaren,huisdier,1,2_2,2,2,43,dog,0.837,0,0.702295683196924,animal,2_2_trial_82_p0_hond_gebaren_c1_final.avi
3573,84,target,0,hond,gebaren,hond,2,2_2,2,2,43,dog,1.0,1,0.702295683196924,animal,2_2_trial_83_p0_hond_gebaren_c2_final.avi
3574,85,target,0,snel,gebaren,afslaan,0,2_2,2,2,43,fast,0.142,0,0.714505262077287,manner,2_2_trial_84_p0_snel_gebaren_c0_final.avi
3575,86,target,0,snel,gebaren,snel,1,2_2,2,2,43,fast,1.0,1,0.714505262077287,manner,2_2_trial_85_p0_snel_gebaren_c1_final.avi
3576,87,target,0,bliksem,gebaren,onweer,0,2_2,2,2,43,lightning,0.691,0,0.525289002863704,environment,2_2_trial_86_p0_bliksem_gebaren_c0_final.avi
3577,88,target,0,bliksem,gebaren,bliksem,1,2_2,2,2,43,lightning,1.0,1,0.525289002863704,environment,2_2_trial_87_p0_bliksem_gebaren_c1_final.avi
3578,89,target,0,zout,gebaren,zout,0,2_2,2,2,43,salt,1.0,1,0.28573045256734,gustatory,2_2_trial_88_p0_zout_gebaren_c0_final.avi
3579,90,target,0,weten,gebaren,slim,0,2_2,2,2,43,to know,0.212,0,0.506590701964198,cognitive,2_2_trial_89_p0_weten_gebaren_c0_final.avi
3580,91,target,0,weten,gebaren,leren,1,2_2,2,2,43,to know,0.472,0,0.506590701964198,cognitive,2_2_trial_90_p0_weten_gebaren_c1_final.avi
3581,92,target,0,weten,gebaren,studeren,2,2_2,2,2,43,to know,0.254,0,0.506590701964198,cognitive,2_2_trial_91_p0_weten_gebaren_c2_final.avi
3582,93,practice,1,geheim,gebaren,stilte,0,2_2,2,2,44,secret,0.411,0,,,2_2_pr_92_p1_geheim_gebaren_c0_final.avi
3583,94,practice,1,geheim,gebaren,geheim,1,2_2,2,2,44,secret,1.0,1,,,2_2_pr_93_p1_geheim_gebaren_c1_final.avi
3584,95,practice,1,juichen,gebaren,juichen,0,2_2,2,2,44,to cheer,1.0,1,,,2_2_pr_94_p1_juichen_gebaren_c0_final.avi
3585,96,target,1,niet,gebaren,afkeuren,0,2_2,2,2,44,not,0.198,0,0.546206866167494,logical,2_2_trial_95_p1_niet_gebaren_c0_final.avi
3586,97,target,1,niet,gebaren,verbieden,1,2_2,2,2,44,not,0.259,0,0.546206866167494,logical,2_2_trial_96_p1_niet_gebaren_c1_final.avi
3587,98,target,1,niet,gebaren,ontkennen,2,2_2,2,2,44,not,0.26,0,0.546206866167494,logical,2_2_trial_97_p1_niet_gebaren_c2_final.avi
3588,99,target,1,oud,gebaren,oud,0,2_2,2,2,44,old,1.0,1,0.553101281867092,time,2_2_trial_98_p1_oud_gebaren_c0_final.avi
3589,100,target,1,regen,gebaren,regen,0,2_2,2,2,44,rain,1.0,1,0.729078471280972,environment,2_2_trial_99_p1_regen_gebaren_c0_final.avi
3590,101,target,1,ademen,gebaren,ademen,0,2_2,2,2,44,to breathe,1.0,1,0.781560751401395,olfactory,2_2_trial_100_p1_ademen_gebaren_c0_final.avi
3591,102,target,1,kauwen,gebaren,kauwen,0,2_2,2,2,44,to chew,1.0,1,0.732601016130094,gustatory,2_2_trial_101_p1_kauwen_gebaren_c0_final.avi
3592,103,target,1,jagen,gebaren,jagen,0,2_2,2,2,44,to hunt,1.0,1,0.63343521888758,survival,2_2_trial_102_p1_jagen_gebaren_c0_final.avi
3593,104,target,1,wind,gebaren,verdrinken,0,2_2,2,2,44,wind,0.032,0,0.535647636647091,environment,2_2_trial_103_p1_wind_gebaren_c0_final.avi
3594,105,target,1,wind,gebaren,wegspoelen,1,2_2,2,2,44,wind,0.067,0,0.535647636647091,environment,2_2_trial_104_p1_wind_gebaren_c1_final.avi
3595,106,target,1,wind,gebaren,overstroming,2,2_2,2,2,44,wind,0.088,0,0.535647636647091,environment,2_2_trial_105_p1_wind_gebaren_c2_final.avi
3596,1,practice,0,leeg,geluiden,plassen,0,30_1,1,30,45,empty,0.117,0,,,30_1_pr_0_p0_leeg_geluiden_final.avi
3597,2,practice,0,dansen,geluiden,zingen,0,30_1,1,30,45,to dance,0.377,0,,,30_1_pr_1_p0_dansen_geluiden_final.avi
3598,3,target,0,hond,geluiden,hond,0,30_1,1,30,45,dog,1.0,1,0.846022321803246,animal,30_1_trial_2_p0_hond_geluiden_final.avi
3599,4,target,0,bliksem,geluiden,pistool,0,30_1,1,30,45,lightning,0.135,0,0.549301947437214,environment,30_1_trial_3_p0_bliksem_geluiden_final.avi
3600,5,target,0,regen,geluiden,regen,0,30_1,1,30,45,rain,1.0,1,0.486748744260416,environment,30_1_trial_4_p0_regen_geluiden_final.avi
3601,6,target,0,ziek,geluiden,kotsen,0,30_1,1,30,45,sick,0.37,0,0.548898090158061,animate,30_1_trial_5_p0_ziek_geluiden_final.avi
3602,7,target,0,vliegen,geluiden,glijbaan,0,30_1,1,30,45,to fly,0.098,0,0.451697867828672,locomotion,30_1_trial_6_p0_vliegen_geluiden_final.avi
3603,8,target,0,rennen,geluiden,vegen,0,30_1,1,30,45,to run,0.155,0,0.336019187014838,locomotion,30_1_trial_7_p0_rennen_geluiden_final.avi
3604,9,target,0,water,geluiden,regen,0,30_1,1,30,45,water,0.337,0,0.500621316131559,environment,30_1_trial_8_p0_water_geluiden_final.avi
3605,10,practice,1,koken,geluiden,,0,30_1,1,30,46,to cook,0.088,0,,,30_1_pr_9_p1_koken_geluiden_final.avi
3606,11,practice,1,knippen,geluiden,hamer,0,30_1,1,30,46,to cut,0.198,0,,,30_1_pr_10_p1_knippen_geluiden_final.avi
3607,12,target,1,bitter,geluiden,kotsen,0,30_1,1,30,46,bitter,0.133,0,0.21654433031206,gustatory,30_1_trial_11_p1_bitter_geluiden_final.avi
3608,13,target,1,walgen,geluiden,overgeven,0,30_1,1,30,46,disgusted,0.352,0,0.664921279040402,valence,30_1_trial_12_p1_walgen_geluiden_final.avi
3609,14,target,1,vuur,geluiden,tikken,0,30_1,1,30,46,fire,0.094,0,0.325215717417947,object,30_1_trial_13_p1_vuur_geluiden_final.avi
3610,15,target,1,bijten,geluiden,eten,0,30_1,1,30,46,to bite,0.397,0,0.631514571319774,vocal_oral,30_1_trial_14_p1_bijten_geluiden_final.avi
3611,16,target,1,kauwen,geluiden,drinken,0,30_1,1,30,46,to chew,0.254,0,0.713509315277749,gustatory,30_1_trial_15_p1_kauwen_geluiden_final.avi
3612,17,target,1,eten,geluiden,eten,0,30_1,1,30,46,to eat,1.0,1,0.672077057888257,vocal_oral,30_1_trial_16_p1_eten_geluiden_final.avi
3613,18,target,1,staan,geluiden,dood,0,30_1,1,30,46,to stand,0.11,0,0.318111108747142,locomotion,30_1_trial_17_p1_staan_geluiden_final.avi
3614,19,practice,0,gek,gebaren,gek,0,30_1,1,30,45,crazy,1.0,1,,,30_1_pr_18_p0_gek_gebaren_final.avi
3615,20,practice,0,snijden,gebaren,smeren,0,30_1,1,30,45,to cut,0.209,0,,,30_1_pr_19_p0_snijden_gebaren_final.avi
3616,21,target,0,vogel,gebaren,vliegen,0,30_1,1,30,45,bird,0.433,0,0.796298864905725,animal,30_1_trial_20_p0_vogel_gebaren_final.avi
3617,22,target,0,koud,gebaren,koud,0,30_1,1,30,45,cold,1.0,1,0.847021849271004,temperature,30_1_trial_21_p0_koud_gebaren_final.avi
3618,23,target,0,niet,gebaren,stop,0,30_1,1,30,45,not,0.237,0,0.546206866167494,logical,30_1_trial_22_p0_niet_gebaren_final.avi
3619,24,target,0,scherp,gebaren,vies,0,30_1,1,30,45,sharp,0.293,0,0.501172040780983,haptic,30_1_trial_23_p0_scherp_gebaren_final.avi
3620,25,target,0,huilen,gebaren,huilen,0,30_1,1,30,45,to cry,1.0,1,0.842937622085652,vocal_oral,30_1_trial_24_p0_huilen_gebaren_final.avi
3621,26,target,0,lachen,gebaren,lachen,0,30_1,1,30,45,to laugh,1.0,1,0.829161424358265,vocal_oral,30_1_trial_25_p0_lachen_gebaren_final.avi
3622,27,target,0,zuigen,gebaren,blazen,0,30_1,1,30,45,to suck,0.393,0,0.641118953574169,vocal_oral,30_1_trial_26_p0_zuigen_gebaren_final.avi
3623,28,practice,1,rijk,gebaren,geld,0,30_1,1,30,46,rich,0.171,0,,,30_1_pr_27_p1_rijk_gebaren_final.avi
3624,29,practice,1,olifant,gebaren,olifant,0,30_1,1,30,46,elephant,1.0,1,,,30_1_pr_28_p1_olifant_gebaren_final.avi
3625,30,target,1,snel,gebaren,rennen,0,30_1,1,30,46,fast,0.376,0,0.714505262077287,manner,30_1_trial_29_p1_snel_gebaren_final.avi
3626,31,target,1,vis,gebaren,zwemmen,0,30_1,1,30,46,fish,0.433,0,0.69659625199764,animal,30_1_trial_30_p1_vis_gebaren_final.avi
3627,32,target,1,goed,gebaren,goed,0,30_1,1,30,46,good,1.0,1,0.690424355205965,valence,30_1_trial_31_p1_goed_gebaren_final.avi
3628,33,target,1,luidruchtig,gebaren,schreeuwen,0,30_1,1,30,46,loud,0.468,0,0.618296512390658,auditory,30_1_trial_32_p1_luidruchtig_gebaren_final.avi
3629,34,target,1,verdrietig,gebaren,verdrietig,0,30_1,1,30,46,sad,1.0,1,0.816931671134317,valence,30_1_trial_33_p1_verdrietig_gebaren_final.avi
3630,35,target,1,onweer,gebaren,boom,0,30_1,1,30,46,thunder,0.123,0,0.397074838511763,environment,30_1_trial_34_p1_onweer_gebaren_final.avi
3631,36,target,1,zwemmen,gebaren,zwemmen,0,30_1,1,30,46,to swim,1.0,1,0.829267273459481,locomotion,30_1_trial_35_p1_zwemmen_gebaren_final.avi
3632,37,practice,0,bloem,combinatie,regen,0,30_1,1,30,45,flower,0.198,0,,,30_1_pr_36_p0_bloem_combinatie_final.avi
3633,38,practice,0,haasten,combinatie,snel,0,30_1,1,30,45,to hurry,0.587,0,,,30_1_pr_37_p0_haasten_combinatie_final.avi
3634,39,target,0,zoemen,combinatie,zoeken,0,30_1,1,30,45,buzz,0.077,0,0.647930328473485,auditory,30_1_trial_38_p0_zoemen_combinatie_final.avi
3635,40,target,0,vrouw,combinatie,zingen,0,30_1,1,30,45,female,0.013,0,0.656370403148978,animate,30_1_trial_39_p0_vrouw_combinatie_final.avi
3636,41,target,0,hoog,combinatie,hoog,0,30_1,1,30,45,high,1.0,1,0.749105900955685,auditory,30_1_trial_40_p0_hoog_combinatie_final.avi
3637,42,target,0,sterk,combinatie,sterk,0,30_1,1,30,45,strong,1.0,1,0.82173351174681,animate,30_1_trial_41_p0_sterk_combinatie_final.avi
3638,43,target,0,blazen,combinatie,wind,0,30_1,1,30,45,to blow,0.464,0,0.771810542050373,vocal_oral,30_1_trial_42_p0_blazen_combinatie_final.avi
3639,44,target,0,ademen,combinatie,hijgen,0,30_1,1,30,45,to breathe,0.593,0,0.808141386412857,olfactory,30_1_trial_43_p0_ademen_combinatie_final.avi
3640,45,target,0,vechten,combinatie,vechten,0,30_1,1,30,45,to fight,1.0,1,0.820194675119722,survival,30_1_trial_44_p0_vechten_combinatie_final.avi
3641,46,practice,1,auto,combinatie,autorijden,0,30_1,1,30,46,car,0.826,0,,,30_1_pr_45_p1_auto_combinatie_final.avi
3642,47,practice,1,comfortabel,combinatie,moe,0,30_1,1,30,46,comfortable,0.169,0,,,30_1_pr_46_p1_comfortabel_combinatie_final.avi
3643,48,target,1,blij,combinatie,lachen,0,30_1,1,30,46,happy,0.347,0,0.797175441371254,valence,30_1_trial_47_p1_blij_combinatie_final.avi
3644,49,target,1,bang,combinatie,bang,0,30_1,1,30,46,scared,1.0,1,0.758043579817488,valence,30_1_trial_48_p1_bang_combinatie_final.avi
3645,50,target,1,piepen,combinatie,muis,0,30_1,1,30,46,squeak,0.158,0,0.543249319540667,auditory,30_1_trial_49_p1_piepen_combinatie_final.avi
3646,51,target,1,verbranden,combinatie,scherp,0,30_1,1,30,46,to burn,0.097,0,0.56189613651175,other,30_1_trial_50_p1_verbranden_combinatie_final.avi
3647,52,target,1,grommen,combinatie,aap,0,30_1,1,30,46,to growl,0.202,0,0.713962417775868,vocal_oral,30_1_trial_51_p1_grommen_combinatie_final.avi
3648,53,target,1,springen,combinatie,springen,0,30_1,1,30,46,to jump,1.0,1,0.814537922310332,locomotion,30_1_trial_52_p1_springen_combinatie_final.avi
3649,54,target,1,wind,combinatie,wind,0,30_1,1,30,46,wind,1.0,1,0.641802506189562,environment,30_1_trial_53_p1_wind_combinatie_final.avi
3650,1,practice,0,klok,geluiden,tikken,0,30_2,2,30,45,clock,0.281,0,,,30_2_pr_0_p0_klok_geluiden_c0_final.avi
3651,2,practice,0,klok,geluiden,regen,1,30_2,2,30,45,clock,0.075,0,,,30_2_pr_1_p0_klok_geluiden_c1_final.avi
3652,3,practice,0,klok,geluiden,klikken,2,30_2,2,30,45,clock,0.172,0,,,30_2_pr_2_p0_klok_geluiden_c2_final.avi
3653,4,practice,0,zwaaien,geluiden,wind,0,30_2,2,30,45,to wave,0.196,0,,,30_2_pr_3_p0_zwaaien_geluiden_c0_final.avi
3654,5,practice,0,zwaaien,geluiden,vegen,1,30_2,2,30,45,to wave,0.231,0,,,30_2_pr_4_p0_zwaaien_geluiden_c1_final.avi
3655,6,practice,0,zwaaien,geluiden,waaien,2,30_2,2,30,45,to wave,0.38,0,,,30_2_pr_5_p0_zwaaien_geluiden_c2_final.avi
3656,7,target,0,zwaar,geluiden,vermoeid,0,30_2,2,30,45,heavy,0.305,0,0.38282540003767,quantity,30_2_trial_6_p0_zwaar_geluiden_c0_final.avi
3657,8,target,0,zwaar,geluiden,zwaar,1,30_2,2,30,45,heavy,1.0,1,0.38282540003767,quantity,30_2_trial_7_p0_zwaar_geluiden_c1_final.avi
3658,9,target,0,stil,geluiden,stil,0,30_2,2,30,45,silent,1.0,1,0.753476033670045,auditory,30_2_trial_8_p0_stil_geluiden_c0_final.avi
3659,10,target,0,horen,geluiden,grommen,0,30_2,2,30,45,to hear,0.303,0,0.293526913460625,auditory,30_2_trial_9_p0_horen_geluiden_c0_final.avi
3660,11,target,0,horen,geluiden,ritselen,1,30_2,2,30,45,to hear,0.2,0,0.293526913460625,auditory,30_2_trial_10_p0_horen_geluiden_c1_final.avi
3661,12,target,0,horen,geluiden,lachen,2,30_2,2,30,45,to hear,0.112,0,0.293526913460625,auditory,30_2_trial_11_p0_horen_geluiden_c2_final.avi
3662,13,target,0,jagen,geluiden,pistool,0,30_2,2,30,45,to hunt,0.139,0,0.303762958061108,survival,30_2_trial_12_p0_jagen_geluiden_c0_final.avi
3663,14,target,0,jagen,geluiden,explosie,1,30_2,2,30,45,to hunt,0.027,0,0.303762958061108,survival,30_2_trial_13_p0_jagen_geluiden_c1_final.avi
3664,15,target,0,jagen,geluiden,schieten,2,30_2,2,30,45,to hunt,0.469,0,0.303762958061108,survival,30_2_trial_14_p0_jagen_geluiden_c2_final.avi
3665,16,target,0,weten,geluiden,begrijpen,0,30_2,2,30,45,to know,0.731,0,0.388979878106872,cognitive,30_2_trial_15_p0_weten_geluiden_c0_final.avi
3666,17,target,0,weten,geluiden,lekker,1,30_2,2,30,45,to know,0.075,0,0.388979878106872,cognitive,30_2_trial_16_p0_weten_geluiden_c1_final.avi
3667,18,target,0,weten,geluiden,snappen,2,30_2,2,30,45,to know,0.596,0,0.388979878106872,cognitive,30_2_trial_17_p0_weten_geluiden_c2_final.avi
3668,19,target,0,slapen,geluiden,slapen,0,30_2,2,30,45,to sleep,1.0,1,0.735692139606025,survival,30_2_trial_18_p0_slapen_geluiden_c0_final.avi
