"","word","modality","fit","se","lwr","upr","avg_expressibility_norm","n","diff_expr","diff_rank","English"
"201","gestern","vocal",0.1456005146449,0.0313438746187573,0.0940688160086999,0.216931860403246,0.0850933537,205,0.304840596633333,40,"yesterday"
"202","gesund","gesture",0.356304845969815,0.0444280906794973,0.27426080955339,0.446740939837971,0.322405429666667,170,0.0681164869595238,57,"healthy"
"203","gesund","multimodal",0.38518216001961,0.0418972774196914,0.305233863218863,0.468814112596269,0.34307118965,174,0.0681164869595238,57,"healthy"
"204","gesund","vocal",0.272340805687593,0.0388836674181518,0.199088709901363,0.360215621134453,0.274954702690476,117,0.0681164869595238,57,"healthy"
"205","glatt","gesture",0.49311814696685,0.0457303619376726,0.401486668895141,0.583084112938014,0.508754461714286,125,0.296295313789474,26,"smooth"
"206","glatt","multimodal",0.509947672175455,0.0440570550494108,0.42541038829157,0.598064393294703,0.516431101789474,127,0.296295313789474,26,"smooth"
"207","glatt","vocal",0.247158993921194,0.0397960704067839,0.176956287910632,0.333485779913394,0.220135788,151,0.296295313789474,26,"smooth"
"208","gleich","gesture",0.296577412266278,0.0398206953871042,0.223588065766139,0.378066261417091,0.272090933318182,183,0.144902726028947,10,"same"
"209","gleich","multimodal",0.349671989361619,0.0412753252515464,0.273030080021961,0.436066564294501,0.322859009078947,179,0.144902726028947,10,"same"
"210","gleich","vocal",0.197832785283859,0.0387390799918716,0.132839611926364,0.287893380079346,0.17795628305,173,0.144902726028947,10,"same"
"211","glücklich","gesture",0.660140582548743,0.0430119759294207,0.571622764154716,0.738407038028146,0.660981672571429,71,0.0493167368460526,46,"happy"
"212","glücklich","multimodal",0.693214807481227,0.0371600199043055,0.616700617746559,0.764066522626586,0.705856039925,62,0.0493167368460526,46,"happy"
"213","glücklich","vocal",0.614438736300375,0.0504267970663531,0.511061142944714,0.709561154647171,0.656539303078947,25,0.0493167368460526,46,"happy"
"214","groß","gesture",0.769837518237571,0.0355209705842949,0.693188032808361,0.831630013354238,0.832619397704545,14,0.465274706545455,65,"big"
"215","groß","multimodal",0.77107722244314,0.0327947108546259,0.702644325593384,0.829776202286085,0.8331684775,17,0.465274706545455,65,"big"
"216","groß","vocal",0.426632523183633,0.0535834275116667,0.328319676884406,0.532538565171982,0.367893770954545,79,0.465274706545455,65,"big"
"217","grün","gesture",0.256432571793938,0.0387303828855292,0.187288439061605,0.33820537283937,0.229912231659091,193,0.103950303722488,8,"green"
"218","grün","multimodal",0.275865417773309,0.0363650013066528,0.210407938881697,0.352217026823404,0.232013305131579,201,0.103950303722488,8,"green"
"219","grün","vocal",0.161491087642058,0.0308347736028132,0.109011377980886,0.232439613871308,0.128063001409091,194,0.103950303722488,8,"green"
"220","gut","gesture",0.673340709808489,0.0456565027000185,0.578118390881125,0.756417250069872,0.674888372119048,63,0.358609769425,31,"good"
"221","gut","multimodal",0.660602080360282,0.0413922186083326,0.575084016391803,0.737899764283814,0.68470287525,78,0.358609769425,31,"good"
"222","gut","vocal",0.348579662876584,0.0495283266918607,0.259832245888621,0.450799541892253,0.326093105825,94,0.358609769425,31,"good"
"223","Haare","gesture",0.703739443567008,0.0388070760878548,0.62225482821909,0.773347421401538,0.743374826395833,39,0.515237260804924,109,"hair"
"224","Haare","multimodal",0.671887870725852,0.0403673836492778,0.591093713007497,0.747210994109369,0.706059004275,61,0.515237260804924,109,"hair"
"225","Haare","vocal",0.314460546588106,0.0479004637445854,0.229720753551568,0.417590941550189,0.228137565590909,148,0.515237260804924,109,"hair"
"226","Hand","gesture",0.738229955001675,0.0412664147594292,0.648447259847266,0.814307582452319,0.786807280675,25,0.438561971993182,59,"hand"
"227","Hand","multimodal",0.716180075999391,0.0389351892537355,0.633321543330207,0.785501221483099,0.7613409718,42,0.438561971993182,59,"hand"
"228","Hand","vocal",0.400613077556012,0.0527250041643031,0.303074446504183,0.508889724654541,0.348245308681818,84,0.438561971993182,59,"hand"
"229","hart","gesture",0.519671284118617,0.0467861297077325,0.428504314553298,0.610670772461874,0.551642275363636,113,0.241782915388636,45,"hard"
"230","hart","multimodal",0.485484643943119,0.0434773415606359,0.399406974107386,0.570677604082741,0.450603358775,148,0.241782915388636,45,"hard"
"231","hart","vocal",0.300502803234969,0.0451783257112922,0.216701922406124,0.395895402804768,0.309859359975,103,0.241782915388636,45,"hard"
"232","Haus","gesture",0.669400858597573,0.04360673750783,0.579172495463798,0.74999922309683,0.700470095857143,54,0.474400100732143,95,"house"
"233","Haus","multimodal",0.659256530552808,0.0407174203397529,0.573674317887526,0.734398949589258,0.696426503475,65,0.474400100732143,95,"house"
"234","Haus","vocal",0.299514694900776,0.0481912461730065,0.216222039501387,0.403366157133366,0.226069995125,149,0.474400100732143,95,"house"
"235","Haut","gesture",0.536004144812035,0.0503669353342222,0.435801641460416,0.636072628465105,0.555708738275,112,0.367218221047727,41,"skin/hide"
"236","Haut","multimodal",0.547344244116155,0.0442163539679576,0.456629385010635,0.634133508310763,0.586060950522727,111,0.367218221047727,41,"skin/hide"
"237","Haut","vocal",0.258073908934626,0.044219413079613,0.180597228043477,0.354308040032286,0.218842729475,152,0.367218221047727,41,"skin/hide"
"238","heiß","gesture",0.743955863102092,0.0394008321428359,0.660255714130104,0.814199598855752,0.765674164475,29,0.230432428389286,9,"hot"
"239","heiß","multimodal",0.762625084761077,0.033316303047144,0.691426373357489,0.823506887790755,0.798215623714286,30,0.230432428389286,9,"hot"
"240","heiß","vocal",0.549107296272115,0.0552788058909273,0.440231238407969,0.654948584853453,0.567783195325,38,0.230432428389286,9,"hot"
"241","hell","gesture",0.411236110607249,0.048270616110925,0.321405388202057,0.50573473057495,0.388843039675,153,0.270001181742857,19,"bright"
"242","hell","multimodal",0.457118226439343,0.0452732478498768,0.371574499567094,0.545426412615711,0.4634146996,145,0.270001181742857,19,"bright"
"243","hell","vocal",0.223986433474665,0.0388782340153723,0.157976067886332,0.312065920003117,0.193413517857143,164,0.270001181742857,19,"bright"
"244","herzhaft","gesture",0.294472325378764,0.04306275450647,0.215711512694829,0.385319024348305,0.27599650755,179,0.0310895530119047,59,"savory"
"245","herzhaft","multimodal",0.334277203579712,0.0405573600474873,0.260483703204203,0.419427227180325,0.293286716761905,185,0.0310895530119047,59,"savory"
"246","herzhaft","vocal",0.261738042476561,0.0395213778661156,0.19098582276831,0.346529762357349,0.26219716375,126,0.0310895530119047,59,"savory"
"247","Himmel","gesture",0.479202397361024,0.0482940318770927,0.383423888277818,0.573032128614469,0.46598504925,135,0.259725776638095,7,"sky"
"248","Himmel","multimodal",0.511643881510774,0.0440287516830816,0.422850459631898,0.59962845252582,0.4997273354,134,0.259725776638095,7,"sky"
"249","Himmel","vocal",0.267868581634182,0.0422158723208186,0.192361789494149,0.359032202482351,0.240001558761905,141,0.259725776638095,7,"sky"
"250","hoch","gesture",0.791647933651892,0.0353437175581729,0.71569562534387,0.852317722245539,0.891079640975,5,0.566267169475,91,"high"
"251","hoch","multimodal",0.702207682409832,0.0393654936094465,0.619405521189218,0.773825279843598,0.696317718928571,66,0.566267169475,91,"high"
"252","hoch","vocal",0.362742181514543,0.0511819671188987,0.269224773291209,0.467023511855531,0.3248124715,96,0.566267169475,91,"high"
"253","Holz","gesture",0.267236922517023,0.0374605233009235,0.19874850527372,0.346023957450583,0.230463712727273,192,0.163421337539286,10,"wood"
"254","Holz","multimodal",0.322592826298872,0.0394533304656344,0.249061087620746,0.403696661566867,0.305086201214286,182,0.163421337539286,10,"wood"
"255","Holz","vocal",0.164541839154239,0.0333071625369699,0.106760977283949,0.237318146222811,0.141664863675,186,0.163421337539286,10,"wood"
"256","Honig","gesture",0.274391605098647,0.0383778536658632,0.204234428333036,0.356771032118318,0.24981693975,189,0.01286260835,65,"honey"
"257","Honig","multimodal",0.318252085249743,0.0388545603773681,0.247674757630245,0.400016145307596,0.2626795481,195,0.01286260835,65,"honey"
"258","Honig","vocal",0.251635170165232,0.0445765167730574,0.174264020327893,0.347587937486331,0.256788092666667,130,0.01286260835,65,"honey"
"259","hören","gesture",0.757821524871468,0.0366111018677549,0.67694604111131,0.822898678493806,0.794638298575,24,0.555394590295455,100,"to hear"
"260","hören","multimodal",0.763583464047185,0.0328791278241571,0.693840956787874,0.821859148064606,0.837462111295455,15,0.555394590295455,100,"to hear"
"261","hören","vocal",0.330265189303,0.0464772387197671,0.244979508030246,0.429787448062467,0.282067521,115,0.555394590295455,100,"to hear"
"262","Horn","gesture",0.53510085098139,0.0505842099947011,0.43459754200079,0.630733284664122,0.478600938875,133,0.322127917794372,73,"horn"
"263","Horn","multimodal",0.644518916125347,0.0397866985851442,0.560755423782335,0.719683527974536,0.707077208318182,60,0.322127917794372,73,"horn"
"264","Horn","vocal",0.417940996710369,0.0550109623227552,0.316322691646867,0.524387177256489,0.384949290523809,70,0.322127917794372,73,"horn"
"265","Hund","gesture",0.652717189110761,0.0494767018986639,0.553081327156893,0.7421932857907,0.598636204357143,93,0.32096950837013,92,"dog"
"266","Hund","multimodal",0.8200525579961,0.0277117975197487,0.761127902086146,0.868473604639685,0.919605712727273,1,0.32096950837013,92,"dog"
"267","Hund","vocal",0.806168389040265,0.038513293073174,0.718145641720969,0.871800835546576,0.882032820578947,3,0.32096950837013,92,"dog"
"268","ich","gesture",0.720312032976857,0.0422313423852357,0.629383335885889,0.798680197425039,0.810659506325,19,0.539379604086905,101,"I"
"269","ich","multimodal",0.670952328893929,0.0410426181674736,0.586349377877604,0.745221375181957,0.686923391409091,71,0.539379604086905,101,"I"
"270","ich","vocal",0.327653921666085,0.0501944526347513,0.237880121421486,0.435651748377056,0.271279902238095,120,0.539379604086905,101,"I"
"271","jagen","gesture",0.640590652354612,0.0472083273203609,0.546570625474519,0.728757486150393,0.652169790425,74,0.2358900466,15,"to hunt"
"272","jagen","multimodal",0.678238817049721,0.041484390902311,0.59327501781422,0.753015952843691,0.685810477425,74,0.2358900466,15,"to hunt"
"273","jagen","vocal",0.461478602869935,0.0539305711954777,0.355219513983118,0.568137473280583,0.449920430825,59,0.2358900466,15,"to hunt"
"274","jetzt","gesture",0.26631307946691,0.0377346219686353,0.198528797505503,0.345515409990841,0.228228886782609,194,0.141594232075,13,"now"
"275","jetzt","multimodal",0.316615703133961,0.0394251408590761,0.246679807501795,0.399143824402395,0.303280255825,183,0.141594232075,13,"now"
"276","jetzt","vocal",0.181726724856669,0.0345615910051491,0.122190763982463,0.261900608015062,0.16168602375,181,0.141594232075,13,"now"
"277","kalt","gesture",0.829030126771534,0.0292298842605251,0.762225740524441,0.879960075013817,0.879281565357143,7,0.190470926119048,17,"cold"
"278","kalt","multimodal",0.805145346324807,0.0290126408146487,0.741853699483435,0.856701102544065,0.818994305333333,21,0.190470926119048,17,"cold"
"279","kalt","vocal",0.67697653491981,0.0433710797434927,0.589014485005245,0.756184251966513,0.688810639238095,24,0.190470926119048,17,"cold"
"280","kämpfen","gesture",0.760794367100524,0.0389125387906343,0.675546848633922,0.830744604199875,0.815511869975,18,0.245946127736905,28,"to fight"
"281","kämpfen","multimodal",0.766140121202758,0.0343629825128534,0.693585596780046,0.827877680760836,0.7536618611,46,0.245946127736905,28,"to fight"
"282","kämpfen","vocal",0.564265262420315,0.0534426576037928,0.456394361047694,0.666674544067745,0.569565742238095,37,0.245946127736905,28,"to fight"
"283","Katze","gesture",0.579258456182723,0.0497544061704214,0.48206863915496,0.671824244417264,0.521393367675,120,0.282202485372619,107,"cat"
"284","Katze","multimodal",0.719650941820698,0.0369147600390405,0.640492670166228,0.787798684873146,0.760728960568182,43,0.282202485372619,107,"cat"
"285","Katze","vocal",0.729849838394244,0.0479767777422538,0.627806148382581,0.813076036939773,0.803595853047619,13,0.282202485372619,107,"cat"
"286","kauen","gesture",0.698093731383088,0.0440663428388564,0.606259979895178,0.779275105602836,0.686820500125,57,0.12380423435,46,"to chew"
"287","kauen","multimodal",0.757897353126223,0.0357236370967208,0.682850542451121,0.822766627442715,0.795800578675,31,0.12380423435,46,"to chew"
"288","kauen","vocal",0.718456918463882,0.0486478260204419,0.610972161879285,0.803479939991466,0.810624734475,11,0.12380423435,46,"to chew"
"289","Kind","gesture",0.621817270350177,0.0429930537502927,0.534172355538106,0.702498275355432,0.62093817452381,87,0.297919111666667,18,"child"
"290","Kind","multimodal",0.656605021994835,0.0382490163784531,0.578011316134365,0.728416173240867,0.691630830619048,69,0.297919111666667,18,"child"
"291","Kind","vocal",0.389472633270128,0.047749168015181,0.299667894865095,0.488450576113569,0.393711718952381,69,0.297919111666667,18,"child"
"292","Kleidung","gesture",0.670964043226004,0.0424158948859793,0.582331268702404,0.750290825177499,0.691198750347826,55,0.546979492005721,130,"clothing"
"293","Kleidung","multimodal",0.618931185290853,0.0416135735521139,0.532512604882036,0.699253410795042,0.6470693026,91,0.546979492005721,130,"clothing"
"294","Kleidung","vocal",0.21236428847747,0.0396898036097816,0.145028211863787,0.301156526717449,0.144219258342105,185,0.546979492005721,130,"clothing"
"295","klein","gesture",0.76042198066921,0.0374413468687361,0.680152906880193,0.828936025740046,0.79987392395,22,0.421383189818421,54,"small"
"296","klein","multimodal",0.747413521362649,0.0348218004516105,0.674962709439048,0.810105944555582,0.776786886045455,34,0.421383189818421,54,"small"
"297","klein","vocal",0.402291164756079,0.0555237357901991,0.298649546731533,0.513008838546737,0.378490734131579,76,0.421383189818421,54,"small"
"298","Knie","gesture",0.524850668915827,0.0549504829136984,0.419906672044532,0.632145155005182,0.578854145428571,102,0.248045075628571,43,"knee"
"299","Knie","multimodal",0.529583754584852,0.0485845932303279,0.433835714086857,0.62246137705661,0.5035167546,133,0.248045075628571,43,"knee"
"300","Knie","vocal",0.322986625429249,0.0532778219929755,0.227979934960318,0.433969913690249,0.3308090698,90,0.248045075628571,43,"knee"
"301","Knochen","gesture",0.427753600971324,0.0496422296046882,0.334435004262338,0.526409160436752,0.4382365215,142,0.163596974065217,41,"bone"
"302","Knochen","multimodal",0.434676132967686,0.0440332212596088,0.351309695655914,0.524852920707701,0.4224017049,159,0.163596974065217,41,"bone"
"303","Knochen","vocal",0.284726835895109,0.0425642481208054,0.209041032577238,0.378470704038156,0.274639547434783,118,0.163596974065217,41,"bone"
"304","knurren","gesture",0.396983819538667,0.0506974442253893,0.303032210993572,0.5064849896039,0.252567512238095,188,0.578678440943723,179,"to growl"
"305","knurren","multimodal",0.710872231346467,0.0381333440754446,0.630784944734332,0.779028827057632,0.814391405625,25,0.578678440943723,179,"to growl"
"306","knurren","vocal",0.75053765057646,0.0453226936541831,0.651316545059709,0.828266203146631,0.831245953181818,9,0.578678440943723,179,"to growl"
"307","kommen","gesture",0.497999150472163,0.0484667337309086,0.40466798893731,0.590317326008767,0.504488713543478,129,0.175292903853002,50,"to come"
"308","kommen","multimodal",0.504199604256328,0.0452504692412453,0.416568780323954,0.590283000859015,0.478635600475,141,0.175292903853002,50,"to come"
"309","kommen","vocal",0.328419859279349,0.0514544338531915,0.233728234116577,0.439585671098789,0.329195809690476,91,0.175292903853002,50,"to come"
"310","krabbeln","gesture",0.735442146412609,0.0400577565950494,0.64924974396345,0.806072635346153,0.766889238214286,28,0.397608057214286,50,"to crawl"
"311","krabbeln","multimodal",0.720123571517122,0.0380312136186149,0.645074897729935,0.78602692053116,0.758773375175,45,0.397608057214286,50,"to crawl"
"312","krabbeln","vocal",0.393411245858026,0.0535815749651293,0.294251567930274,0.502388729483853,0.369281181,78,0.397608057214286,50,"to crawl"
"313","krank","gesture",0.614664123592083,0.0454399673568425,0.523522463520073,0.699855047154636,0.614967335285714,90,0.0943724846772728,55,"sick"
"314","krank","multimodal",0.660142907323575,0.0403466226546442,0.575309539433418,0.736223413381541,0.67035737245,82,0.0943724846772728,55,"sick"
"315","krank","vocal",0.55207458867942,0.0496154434834772,0.450281671091723,0.646353656387482,0.575984887772727,35,0.0943724846772728,55,"sick"
"316","kurz","gesture",0.681253466307895,0.0429239654815037,0.592681673539483,0.761247594049901,0.681231785931818,60,0.443248404681818,78,"short"
"317","kurz","multimodal",0.655798030876528,0.0413847964352784,0.570939307606461,0.730723758590177,0.685538843818182,76,0.443248404681818,78,"short"
"318","kurz","vocal",0.297577116637792,0.0441498634098683,0.218821244396541,0.392264352503641,0.242290439136364,138,0.443248404681818,78,"short"
"319","lachen","gesture",0.778353268294288,0.0385034117790368,0.693783718362807,0.846386455886179,0.7800118711,26,0.134234779804762,25,"to laugh"
"320","lachen","multimodal",0.838070346798381,0.0256403866794399,0.780838632857061,0.882401372295854,0.884964366681818,4,0.134234779804762,25,"to laugh"
"321","lachen","vocal",0.842303531086427,0.0338103443736698,0.762844756696482,0.898452269834622,0.914246650904762,1,0.134234779804762,25,"to laugh"
"322","lang","gesture",0.68256389853604,0.0444900508574286,0.589584660296985,0.765922402224469,0.72940775975,42,0.513581690059524,115,"long"
"323","lang","multimodal",0.637168635506795,0.0433878471383432,0.549964769536667,0.719849254185046,0.662747384842105,85,0.513581690059524,115,"long"
"324","lang","vocal",0.265576387739501,0.0445688367869636,0.185977910560506,0.36342247966255,0.215826069690476,157,0.513581690059524,115,"long"
"325","langsam","gesture",0.644293353497455,0.0433922920854228,0.553767534941054,0.727410959257597,0.637425475391304,80,0.310630343063636,3,"slow"
"326","langsam","multimodal",0.6495673319651,0.0404899907659561,0.568541391301836,0.726899997600901,0.6684739747,83,0.310630343063636,3,"slow"
"327","langsam","vocal",0.37910124113211,0.0492608520790552,0.287381873746201,0.480240900764495,0.357843631636364,82,0.310630343063636,3,"slow"
"328","Laus","gesture",0.304211107244713,0.0413518222143293,0.228742706071671,0.392536109772108,0.330104231931818,167,0.216912348908009,37,"louse"
"329","Laus","multimodal",0.268242702895363,0.0347641463313217,0.205493851492435,0.339577933765321,0.201188293047619,204,0.216912348908009,37,"louse"
"330","Laus","vocal",0.144575392279338,0.0283715750691672,0.096422337728131,0.212111124381133,0.11319188302381,199,0.216912348908009,37,"louse"
"331","laut","gesture",0.673356472346105,0.0451360056296679,0.579466291000531,0.758607510313729,0.677773372,62,0.141514091192857,29,"loud"
"332","laut","multimodal",0.707114876632559,0.0388267724933813,0.628099260420001,0.779656867654369,0.734244034642857,52,0.141514091192857,29,"loud"
"333","laut","vocal",0.552266952667014,0.0558059201134159,0.443920859127106,0.655713061781141,0.59272994345,33,0.141514091192857,29,"loud"
"334","lebendig","gesture",0.446214623574212,0.0461254297558173,0.355100036163365,0.536582693777607,0.428855114704545,144,0.106040143980519,62,"alive"
"335","lebendig","multimodal",0.471512300878401,0.0427947298160099,0.389365552314299,0.556807883469388,0.432643965909091,155,0.106040143980519,62,"alive"
"336","lebendig","vocal",0.328796935686781,0.0469533209904919,0.242268117289398,0.424842009574353,0.326603821928571,93,0.106040143980519,62,"alive"
"337","Leber","gesture",0.302185797616732,0.0426877165475003,0.223934499162013,0.39224279637701,0.322547868333333,169,0.234379670383333,35,"liver"
"338","Leber","multimodal",0.316919034314069,0.041055177235059,0.241636287146811,0.402736866087045,0.274413454555556,192,0.234379670383333,35,"liver"
"339","Leber","vocal",0.136782753873988,0.0300835145094538,0.0877444276512599,0.207956071158148,0.08816819795,204,0.234379670383333,35,"liver"
"340","lecken","gesture",0.739257003877488,0.0422053778515298,0.649616936976203,0.81322976777463,0.771395496642857,27,0.174119314105952,8,"to lick"
"341","lecken","multimodal",0.767153087385319,0.0346466661083487,0.69165459324596,0.827021407967175,0.828995826380952,19,0.174119314105952,8,"to lick"
"342","lecken","vocal",0.636934302211488,0.0498836340664757,0.533516836560123,0.729671480960189,0.654876512275,27,0.174119314105952,8,"to lick"
"343","leise","gesture",0.622490918633067,0.0469944809655009,0.526261831623133,0.710079216609074,0.600052491238095,91,0.142644872461905,60,"silent"
"344","leise","multimodal",0.7122619381056,0.037573743890235,0.630323663675149,0.780336845041178,0.7426973637,49,0.142644872461905,60,"silent"
"345","leise","vocal",0.585478752435586,0.0522544113004752,0.478522862994658,0.682505383617582,0.613600102857143,31,0.142644872461905,60,"silent"
"346","Löffel","gesture",0.582512671880078,0.0454739399403121,0.488274775502522,0.672680921562396,0.62145011602381,85,0.356729417095238,27,"spoon"
"347","Löffel","multimodal",0.608573915672707,0.041012639804368,0.526461158311129,0.688002941433563,0.644255978285714,93,0.356729417095238,27,"spoon"
"348","Löffel","vocal",0.332013997385956,0.0486324336282584,0.244361801329539,0.428740712682733,0.287526561190476,112,0.356729417095238,27,"spoon"
"349","machen","gesture",0.379997434429025,0.0451601544675917,0.293190582006946,0.474755658943456,0.385560632675,154,0.214693837225,21,"to make"
"350","machen","multimodal",0.400433875963727,0.0452152408217278,0.320237433988846,0.488040758234835,0.35697024355,172,0.214693837225,21,"to make"
"351","machen","vocal",0.207886584006766,0.0351607054577527,0.144868077390584,0.289771982196823,0.17086679545,175,0.214693837225,21,"to make"
"352","mahlen","gesture",0.543589580872605,0.0511790333294534,0.44437424388459,0.641032183612185,0.57511998505,105,0.214583078875,40,"to grind"
"353","mahlen","multimodal",0.553778871030465,0.0446383534659969,0.464361598817408,0.638113614736704,0.548171145285714,121,0.214583078875,40,"to grind"
"354","mahlen","vocal",0.360615262744279,0.0523225011697279,0.264921189627889,0.469574758454775,0.360536906175,81,0.214583078875,40,"to grind"
"355","Mann","gesture",0.646404833094105,0.0410409420463046,0.558145506837363,0.724192852039562,0.670808263931818,66,0.243872743265151,36,"male"
"356","Mann","multimodal",0.626345732461397,0.0405226757464607,0.54403235786785,0.703595746303274,0.620059605309524,100,0.243872743265151,36,"male"
"357","Mann","vocal",0.408793172334007,0.0499310808007185,0.315944212478911,0.511723234587622,0.426935520666667,64,0.243872743265151,36,"male"
"358","Mund","gesture",0.670679648855069,0.0417876631379303,0.584865043533147,0.746563976001462,0.70282210915,51,0.136517087172727,42,"mouth"
"359","Mund","multimodal",0.682355674235135,0.0390608298491893,0.603143698265922,0.753275361396102,0.6741563259,81,0.136517087172727,42,"mouth"
"360","Mund","vocal",0.555542184840269,0.0511747969017216,0.452831689091377,0.65176576713601,0.566305021977273,39,0.136517087172727,42,"mouth"
"361","Nabel","gesture",0.407183323696999,0.0516206263556232,0.310158775718723,0.508951302562171,0.40718321825,149,0.286097225264069,30,"navel"
"362","Nabel","multimodal",0.454213714471396,0.0435305006042662,0.367013633468172,0.538984601736008,0.449784192454545,149,0.286097225264069,30,"navel"
"363","Nabel","vocal",0.211138724385434,0.0400535322639274,0.14268232558321,0.301788332790031,0.163686967190476,179,0.286097225264069,30,"navel"
"364","Nacht","gesture",0.328232023991275,0.0438130335893664,0.249614913641768,0.418972043563401,0.287635182625,175,0.0813789674,42,"night"
"365","Nacht","multimodal",0.375239185210107,0.0425899653881886,0.297248144902859,0.459874521220416,0.32651537845,178,0.0813789674,42,"night"
"366","Nacht","vocal",0.278340039023427,0.0466216011168713,0.196057113717677,0.381602450477494,0.24513641105,136,0.0813789674,42,"night"
"367","Nacken","gesture",0.498872526804766,0.0482339135284962,0.406858483761314,0.591154589386513,0.486726678636364,132,0.374164836095238,42,"neck"
"368","Nacken","multimodal",0.541812238622615,0.044893223212376,0.452577914734466,0.629023924188592,0.603546063857143,105,0.374164836095238,42,"neck"
"369","Nacken","vocal",0.276013502889695,0.046195569444472,0.193852504793683,0.379038190541668,0.229381227761905,147,0.374164836095238,42,"neck"
"370","Name","gesture",0.347231608208996,0.0486053172476481,0.258449078502023,0.447489453118697,0.348343715888889,162,0.167149740288889,27,"name"
"371","Name","multimodal",0.345937770246276,0.0417754572275493,0.268966572354785,0.43018862380172,0.285603794333333,189,0.167149740288889,27,"name"
"372","Name","vocal",0.212959315268472,0.0392326815789491,0.145744031746791,0.298890880226675,0.1811939756,172,0.167149740288889,27,"name"
"373","Nase","gesture",0.661073637688217,0.0474983112608322,0.566576104777318,0.745485876503423,0.684006891309524,59,0.272145556104545,14,"nose"
"374","Nase","multimodal",0.67799409114685,0.0391262003732129,0.593777090285976,0.751830755839279,0.686188412454545,73,0.272145556104545,14,"nose"
"375","Nase","vocal",0.430767312973117,0.0539286993953162,0.329176757429971,0.535651185866307,0.41404285635,66,0.272145556104545,14,"nose"
"376","nass","gesture",0.408185272257036,0.0454778849613591,0.319066434048231,0.501736898563413,0.369242831840909,157,0.1280239046829,86,"wet"
"377","nass","multimodal",0.514591741944587,0.0438494288463796,0.425964798568967,0.601694441362023,0.49726673652381,135,0.1280239046829,86,"wet"
"378","nass","vocal",0.364081426550644,0.0496315960050922,0.270655153831501,0.466186988749311,0.3844221352,71,0.1280239046829,86,"wet"
"379","nehmen","gesture",0.702242206243693,0.041432110026451,0.613455822197182,0.775961795872293,0.753449118659091,32,0.565042363849567,133,"to take"
"380","nehmen","multimodal",0.628224464179469,0.043026402780334,0.537766145522108,0.710639522685392,0.625912319973684,97,0.565042363849567,133,"to take"
"381","nehmen","vocal",0.261684709408976,0.0464518959061132,0.181287446722091,0.363457891976078,0.188406754809524,165,0.565042363849567,133,"to take"
"382","neu","gesture",0.252323663145827,0.0376541464994719,0.183555710080828,0.333040662209987,0.216735126166667,198,0.108928002775,16,"new"
"383","neu","multimodal",0.300851763766555,0.0379841300537529,0.229886605872293,0.378493642714698,0.268808203875,194,0.108928002775,16,"new"
"384","neu","vocal",0.177930243245207,0.0343298005453189,0.119476635270969,0.255195405514661,0.1598802011,182,0.108928002775,16,"new"
"385","nicht","gesture",0.503545388229524,0.0505808880587726,0.405087017784975,0.60289484079827,0.535446773023809,116,0.199680426223809,79,"not"
"386","nicht","multimodal",0.462816340091338,0.0453494861928089,0.376461680510202,0.554979682587075,0.379248855704545,167,0.199680426223809,79,"not"
"387","nicht","vocal",0.340093482797742,0.0535741977919313,0.244089687408889,0.450889959145587,0.3357663468,88,0.199680426223809,79,"not"
"388","oben","gesture",0.797227392259455,0.0333970911757514,0.724941358487822,0.855730500861223,0.874425748391304,8,0.613199576108696,121,"up"
"389","oben","multimodal",0.711371086361496,0.038046334604268,0.629830694716248,0.781478974040843,0.7179905737,56,0.613199576108696,121,"up"
"390","oben","vocal",0.303201997520648,0.0446470175573834,0.222323741993897,0.399158624360576,0.261226172282609,129,0.613199576108696,121,"up"
"391","Oberschenkel","gesture",0.546356117946004,0.0500618665110064,0.447214113454284,0.642359628437199,0.596047972181818,94,0.42874238975,83,"thigh"
"392","Oberschenkel","multimodal",0.460756345705524,0.0462691693731166,0.372812453672931,0.552593276316224,0.410409964809524,161,0.42874238975,83,"thigh"
"393","Oberschenkel","vocal",0.216090777285904,0.0408768985474947,0.145882403568425,0.31062365377531,0.167305582431818,177,0.42874238975,83,"thigh"
"394","Ohr","gesture",0.655753376597173,0.0473444790922108,0.557791352313005,0.743966267522134,0.708007788657895,49,0.377043882315789,65,"ear"
"395","Ohr","multimodal",0.604421893500744,0.0436343488515528,0.515790920412732,0.688629779625449,0.577430600025,114,0.377043882315789,65,"ear"
"396","Ohr","vocal",0.371046650909661,0.0533662586230403,0.274854271303648,0.482268117786264,0.330963906342105,89,0.377043882315789,65,"ear"
"397","Piepsen","gesture",0.354712168941222,0.0470562567368075,0.2669354991367,0.458368453624764,0.231756925772727,191,0.494611106941558,169,"squeak"
"398","Piepsen","multimodal",0.641306872061804,0.0429663172906756,0.5546050652708,0.718938145503249,0.709795953833333,58,0.494611106941558,169,"squeak"
"399","Piepsen","vocal",0.646604946492743,0.0508305776962925,0.541083647023986,0.738870773709549,0.726368032714286,22,0.494611106941558,169,"squeak"
"400","pusten","gesture",0.633887942236123,0.0507607061350493,0.531355815289994,0.727698556446004,0.556397769710526,111,0.314041730051378,106,"to blow"
"401","pusten","multimodal",0.794475827166249,0.030746826264797,0.727629246068496,0.847437772770474,0.870439499761905,6,0.314041730051378,106,"to blow"
"402","pusten","vocal",0.802441423560897,0.0382387777380777,0.716612071148294,0.865479876554013,0.864637756952381,5,0.314041730051378,106,"to blow"
