"trial_order","dyad","participant_dyad","participant_ID","exp_part","modality","expressibility_dutch","concept","correction","guess_binary","cosine_similarity","stimulus","answer","SemanticSubcat","sessionID"
53,18,0,17,2,"vocal",0.673960888054455,"to suck",1,0,0.772,"zuigen","slurpen","vocal_oral","18_2"
54,18,0,17,2,"vocal",0.673960888054455,"to suck",2,0,0.606,"zuigen","fluiten","vocal_oral","18_2"
60,18,1,18,2,"vocal",0.306589745694138,"far",0,0,0.548,"ver","vallen","spatial","18_2"
61,18,1,18,2,"vocal",0.306589745694138,"far",1,0,0.504,"ver","luchtalarm","spatial","18_2"
62,18,1,18,2,"vocal",0.306589745694138,"far",2,0,0.568,"ver","vermoeid","spatial","18_2"
63,18,1,18,2,"vocal",0.486748744260416,"rain",0,0,0.493,"regen","typen","environment","18_2"
64,18,1,18,2,"vocal",0.486748744260416,"rain",1,0,0.55,"regen","boom","environment","18_2"
65,18,1,18,2,"vocal",0.486748744260416,"rain",2,1,1,"regen","regen","environment","18_2"
66,18,1,18,2,"vocal",0.74489926936724,"squeak",0,0,0.567,"piepen","kat","auditory","18_2"
67,18,1,18,2,"vocal",0.74489926936724,"squeak",1,0,0.734,"piepen","zeuren","auditory","18_2"
68,18,1,18,2,"vocal",0.293526913460625,"to hear",0,0,0.689,"horen","snappen","auditory","18_2"
69,18,1,18,2,"vocal",0.293526913460625,"to hear",1,0,0.723,"horen","begrijpen","auditory","18_2"
70,18,1,18,2,"vocal",0.293526913460625,"to hear",2,0,0.813,"horen","luisteren","auditory","18_2"
71,18,1,18,2,"vocal",0.303762958061108,"to hunt",0,1,1,"jagen","jagen","survival","18_2"
72,18,1,18,2,"vocal",0.343503131163236,"to jump",0,0,0.732,"springen","gooien","locomotion","18_2"
73,18,1,18,2,"vocal",0.343503131163236,"to jump",1,1,1,"springen","springen","locomotion","18_2"
74,18,1,18,2,"vocal",0.50270369735164,"to smell",0,1,1,"ruiken","ruiken","olfactory","18_2"
77,18,0,17,2,"combined",0.689936218632502,"I",0,0,0.619,"ik","begrijpen","social","18_2"
78,18,0,17,2,"combined",0.689936218632502,"I",1,0,0.539,"ik","student","social","18_2"
79,18,0,17,2,"combined",0.689936218632502,"I",2,0,0.645,"ik","vrouw","social","18_2"
80,18,0,17,2,"combined",0.734358077385097,"dead",0,1,1,"dood","dood","animate","18_2"
81,18,0,17,2,"combined",0.741024648680267,"fish",0,1,1,"vis","vis","animal","18_2"
82,18,0,17,2,"combined",0.523817227867007,"horn",0,0,0.585,"hoorn","ezel","other","18_2"
83,18,0,17,2,"combined",0.523817227867007,"horn",1,0,0.704,"hoorn","neushoorn","other","18_2"
84,18,0,17,2,"combined",0.523817227867007,"horn",2,1,1,"hoorn","hoorn","other","18_2"
85,18,0,17,2,"combined",0.835895891065153,"sad",0,0,0.695,"verdrietig","huilen","valence","18_2"
86,18,0,17,2,"combined",0.835895891065153,"sad",1,1,1,"verdrietig","verdrietig","valence","18_2"
87,18,0,17,2,"combined",0.808141386412857,"to breathe",0,1,1,"ademen","ademen","olfactory","18_2"
88,18,0,17,2,"combined",0.561280966931274,"to know",0,0,0.749,"weten","kennis","cognitive","18_2"
89,18,0,17,2,"combined",0.561280966931274,"to know",1,0,0.591,"weten","brein","cognitive","18_2"
90,18,0,17,2,"combined",0.561280966931274,"to know",2,0,0.594,"weten","antwoord","cognitive","18_2"
94,18,1,18,2,"combined",0.582985856060995,"not",0,0,0.873,"niet","nee","logical","18_2"
95,18,1,18,2,"combined",0.582985856060995,"not",1,0,0.732,"niet","mogen","logical","18_2"
96,18,1,18,2,"combined",0.582985856060995,"not",2,0,0.538,"niet","kiezen","logical","18_2"
97,18,1,18,2,"combined",0.820863352178508,"silent",0,0,0.811,"stil","zacht","auditory","18_2"
98,18,1,18,2,"combined",0.820863352178508,"silent",1,1,1,"stil","stil","auditory","18_2"
99,18,1,18,2,"combined",0.779274600156361,"small",0,1,1,"klein","klein","quantity","18_2"
100,18,1,18,2,"combined",0.780811330443828,"to bite",0,1,1,"bijten","bijten","vocal_oral","18_2"
101,18,1,18,2,"combined",0.803268146536285,"to throw",0,1,1,"gooien","gooien","manual","18_2"
102,18,1,18,2,"combined",0.83908076354321,"to walk",0,0,0.875,"lopen","wandelen","locomotion","18_2"
103,18,1,18,2,"combined",0.83908076354321,"to walk",1,0,0.864,"lopen","hardlopen","locomotion","18_2"
104,18,1,18,2,"combined",0.83908076354321,"to walk",2,0,0.749,"lopen","joggen","locomotion","18_2"
105,18,1,18,2,"combined",0.574876010515767,"water",0,0,0.727,"water","waterval","environment","18_2"
106,18,1,18,2,"combined",0.574876010515767,"water",1,0,0.708,"water","kraan","environment","18_2"
107,18,1,18,2,"combined",0.574876010515767,"water",2,1,1,"water","water","environment","18_2"
3,19,0,19,1,"vocal",0.744751221657995,"cold",0,1,1,"koud","koud","temperature","19_1"
4,19,0,19,1,"vocal",0.846022321803246,"dog",0,1,1,"hond","hond","animal","19_1"
5,19,0,19,1,"vocal",0.38282540003767,"heavy",0,0,0.602,"zwaar","zuchten","quantity","19_1"
6,19,0,19,1,"vocal",0.310336292435631,"old",0,0,0.539,"oud","pijn","time","19_1"
7,19,0,19,1,"vocal",0.361936361379245,"sour",0,0,0.546,"zuur","zuchten","gustatory","19_1"
8,19,0,19,1,"vocal",0.302403521174031,"to catch",0,0,0.602,"vangen","afkeuren","manual","19_1"
9,19,0,19,1,"vocal",0.451697867828672,"to fly",0,0,0.53,"vliegen","opgelucht","locomotion","19_1"
12,19,1,20,1,"vocal",0.423358570613411,"dead",0,0,0.559,"dood","overgeven","animate","19_1"
13,19,1,20,1,"vocal",0.549301947437214,"lightning",0,0,0.59,"bliksem","bom","environment","19_1"
14,19,1,20,1,"vocal",0.408761111306824,"strong",0,0,0.614,"sterk","boos","animate","19_1"
15,19,1,20,1,"vocal",0.805891834375597,"to blow",0,0,0.732,"blazen","wind","vocal_oral","19_1"
16,19,1,20,1,"vocal",0.672077057888257,"to eat",0,1,1,"eten","eten","vocal_oral","19_1"
17,19,1,20,1,"vocal",0.388979878106872,"to know",0,0,0.593,"weten","verwonderen","cognitive","19_1"
18,19,1,20,1,"vocal",0.687199600527179,"to lick",0,0,0.593,"likken","eten","gustatory","19_1"
21,19,0,19,1,"combined",0.72586293491431,"fast",0,0,0.688,"snel","rennen","manner","19_1"
22,19,0,19,1,"combined",0.656370403148978,"female",0,1,1,"vrouw","vrouw","animate","19_1"
23,19,0,19,1,"combined",0.687562055559869,"good",0,0,0.538,"goed","aanmoedigen","valence","19_1"
24,19,0,19,1,"combined",0.785049622345663,"hot",0,0,0.856,"heet","warm","temperature","19_1"
25,19,0,19,1,"combined",0.307835133794218,"sweet",0,0,0.625,"zoet","knap","gustatory","19_1"
26,19,0,19,1,"combined",0.83134459155959,"to cry",0,1,1,"huilen","huilen","vocal_oral","19_1"
27,19,0,19,1,"combined",0.803268146536285,"to throw",0,1,1,"gooien","gooien","manual","19_1"
30,19,1,20,1,"combined",0.595086558643404,"child",0,0,0.51,"kind","likken","social","19_1"
31,19,1,20,1,"combined",0.639905020121821,"loud",0,0,0.734,"luidruchtig","schreeuwen","auditory","19_1"
32,19,1,20,1,"combined",0.63512643878935,"mountain",0,1,1,"berg","berg","environment","19_1"
33,19,1,20,1,"combined",0.80478903012149,"snake",0,1,1,"slang","slang","animal","19_1"
34,19,1,20,1,"combined",0.543249319540667,"squeak",0,0,0.6,"piepen","kuiken","auditory","19_1"
35,19,1,20,1,"combined",0.779574764611609,"to chew",0,0,0.622,"kauwen","koekje","gustatory","19_1"
36,19,1,20,1,"combined",0.808464019729012,"to swim",0,1,1,"zwemmen","zwemmen","locomotion","19_1"
39,19,0,19,1,"gesture",0.292422929920138,"bitter",0,0,0.708,"bitter","vies","gustatory","19_1"
40,19,0,19,1,"gesture",0.400420365943101,"buzz",0,0,0.53,"zoemen","eng","auditory","19_1"
41,19,0,19,1,"gesture",0.71663074651487,"cat",0,0,0.548,"kat","kruipen","animal","19_1"
42,19,0,19,1,"gesture",0.577545048933384,"far",0,0,0.582,"ver","zoeken","spatial","19_1"
43,19,0,19,1,"gesture",0.501172040780983,"sharp",0,0,0.623,"scherp","snijden","haptic","19_1"
44,19,0,19,1,"gesture",0.594711648335829,"tail",0,1,1,"staart","staart","quantity","19_1"
45,19,0,19,1,"gesture",0.767441240842589,"to smell",0,1,1,"ruiken","ruiken","olfactory","19_1"
48,19,1,20,1,"gesture",0.696928502541587,"I",0,1,1,"ik","ik","social","19_1"
49,19,1,20,1,"gesture",0.803028772880841,"angry",0,1,1,"boos","boos","valence","19_1"
50,19,1,20,1,"gesture",0.763929389158889,"high",0,0,0.712,"hoog","omhoog","auditory","19_1"
51,19,1,20,1,"gesture",0.580764408529184,"odor",0,0,0.933,"geur","ruiken","olfactory","19_1"
52,19,1,20,1,"gesture",0.782210786119577,"small",0,1,1,"klein","klein","quantity","19_1"
53,19,1,20,1,"gesture",0.797135486956284,"to hit",0,1,1,"slaan","slaan","manual","19_1"
54,19,1,20,1,"gesture",0.829161424358265,"to laugh",0,1,1,"lachen","lachen","vocal_oral","19_1"
7,19,0,19,2,"vocal",0.51844889378327,"fish",0,1,1,"vis","vis","animal","19_2"
8,19,0,19,2,"vocal",0.571342868662109,"happy",0,0,0.53,"blij","boren","valence","19_2"
9,19,0,19,2,"vocal",0.571342868662109,"happy",1,0,0.673,"blij","lachen","valence","19_2"
10,19,0,19,2,"vocal",0.571342868662109,"happy",2,0,0.624,"blij","giechelen","valence","19_2"
11,19,0,19,2,"vocal",0.612503914010408,"horn",0,0,0.685,"hoorn","klokken","other","19_2"
12,19,0,19,2,"vocal",0.612503914010408,"horn",1,0,0.701,"hoorn","trommelen","other","19_2"
13,19,0,19,2,"vocal",0.612503914010408,"horn",2,0,0.67,"hoorn","muziek","other","19_2"
14,19,0,19,2,"vocal",0.332493391437193,"not",0,0,0.599,"niet","afkeuren","logical","19_2"
15,19,0,19,2,"vocal",0.332493391437193,"not",1,0,0.577,"niet","verliezen","logical","19_2"
16,19,0,19,2,"vocal",0.332493391437193,"not",2,0,0.619,"niet","jammer","logical","19_2"
17,19,0,19,2,"vocal",0.693961201585873,"scared",0,1,1,"bang","bang","valence","19_2"
18,19,0,19,2,"vocal",0.407214738448983,"to fall",0,0,0.588,"vallen","dicht","locomotion","19_2"
19,19,0,19,2,"vocal",0.407214738448983,"to fall",1,0,0.607,"vallen","ontploffing","locomotion","19_2"
20,19,0,19,2,"vocal",0.407214738448983,"to fall",2,0,0.588,"vallen","dicht","locomotion","19_2"
21,19,0,19,2,"vocal",0.343503131163236,"to jump",0,1,1,"springen","springen","locomotion","19_2"
26,19,1,20,2,"vocal",0.286021122209493,"egg",0,0,0.77,"ei","kip","object","19_2"
27,19,1,20,2,"vocal",0.286021122209493,"egg",1,0,0.519,"ei","pikken","object","19_2"
28,19,1,20,2,"vocal",0.286021122209493,"egg",2,0,0.656,"ei","vogel","object","19_2"
29,19,1,20,2,"vocal",0.56695234249888,"fly",0,0,0.742,"vlieg","mug","animal","19_2"
30,19,1,20,2,"vocal",0.56695234249888,"fly",1,0,0.575,"vlieg","bij","animal","19_2"
31,19,1,20,2,"vocal",0.56695234249888,"fly",2,0,0.942,"vlieg","vliegen","animal","19_2"
32,19,1,20,2,"vocal",0.753476033670045,"silent",0,1,1,"stil","stil","auditory","19_2"
33,19,1,20,2,"vocal",0.784779073219606,"to breathe",0,1,1,"ademen","ademen","olfactory","19_2"
34,19,1,20,2,"vocal",0.79853309737283,"to vomit",0,0,0.887,"kotsen","overgeven","gustatory","19_2"
35,19,1,20,2,"vocal",0.79853309737283,"to vomit",1,0,0.648,"kotsen","vies","gustatory","19_2"
36,19,1,20,2,"vocal",0.79853309737283,"to vomit",2,0,0.657,"kotsen","goor","gustatory","19_2"
37,19,1,20,2,"vocal",0.703341393070909,"to whisper",0,1,1,"fluisteren","fluisteren","auditory","19_2"
38,19,1,20,2,"vocal",0.609732905825591,"wind",0,1,1,"wind","wind","environment","19_2"
45,19,0,19,2,"combined",0.599769001504526,"maybe",0,0,0.642,"misschien","twijfelen","logical","19_2"
46,19,0,19,2,"combined",0.599769001504526,"maybe",1,0,0.784,"misschien","denken","logical","19_2"
47,19,0,19,2,"combined",0.599769001504526,"maybe",2,0,0.562,"misschien","onzeker","logical","19_2"
48,19,0,19,2,"combined",0.716614849190809,"sick",0,0,0.703,"ziek","moe","animate","19_2"
49,19,0,19,2,"combined",0.716614849190809,"sick",1,0,0.538,"ziek","zweten","animate","19_2"
50,19,0,19,2,"combined",0.716614849190809,"sick",2,1,1,"ziek","ziek","animate","19_2"
51,19,0,19,2,"combined",0.780811330443828,"to bite",0,0,0.698,"bijten","eten","vocal_oral","19_2"
52,19,0,19,2,"combined",0.780811330443828,"to bite",1,0,0.979,"bijten","happen","vocal_oral","19_2"
53,19,0,19,2,"combined",0.780811330443828,"to bite",2,1,1,"bijten","bijten","vocal_oral","19_2"
54,19,0,19,2,"combined",0.56189613651175,"to burn",0,1,1,"verbranden","verbranden","other","19_2"
55,19,0,19,2,"combined",0.786001237160513,"to crawl",0,1,1,"kruipen","kruipen","locomotion","19_2"
56,19,0,19,2,"combined",0.820194675119722,"to fight",0,1,1,"vechten","vechten","survival","19_2"
57,19,0,19,2,"combined",0.857717036574825,"to sleep",0,1,1,"slapen","slapen","survival","19_2"
63,19,1,20,2,"combined",0.806460221089258,"bird",0,1,1,"vogel","vogel","animal","19_2"
64,19,1,20,2,"combined",0.719579068930045,"rain",0,1,1,"regen","regen","environment","19_2"
65,19,1,20,2,"combined",0.697044299048591,"slow",0,0,0.901,"langzaam","sloom","manner","19_2"
66,19,1,20,2,"combined",0.770642312607539,"thick",0,1,1,"dik","dik","quantity","19_2"
67,19,1,20,2,"combined",0.560816179699852,"thunder",0,0,0.616,"onweer","vuurwerk","environment","19_2"
68,19,1,20,2,"combined",0.560816179699852,"thunder",1,0,0.61335,"onweer","oud en nieuw","environment","19_2"
69,19,1,20,2,"combined",0.560816179699852,"thunder",2,0,0.621,"onweer","douche","environment","19_2"
70,19,1,20,2,"combined",0.809230111883697,"to drink",0,1,1,"drinken","drinken","vocal_oral","19_2"
71,19,1,20,2,"combined",0.713962417775868,"to growl",0,0,0.653,"grommen","boos","vocal_oral","19_2"
72,19,1,20,2,"combined",0.713962417775868,"to growl",1,1,1,"grommen","grommen","vocal_oral","19_2"
76,19,0,19,2,"gesture",0.75757088404005,"big",0,1,1,"groot","groot","quantity","19_2"
77,19,0,19,2,"gesture",0.584517923117511,"disgusted",0,0,0.677,"walgen","vies","valence","19_2"
78,19,0,19,2,"gesture",0.584517923117511,"disgusted",1,0,0.664,"walgen","goor","valence","19_2"
79,19,0,19,2,"gesture",0.584517923117511,"disgusted",2,0,0.649,"walgen","afwijzen","valence","19_2"
80,19,0,19,2,"gesture",0.816931671134317,"sad",0,0,0.862,"verdrietig","somber","valence","19_2"
81,19,0,19,2,"gesture",0.816931671134317,"sad",1,0,0.695,"verdrietig","huilen","valence","19_2"
82,19,0,19,2,"gesture",0.816931671134317,"sad",2,1,1,"verdrietig","verdrietig","valence","19_2"
83,19,0,19,2,"gesture",0.63343521888758,"to hunt",0,0,0.735,"jagen","schieten","survival","19_2"
84,19,0,19,2,"gesture",0.63343521888758,"to hunt",1,0,0.627,"jagen","springen","survival","19_2"
85,19,0,19,2,"gesture",0.63343521888758,"to hunt",2,1,1,"jagen","jagen","survival","19_2"
86,19,0,19,2,"gesture",0.607218233017746,"to stand",0,0,0.658,"staan","hurken","locomotion","19_2"
87,19,0,19,2,"gesture",0.607218233017746,"to stand",1,0,0.754,"staan","opstaan","locomotion","19_2"
88,19,0,19,2,"gesture",0.607218233017746,"to stand",2,0,0.733,"staan","rechtop","locomotion","19_2"
89,19,0,19,2,"gesture",0.641118953574169,"to suck",0,1,1,"zuigen","zuigen","vocal_oral","19_2"
90,19,0,19,2,"gesture",0.560355838581374,"water",0,1,1,"water","water","environment","19_2"
93,19,1,20,2,"gesture",0.612736156749429,"fire",0,0,0.55,"vuur","vaas","object","19_2"
94,19,1,20,2,"gesture",0.612736156749429,"fire",1,0,0.82,"vuur","open haard","object","19_2"
95,19,1,20,2,"gesture",0.612736156749429,"fire",2,1,1,"vuur","vuur","object","19_2"
96,19,1,20,2,"gesture",0.578869739327133,"male",0,0,0.535,"man","plassen","animate","19_2"
97,19,1,20,2,"gesture",0.578869739327133,"male",1,1,1,"man","man","animate","19_2"
98,19,1,20,2,"gesture",0.28573045256734,"salt",0,0,0.58,"zout","eten","gustatory","19_2"
99,19,1,20,2,"gesture",0.28573045256734,"salt",1,1,1,"zout","zout","gustatory","19_2"
100,19,1,20,2,"gesture",0.667171182662108,"to give",0,0,0.695,"geven","cadeau","manual","19_2"
101,19,1,20,2,"gesture",0.667171182662108,"to give",1,0,0.714,"geven","delen","manual","19_2"
102,19,1,20,2,"gesture",0.667171182662108,"to give",2,1,1,"geven","geven","manual","19_2"
103,19,1,20,2,"gesture",0.755612083056296,"to hear",0,0,0.813,"horen","luisteren","auditory","19_2"
104,19,1,20,2,"gesture",0.755612083056296,"to hear",1,1,1,"horen","horen","auditory","19_2"
105,19,1,20,2,"gesture",0.826568126656141,"to run",0,1,1,"rennen","rennen","locomotion","19_2"
106,19,1,20,2,"gesture",0.841423850173278,"to walk",0,1,1,"lopen","lopen","locomotion","19_2"
3,1,0,21,1,"gesture",0.696928502541587,"I",0,1,1,"ik","ik","social","1_1"
4,1,0,21,1,"gesture",0.584517923117511,"disgusted",0,0,0.676,"walgen","overgeven","valence","1_1"
5,1,0,21,1,"gesture",0.545621192753626,"egg",0,0,0.532,"ei","poepen","object","1_1"
6,1,0,21,1,"gesture",0.763929389158889,"high",0,0,0.577,"hoog","lucht","auditory","1_1"
7,1,0,21,1,"gesture",0.828570667489932,"to drink",0,1,1,"drinken","drinken","vocal_oral","1_1"
8,1,0,21,1,"gesture",0.829161424358265,"to laugh",0,1,1,"lachen","lachen","vocal_oral","1_1"
9,1,0,21,1,"gesture",0.857932288330088,"to sleep",0,1,1,"slapen","slapen","survival","1_1"
12,1,1,22,1,"gesture",0.618296512390658,"loud",0,0,0.734,"luidruchtig","schreeuwen","auditory","1_1"
13,1,1,22,1,"gesture",0.546206866167494,"not",0,0,0.873,"niet","nee","logical","1_1"
14,1,1,22,1,"gesture",0.756104836111392,"thick",0,0,0.599,"dik","taille","quantity","1_1"
15,1,1,22,1,"gesture",0.833642786833868,"to fly",0,1,1,"vliegen","vliegen","locomotion","1_1"
16,1,1,22,1,"gesture",0.834800108850706,"to jump",0,1,1,"springen","springen","locomotion","1_1"
17,1,1,22,1,"gesture",0.802266372635419,"to vomit",0,0,0.77,"kotsen","walgen","gustatory","1_1"
18,1,1,22,1,"gesture",0.535647636647091,"wind",0,0,0.501,"wind","vallen","environment","1_1"
21,1,0,21,1,"combined",0.782999080138815,"cat",0,1,1,"kat","kat","animal","1_1"
22,1,0,21,1,"combined",0.656370403148978,"female",0,1,1,"vrouw","vrouw","animate","1_1"
23,1,0,21,1,"combined",0.680855320383285,"heavy",0,0,0.797,"zwaar","dik","quantity","1_1"
24,1,0,21,1,"combined",0.562319704396451,"male",0,0,0.535,"man","sterk","animate","1_1"
25,1,0,21,1,"combined",0.82173351174681,"strong",0,0,0.571,"sterk","bodybuilder","animate","1_1"
26,1,0,21,1,"combined",0.723823542025595,"to fall",0,1,1,"vallen","vallen","locomotion","1_1"
27,1,0,21,1,"combined",0.561280966931274,"to know",0,0,0.757,"weten","bedenken","cognitive","1_1"
30,1,1,22,1,"combined",0.818182220108296,"angry",0,1,1,"boos","boos","valence","1_1"
31,1,1,22,1,"combined",0.647930328473485,"buzz",0,0,0.616,"zoemen","vliegen","auditory","1_1"
32,1,1,22,1,"combined",0.820863352178508,"silent",0,0,0.896,"stil","stilte","auditory","1_1"
33,1,1,22,1,"combined",0.808141386412857,"to breathe",0,0,0.743,"ademen","zuchten","olfactory","1_1"
34,1,1,22,1,"combined",0.671311406311871,"to suck",0,1,1,"zuigen","zuigen","vocal_oral","1_1"
35,1,1,22,1,"combined",0.808464019729012,"to swim",0,1,1,"zwemmen","zwemmen","locomotion","1_1"
36,1,1,22,1,"combined",0.83908076354321,"to walk",0,0,0.864,"lopen","hardlopen","locomotion","1_1"
39,1,0,21,1,"vocal",0.35201321754525,"big",0,0,0.539,"groot","opstijgen","quantity","1_1"
40,1,0,21,1,"vocal",0.431409213563599,"child",0,0,0.881,"kind","baby","social","1_1"
41,1,0,21,1,"vocal",0.571342868662109,"happy",0,0,0.561,"blij","kind","valence","1_1"
42,1,0,21,1,"vocal",0.49098203287298,"hot",0,0,0.531,"heet","vliegen","temperature","1_1"
43,1,0,21,1,"vocal",0.361936361379245,"sour",0,0,0.648,"zuur","misselijk","gustatory","1_1"
44,1,0,21,1,"vocal",0.267089158391543,"to crawl",0,0,0.517,"kruipen","roeien","locomotion","1_1"
45,1,0,21,1,"vocal",0.32044193552744,"to throw",0,0,0.656,"gooien","waaien","manual","1_1"
48,1,1,22,1,"vocal",0.306589745694138,"far",0,0,0.491,"ver","drinken","spatial","1_1"
49,1,1,22,1,"vocal",0.325215717417947,"fire",0,0,0.489,"vuur","kruipen","object","1_1"
50,1,1,22,1,"vocal",0.756185551284266,"snake",0,1,1,"slang","slang","animal","1_1"
51,1,1,22,1,"vocal",0.713509315277749,"to chew",0,0,0.65,"kauwen","smakken","gustatory","1_1"
52,1,1,22,1,"vocal",0.551944383571384,"to fight",0,0,0.612,"vechten","klappen","survival","1_1"
53,1,1,22,1,"vocal",0.751462893836329,"to growl",0,1,1,"grommen","grommen","vocal_oral","1_1"
54,1,1,22,1,"vocal",0.303762958061108,"to hunt",0,0,0.57,"jagen","pistool","survival","1_1"
5,1,0,21,2,"vocal",0.612503914010408,"horn",0,0,0.643,"hoorn","blazen","other","1_2"
6,1,0,21,2,"vocal",0.612503914010408,"horn",1,0,0.548,"hoorn","rijden","other","1_2"
7,1,0,21,2,"vocal",0.612503914010408,"horn",2,0,0.671,"hoorn","orkest","other","1_2"
8,1,0,21,2,"vocal",0.549301947437214,"lightning",0,0,0.62,"bliksem","slaan","environment","1_2"
9,1,0,21,2,"vocal",0.549301947437214,"lightning",1,0,0.677,"bliksem","wegwaaien","environment","1_2"
10,1,0,21,2,"vocal",0.549301947437214,"lightning",2,0,0.541,"bliksem","neerkomen","environment","1_2"
11,1,0,21,2,"vocal",0.338392427450938,"odor",0,0,0.798,"geur","opsnuiven","olfactory","1_2"
12,1,0,21,2,"vocal",0.338392427450938,"odor",1,0,0.629,"geur","walging","olfactory","1_2"
13,1,0,21,2,"vocal",0.338392427450938,"odor",2,0,0.676,"geur","inademen","olfactory","1_2"
14,1,0,21,2,"vocal",0.74489926936724,"squeak",0,0,0.598,"piepen","aap","auditory","1_2"
15,1,0,21,2,"vocal",0.74489926936724,"squeak",1,0,0.568,"piepen","aapje","auditory","1_2"
16,1,0,21,2,"vocal",0.74489926936724,"squeak",2,0,0.573,"piepen","remmen","auditory","1_2"
17,1,0,21,2,"vocal",0.302403521174031,"to catch",0,0,0.923,"vangen","pakken","manual","1_2"
18,1,0,21,2,"vocal",0.302403521174031,"to catch",1,0,0.657,"vangen","weggooien","manual","1_2"
19,1,0,21,2,"vocal",0.302403521174031,"to catch",2,0,0.586,"vangen","glijden","manual","1_2"
20,1,0,21,2,"vocal",0.275959375649482,"to give",0,0,0.588,"geven","schommelen","manual","1_2"
21,1,0,21,2,"vocal",0.275959375649482,"to give",1,0,0.632,"geven","verdergaan","manual","1_2"
22,1,0,21,2,"vocal",0.275959375649482,"to give",2,0,0.577,"geven","zingen","manual","1_2"
23,1,0,21,2,"vocal",0.582960821716634,"to hit",0,1,1,"slaan","slaan","manual","1_2"
30,1,1,22,2,"vocal",0.744751221657995,"cold",0,0,0.533,"koud","zuchten","temperature","1_2"
31,1,1,22,2,"vocal",0.744751221657995,"cold",1,0,0.584,"koud","ontspannen","temperature","1_2"
32,1,1,22,2,"vocal",0.744751221657995,"cold",2,0,NA,"koud",NA,"temperature","1_2"
33,1,1,22,2,"vocal",0.423358570613411,"dead",0,0,0.596,"dood","vallen","animate","1_2"
34,1,1,22,2,"vocal",0.423358570613411,"dead",1,0,0.652,"dood","neerschieten","animate","1_2"
35,1,1,22,2,"vocal",0.423358570613411,"dead",2,0,0.57,"dood","pijn","animate","1_2"
36,1,1,22,2,"vocal",0.45736979983774,"fast",0,0,0.562,"snel","lekken","manner","1_2"
37,1,1,22,2,"vocal",0.45736979983774,"fast",1,0,0.505,"snel","regenen","manner","1_2"
38,1,1,22,2,"vocal",0.45736979983774,"fast",2,0,0.552,"snel","storm","manner","1_2"
39,1,1,22,2,"vocal",0.42473028945648,"good",0,0,0.597,"goed","denken","valence","1_2"
40,1,1,22,2,"vocal",0.42473028945648,"good",1,0,0.697,"goed","blij","valence","1_2"
41,1,1,22,2,"vocal",0.42473028945648,"good",2,0,0.658,"goed","tevreden","valence","1_2"
42,1,1,22,2,"vocal",0.746777577338304,"sad",0,0,0.56,"verdrietig","piepen","valence","1_2"
43,1,1,22,2,"vocal",0.746777577338304,"sad",1,0,0.695,"verdrietig","huilen","valence","1_2"
44,1,1,22,2,"vocal",0.746777577338304,"sad",2,1,1,"verdrietig","verdrietig","valence","1_2"
45,1,1,22,2,"vocal",0.297645530994546,"small",0,0,0.686,"klein","schattig","quantity","1_2"
46,1,1,22,2,"vocal",0.297645530994546,"small",1,0,0.66,"klein","lief","quantity","1_2"
47,1,1,22,2,"vocal",0.297645530994546,"small",2,0,0.652,"klein","aardig","quantity","1_2"
48,1,1,22,2,"vocal",0.246745380421205,"sweet",0,0,0.646,"zoet","eten","gustatory","1_2"
49,1,1,22,2,"vocal",0.246745380421205,"sweet",1,0,0.807,"zoet","lekker","gustatory","1_2"
50,1,1,22,2,"vocal",0.246745380421205,"sweet",2,0,0.791,"zoet","smakelijk","gustatory","1_2"
55,1,0,21,2,"gesture",0.292422929920138,"bitter",0,0,0.791,"bitter","zuur","gustatory","1_2"
56,1,0,21,2,"gesture",0.292422929920138,"bitter",1,0,0.638,"bitter","zout","gustatory","1_2"
57,1,0,21,2,"gesture",0.292422929920138,"bitter",2,0,0.708,"bitter","vies","gustatory","1_2"
58,1,0,21,2,"gesture",0.59811289452599,"fly",0,0,0.942,"vlieg","vliegen","animal","1_2"
59,1,0,21,2,"gesture",0.59811289452599,"fly",1,0,0.503,"vlieg","krimpen","animal","1_2"
60,1,0,21,2,"gesture",0.59811289452599,"fly",2,0,0.781,"vlieg","wegvliegen","animal","1_2"
61,1,0,21,2,"gesture",0.28573045256734,"salt",0,0,0.736,"zout","zuur","gustatory","1_2"
62,1,0,21,2,"gesture",0.28573045256734,"salt",1,1,1,"zout","zout","gustatory","1_2"
63,1,0,21,2,"gesture",0.689425946655567,"slow",0,0,0.614,"langzaam","lopen","manner","1_2"
64,1,0,21,2,"gesture",0.689425946655567,"slow",1,0,0.76665,"langzaam","zachtjes lopen","manner","1_2"
65,1,0,21,2,"gesture",0.689425946655567,"slow",2,1,1,"langzaam","langzaam","manner","1_2"
66,1,0,21,2,"gesture",0.594711648335829,"tail",0,0,0.51665,"staart","wc rol","quantity","1_2"
67,1,0,21,2,"gesture",0.594711648335829,"tail",1,1,1,"staart","staart","quantity","1_2"
68,1,0,21,2,"gesture",0.755612083056296,"to hear",0,0,0.581,"horen","doof","auditory","1_2"
69,1,0,21,2,"gesture",0.755612083056296,"to hear",1,1,1,"horen","horen","auditory","1_2"
70,1,0,21,2,"gesture",0.615289104632194,"to whisper",0,0,0.715,"fluisteren","stil","auditory","1_2"
71,1,0,21,2,"gesture",0.615289104632194,"to whisper",1,0,0.76665,"fluisteren","stilte vragen","auditory","1_2"
