trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID,English,cosine_similarity,guess_binary,expressibility_dutch,SemanticSubcat,filename
107,target,1,ruiken,geluiden,ruiken,0,44_2,2,44,76,to smell,1.0,1,0.50270369735164,olfactory,44_2_trial_106_p1_ruiken_geluiden_c0_final.avi
1,practice,0,auto,gebaren,autorijden,0,45_1,1,45,77,car,0.913,0,,,45_1_pr_0_p0_auto_gebaren_final.avi
2,practice,0,leeg,gebaren,wachten,0,45_1,1,45,77,empty,0.546,0,,,45_1_pr_1_p0_leeg_gebaren_final.avi
3,target,0,boos,gebaren,boos,0,45_1,1,45,77,angry,1.0,1,0.803028772880841,valence,45_1_trial_2_p0_boos_gebaren_final.avi
4,target,0,dood,gebaren,dood,0,45_1,1,45,77,dead,1.0,1,0.75602172047801,animate,45_1_trial_3_p0_dood_gebaren_final.avi
5,target,0,geur,gebaren,stank,0,45_1,1,45,77,odor,0.935,0,0.580764408529184,olfactory,45_1_trial_4_p0_geur_gebaren_final.avi
6,target,0,slaan,gebaren,slaan,0,45_1,1,45,77,to hit,1.0,1,0.797135486956284,manual,45_1_trial_5_p0_slaan_gebaren_final.avi
7,target,0,rennen,gebaren,joggen,0,45_1,1,45,77,to run,0.764,0,0.826568126656141,locomotion,45_1_trial_6_p0_rennen_gebaren_final.avi
8,target,0,zuigen,gebaren,blazen,0,45_1,1,45,77,to suck,0.697,0,0.641118953574169,vocal_oral,45_1_trial_7_p0_zuigen_gebaren_final.avi
9,target,0,lopen,gebaren,wandelen,0,45_1,1,45,77,to walk,0.875,0,0.841423850173278,locomotion,45_1_trial_8_p0_lopen_gebaren_final.avi
10,practice,1,dansen,gebaren,,0,45_1,1,45,78,to dance,0.479,0,,,45_1_pr_9_p1_dansen_gebaren_final.avi
11,practice,1,koken,gebaren,bakken,0,45_1,1,45,78,to cook,0.841,0,,,45_1_pr_10_p1_koken_gebaren_final.avi
12,target,1,koud,gebaren,koud,0,45_1,1,45,78,cold,1.0,1,0.847021849271004,temperature,45_1_trial_11_p1_koud_gebaren_final.avi
13,target,1,goed,gebaren,goed,0,45_1,1,45,78,good,1.0,1,0.690424355205965,valence,45_1_trial_12_p1_goed_gebaren_final.avi
14,target,1,hoog,gebaren,strekken,0,45_1,1,45,78,high,0.598,0,0.763929389158889,auditory,45_1_trial_13_p1_hoog_gebaren_final.avi
15,target,1,luidruchtig,gebaren,schreeuwen,0,45_1,1,45,78,loud,0.734,0,0.618296512390658,auditory,45_1_trial_14_p1_luidruchtig_gebaren_final.avi
16,target,1,oud,gebaren,bejaarde,0,45_1,1,45,78,old,0.799,0,0.553101281867092,time,45_1_trial_15_p1_oud_gebaren_final.avi
17,target,1,vangen,gebaren,pakken,0,45_1,1,45,78,to catch,0.923,0,0.747603541088915,manual,45_1_trial_16_p1_vangen_gebaren_final.avi
18,target,1,lachen,gebaren,lachen,0,45_1,1,45,78,to laugh,1.0,1,0.829161424358265,vocal_oral,45_1_trial_17_p1_lachen_gebaren_final.avi
19,practice,0,bloem,combinatie,verbaasd,0,45_1,1,45,77,flower,0.505,0,,,45_1_pr_18_p0_bloem_combinatie_final.avi
20,practice,0,knippen,combinatie,knippen,0,45_1,1,45,77,to cut,1.0,1,,,45_1_pr_19_p0_knippen_combinatie_final.avi
21,target,0,vogel,combinatie,vliegen,0,45_1,1,45,77,bird,0.717,0,0.806460221089258,animal,45_1_trial_20_p0_vogel_combinatie_final.avi
22,target,0,bitter,combinatie,overgeven,0,45_1,1,45,77,bitter,0.535,0,0.409843169892478,gustatory,45_1_trial_21_p0_bitter_combinatie_final.avi
23,target,0,snel,combinatie,rennen,0,45_1,1,45,77,fast,0.688,0,0.72586293491431,manner,45_1_trial_22_p0_snel_combinatie_final.avi
24,target,0,vuur,combinatie,explosie,0,45_1,1,45,77,fire,0.718,0,0.603966694081322,object,45_1_trial_23_p0_vuur_combinatie_final.avi
25,target,0,sterk,combinatie,sterk,0,45_1,1,45,77,strong,1.0,1,0.82173351174681,animate,45_1_trial_24_p0_sterk_combinatie_final.avi
26,target,0,horen,combinatie,luisteren,0,45_1,1,45,77,to hear,0.813,0,0.740356572783746,auditory,45_1_trial_25_p0_horen_combinatie_final.avi
27,target,0,fluisteren,combinatie,fluisteren,0,45_1,1,45,77,to whisper,1.0,1,0.722861375889574,auditory,45_1_trial_26_p0_fluisteren_combinatie_final.avi
28,practice,1,snijden,combinatie,snijden,0,45_1,1,45,78,to cut,1.0,1,,,45_1_pr_27_p1_snijden_combinatie_final.avi
29,practice,1,comfortabel,combinatie,ontspannen,0,45_1,1,45,78,comfortable,0.771,0,,,45_1_pr_28_p1_comfortabel_combinatie_final.avi
30,target,1,groot,combinatie,zon,0,45_1,1,45,78,big,0.494,0,0.762672115162265,quantity,45_1_trial_29_p1_groot_combinatie_final.avi
31,target,1,vlieg,combinatie,vogel,0,45_1,1,45,78,fly,0.706,0,0.682424716627464,animal,45_1_trial_30_p1_vlieg_combinatie_final.avi
32,target,1,berg,combinatie,regenboog,0,45_1,1,45,78,mountain,0.591,0,0.63512643878935,environment,45_1_trial_31_p1_berg_combinatie_final.avi
33,target,1,zout,combinatie,bitter,0,45_1,1,45,78,salt,0.638,0,0.303234302798168,gustatory,45_1_trial_32_p1_zout_combinatie_final.avi
34,target,1,kauwen,combinatie,smakken,0,45_1,1,45,78,to chew,0.65,0,0.779574764611609,gustatory,45_1_trial_33_p1_kauwen_combinatie_final.avi
35,target,1,ruiken,combinatie,ruiken,0,45_1,1,45,78,to smell,1.0,1,0.762309813460577,olfactory,45_1_trial_34_p1_ruiken_combinatie_final.avi
36,target,1,gooien,combinatie,gooien,0,45_1,1,45,78,to throw,1.0,1,0.803268146536285,manual,45_1_trial_35_p1_gooien_combinatie_final.avi
37,practice,0,haasten,geluiden,hijgen,0,45_1,1,45,77,to hurry,0.582,0,,,45_1_pr_36_p0_haasten_geluiden_final.avi
38,practice,0,rijk,geluiden,niks,0,45_1,1,45,77,rich,0.525,0,,,45_1_pr_37_p0_rijk_geluiden_final.avi
39,target,0,kind,geluiden,huilen,0,45_1,1,45,77,child,0.557,0,0.431409213563599,social,45_1_trial_38_p0_kind_geluiden_final.avi
40,target,0,heet,geluiden,blazen,0,45_1,1,45,77,hot,0.577,0,0.49098203287298,temperature,45_1_trial_39_p0_heet_geluiden_final.avi
41,target,0,ziek,geluiden,bang,0,45_1,1,45,77,sick,0.625,0,0.548898090158061,animate,45_1_trial_40_p0_ziek_geluiden_final.avi
42,target,0,piepen,geluiden,opblazen,0,45_1,1,45,77,squeak,0.62,0,0.74489926936724,auditory,45_1_trial_41_p0_piepen_geluiden_final.avi
43,target,0,dik,geluiden,kauwen,0,45_1,1,45,77,thick,0.53,0,0.328297815791421,quantity,45_1_trial_42_p0_dik_geluiden_final.avi
44,target,0,vechten,geluiden,opblazen,0,45_1,1,45,77,to fight,0.506,0,0.551944383571384,survival,45_1_trial_43_p0_vechten_geluiden_final.avi
45,target,0,geven,geluiden,niks,0,45_1,1,45,77,to give,0.56,0,0.275959375649482,manual,45_1_trial_44_p0_geven_geluiden_final.avi
46,practice,1,olifant,geluiden,snel,0,45_1,1,45,78,elephant,0.504,0,,,45_1_pr_45_p1_olifant_geluiden_final.avi
47,practice,1,gek,geluiden,heks,0,45_1,1,45,78,crazy,0.57,0,,,45_1_pr_46_p1_gek_geluiden_final.avi
48,target,1,ver,geluiden,blazen,0,45_1,1,45,78,far,0.521,0,0.306589745694138,spatial,45_1_trial_47_p1_ver_geluiden_final.avi
49,target,1,klein,geluiden,breken,0,45_1,1,45,78,small,0.535,0,0.297645530994546,quantity,45_1_trial_48_p1_klein_geluiden_final.avi
50,target,1,zoet,geluiden,lekker,0,45_1,1,45,78,sweet,0.807,0,0.246745380421205,gustatory,45_1_trial_49_p1_zoet_geluiden_final.avi
51,target,1,ademen,geluiden,zuchten,0,45_1,1,45,78,to breathe,0.743,0,0.784779073219606,olfactory,45_1_trial_50_p1_ademen_geluiden_final.avi
52,target,1,vallen,geluiden,achtbaan,0,45_1,1,45,78,to fall,0.586,0,0.407214738448983,locomotion,45_1_trial_51_p1_vallen_geluiden_final.avi
53,target,1,kotsen,geluiden,kotsen,0,45_1,1,45,78,to vomit,1.0,1,0.79853309737283,gustatory,45_1_trial_52_p1_kotsen_geluiden_final.avi
54,target,1,wind,geluiden,wind,0,45_1,1,45,78,wind,1.0,1,0.609732905825591,environment,45_1_trial_53_p1_wind_geluiden_final.avi
1,practice,0,klok,geluiden,klok,0,45_2,2,45,77,clock,1.0,1,,,45_2_pr_0_p0_klok_geluiden_c0_final.avi
2,practice,0,geheim,geluiden,fluisteren,0,45_2,2,45,77,secret,0.645,0,,,45_2_pr_1_p0_geheim_geluiden_c0_final.avi
3,practice,0,geheim,geluiden,stilte,1,45_2,2,45,77,secret,0.705,0,,,45_2_pr_2_p0_geheim_geluiden_c1_final.avi
4,practice,0,geheim,geluiden,zwijgen,2,45_2,2,45,77,secret,0.709,0,,,45_2_pr_3_p0_geheim_geluiden_c2_final.avi
5,target,0,zuur,geluiden,bang,0,45_2,2,45,77,sour,0.56,0,0.361936361379245,gustatory,45_2_trial_4_p0_zuur_geluiden_c0_final.avi
6,target,0,zuur,geluiden,vies,1,45_2,2,45,77,sour,0.623,0,0.361936361379245,gustatory,45_2_trial_5_p0_zuur_geluiden_c1_final.avi
7,target,0,zuur,geluiden,walging,2,45_2,2,45,77,sour,0.605,0,0.361936361379245,gustatory,45_2_trial_6_p0_zuur_geluiden_c2_final.avi
8,target,0,verbranden,geluiden,alarm,0,45_2,2,45,77,to burn,0.564,0,0.367189286077145,other,45_2_trial_7_p0_verbranden_geluiden_c0_final.avi
9,target,0,verbranden,geluiden,fluisteren,1,45_2,2,45,77,to burn,0.499,0,0.367189286077145,other,45_2_trial_8_p0_verbranden_geluiden_c1_final.avi
10,target,0,verbranden,geluiden,wekker,2,45_2,2,45,77,to burn,0.521,0,0.367189286077145,other,45_2_trial_9_p0_verbranden_geluiden_c2_final.avi
11,target,0,huilen,geluiden,bang,0,45_2,2,45,77,to cry,0.62,0,0.822727134099333,vocal_oral,45_2_trial_10_p0_huilen_geluiden_c0_final.avi
12,target,0,huilen,geluiden,huilen,1,45_2,2,45,77,to cry,1.0,1,0.822727134099333,vocal_oral,45_2_trial_11_p0_huilen_geluiden_c1_final.avi
13,target,0,drinken,geluiden,drinken,0,45_2,2,45,77,to drink,1.0,1,0.657074938645804,vocal_oral,45_2_trial_12_p0_drinken_geluiden_c0_final.avi
14,target,0,eten,geluiden,smakken,0,45_2,2,45,77,to eat,0.54,0,0.672077057888257,vocal_oral,45_2_trial_13_p0_eten_geluiden_c0_final.avi
15,target,0,eten,geluiden,kauwen,1,45_2,2,45,77,to eat,0.748,0,0.672077057888257,vocal_oral,45_2_trial_14_p0_eten_geluiden_c1_final.avi
16,target,0,eten,geluiden,eten,2,45_2,2,45,77,to eat,1.0,1,0.672077057888257,vocal_oral,45_2_trial_15_p0_eten_geluiden_c2_final.avi
17,target,0,weten,geluiden,ingeving,0,45_2,2,45,77,to know,0.5,0,0.388979878106872,cognitive,45_2_trial_16_p0_weten_geluiden_c0_final.avi
18,target,0,weten,geluiden,overeenstemming,1,45_2,2,45,77,to know,0.543,0,0.388979878106872,cognitive,45_2_trial_17_p0_weten_geluiden_c1_final.avi
19,target,0,weten,geluiden,akkoord,2,45_2,2,45,77,to know,0.573,0,0.388979878106872,cognitive,45_2_trial_18_p0_weten_geluiden_c2_final.avi
20,target,0,zwemmen,geluiden,zwemmen,0,45_2,2,45,77,to swim,1.0,1,0.331918128145918,locomotion,45_2_trial_19_p0_zwemmen_geluiden_c0_final.avi
21,practice,1,juichen,geluiden,winnen,0,45_2,2,45,78,to cheer,0.608,0,,,45_2_pr_20_p1_juichen_geluiden_c0_final.avi
22,practice,1,juichen,geluiden,juichen,1,45_2,2,45,78,to cheer,1.0,1,,,45_2_pr_21_p1_juichen_geluiden_c1_final.avi
23,practice,1,bal,geluiden,vallen,0,45_2,2,45,78,ball,0.517,0,,,45_2_pr_22_p1_bal_geluiden_c0_final.avi
24,practice,1,bal,geluiden,ontploffing,1,45_2,2,45,78,ball,0.526,0,,,45_2_pr_23_p1_bal_geluiden_c1_final.avi
25,practice,1,bal,geluiden,springen,2,45_2,2,45,78,ball,0.563,0,,,45_2_pr_24_p1_bal_geluiden_c2_final.avi
26,target,1,hoorn,geluiden,wolf,0,45_2,2,45,78,horn,0.598,0,0.612503914010408,other,45_2_trial_25_p1_hoorn_geluiden_c0_final.avi
27,target,1,hoorn,geluiden,,1,45_2,2,45,78,horn,0.468,0,0.612503914010408,other,45_2_trial_26_p1_hoorn_geluiden_c1_final.avi
28,target,1,hoorn,geluiden,explosie,2,45_2,2,45,78,horn,0.541,0,0.612503914010408,other,45_2_trial_27_p1_hoorn_geluiden_c2_final.avi
29,target,1,man,geluiden,grommen,0,45_2,2,45,78,male,0.519,0,0.422189612157541,animate,45_2_trial_28_p1_man_geluiden_c0_final.avi
30,target,1,man,geluiden,holbewoner,1,45_2,2,45,78,male,0.583,0,0.422189612157541,animate,45_2_trial_29_p1_man_geluiden_c1_final.avi
31,target,1,man,geluiden,dier,2,45_2,2,45,78,male,0.605,0,0.422189612157541,animate,45_2_trial_30_p1_man_geluiden_c2_final.avi
32,target,1,niet,geluiden,ontkrachten,0,45_2,2,45,78,not,0.588,0,0.332493391437193,logical,45_2_trial_31_p1_niet_geluiden_c0_final.avi
33,target,1,niet,geluiden,ontkennen,1,45_2,2,45,78,not,0.63,0,0.332493391437193,logical,45_2_trial_32_p1_niet_geluiden_c1_final.avi
34,target,1,niet,geluiden,nee,2,45_2,2,45,78,not,0.873,0,0.332493391437193,logical,45_2_trial_33_p1_niet_geluiden_c2_final.avi
35,target,1,regen,geluiden,vis,0,45_2,2,45,78,rain,0.536,0,0.486748744260416,environment,45_2_trial_34_p1_regen_geluiden_c0_final.avi
36,target,1,regen,geluiden,fluisteren,1,45_2,2,45,78,rain,0.543,0,0.486748744260416,environment,45_2_trial_35_p1_regen_geluiden_c1_final.avi
37,target,1,regen,geluiden,bom,2,45_2,2,45,78,rain,0.556,0,0.486748744260416,environment,45_2_trial_36_p1_regen_geluiden_c2_final.avi
38,target,1,verdrietig,geluiden,zielig,0,45_2,2,45,78,sad,0.856,0,0.746777577338304,valence,45_2_trial_37_p1_verdrietig_geluiden_c0_final.avi
39,target,1,verdrietig,geluiden,verdrietig,1,45_2,2,45,78,sad,1.0,1,0.746777577338304,valence,45_2_trial_38_p1_verdrietig_geluiden_c1_final.avi
40,target,1,vliegen,geluiden,snijden,0,45_2,2,45,78,to fly,0.55,0,0.451697867828672,locomotion,45_2_trial_39_p1_vliegen_geluiden_c0_final.avi
41,target,1,vliegen,geluiden,wind,1,45_2,2,45,78,to fly,0.628,0,0.451697867828672,locomotion,45_2_trial_40_p1_vliegen_geluiden_c1_final.avi
42,target,1,vliegen,geluiden,vliegen,2,45_2,2,45,78,to fly,1.0,1,0.451697867828672,locomotion,45_2_trial_41_p1_vliegen_geluiden_c2_final.avi
43,target,1,slapen,geluiden,moe,0,45_2,2,45,78,to sleep,0.656,0,0.735692139606025,survival,45_2_trial_42_p1_slapen_geluiden_c0_final.avi
44,target,1,slapen,geluiden,slapen,1,45_2,2,45,78,to sleep,1.0,1,0.735692139606025,survival,45_2_trial_43_p1_slapen_geluiden_c1_final.avi
45,practice,0,glimlach,gebaren,blij,0,45_2,2,45,77,smile,0.687,0,,,45_2_pr_44_p0_glimlach_gebaren_c0_final.avi
46,practice,0,glimlach,gebaren,glimlachen,1,45_2,2,45,77,smile,0.992,0,,,45_2_pr_45_p0_glimlach_gebaren_c1_final.avi
47,practice,0,glimlach,gebaren,vrolijk,2,45_2,2,45,77,smile,0.706,0,,,45_2_pr_46_p0_glimlach_gebaren_c2_final.avi
48,practice,0,sneeuw,gebaren,sneeuw,0,45_2,2,45,77,snow,1.0,1,,,45_2_pr_47_p0_sneeuw_gebaren_c0_final.avi
49,target,0,zoemen,gebaren,dansen,0,45_2,2,45,77,buzz,0.532,0,0.400420365943101,auditory,45_2_trial_48_p0_zoemen_gebaren_c0_final.avi
50,target,0,zoemen,gebaren,swingen,1,45_2,2,45,77,buzz,0.622,0,0.400420365943101,auditory,45_2_trial_49_p0_zoemen_gebaren_c1_final.avi
51,target,0,zoemen,gebaren,feesten,2,45_2,2,45,77,buzz,0.513,0,0.400420365943101,auditory,45_2_trial_50_p0_zoemen_gebaren_c2_final.avi
52,target,0,bliksem,gebaren,gooien,0,45_2,2,45,77,lightning,0.526,0,0.525289002863704,environment,45_2_trial_51_p0_bliksem_gebaren_c0_final.avi
53,target,0,bliksem,gebaren,onweer,1,45_2,2,45,77,lightning,0.846,0,0.525289002863704,environment,45_2_trial_52_p0_bliksem_gebaren_c1_final.avi
54,target,0,bliksem,gebaren,elektriciteit,2,45_2,2,45,77,lightning,0.669,0,0.525289002863704,environment,45_2_trial_53_p0_bliksem_gebaren_c2_final.avi
55,target,0,scherp,gebaren,snee,0,45_2,2,45,77,sharp,0.616,0,0.501172040780983,haptic,45_2_trial_54_p0_scherp_gebaren_c0_final.avi
56,target,0,scherp,gebaren,snijden,1,45_2,2,45,77,sharp,0.623,0,0.501172040780983,haptic,45_2_trial_55_p0_scherp_gebaren_c1_final.avi
57,target,0,scherp,gebaren,verwonden,2,45_2,2,45,77,sharp,0.539,0,0.501172040780983,haptic,45_2_trial_56_p0_scherp_gebaren_c2_final.avi
58,target,0,bijten,gebaren,bijten,0,45_2,2,45,77,to bite,1.0,1,0.788344961875328,vocal_oral,45_2_trial_57_p0_bijten_gebaren_c0_final.avi
59,target,0,blazen,gebaren,blazen,0,45_2,2,45,77,to blow,1.0,1,0.684113267327739,vocal_oral,45_2_trial_58_p0_blazen_gebaren_c0_final.avi
60,target,0,springen,gebaren,springen,0,45_2,2,45,77,to jump,1.0,1,0.834800108850706,locomotion,45_2_trial_59_p0_springen_gebaren_c0_final.avi
61,target,0,likken,gebaren,likken,0,45_2,2,45,77,to lick,1.0,1,0.757301371697859,gustatory,45_2_trial_60_p0_likken_gebaren_c0_final.avi
62,practice,1,fiets,gebaren,fietsen,0,45_2,2,45,78,bicycle,0.975,0,,,45_2_pr_61_p1_fiets_gebaren_c0_final.avi
63,practice,1,fiets,gebaren,wielrennen,1,45_2,2,45,78,bicycle,0.895,0,,,45_2_pr_62_p1_fiets_gebaren_c1_final.avi
64,practice,1,fiets,gebaren,motor,2,45_2,2,45,78,bicycle,0.834,0,,,45_2_pr_63_p1_fiets_gebaren_c2_final.avi
65,practice,1,zwaaien,gebaren,zwaaien,0,45_2,2,45,78,to wave,1.0,1,,,45_2_pr_64_p1_zwaaien_gebaren_c0_final.avi
66,target,1,walgen,gebaren,ziek,0,45_2,2,45,78,disgusted,0.701,0,0.584517923117511,valence,45_2_trial_65_p1_walgen_gebaren_c0_final.avi
67,target,1,walgen,gebaren,vies,1,45_2,2,45,78,disgusted,0.677,0,0.584517923117511,valence,45_2_trial_66_p1_walgen_gebaren_c1_final.avi
68,target,1,walgen,gebaren,stinken,2,45_2,2,45,78,disgusted,0.699,0,0.584517923117511,valence,45_2_trial_67_p1_walgen_gebaren_c2_final.avi
69,target,1,hond,gebaren,hond,0,45_2,2,45,78,dog,1.0,1,0.702295683196924,animal,45_2_trial_68_p1_hond_gebaren_c0_final.avi
70,target,1,vrouw,gebaren,model,0,45_2,2,45,78,female,0.52,0,0.646814871143661,animate,45_2_trial_69_p1_vrouw_gebaren_c0_final.avi
71,target,1,vrouw,gebaren,strand,1,45_2,2,45,78,female,0.519,0,0.646814871143661,animate,45_2_trial_70_p1_vrouw_gebaren_c1_final.avi
72,target,1,vrouw,gebaren,ik,2,45_2,2,45,78,female,0.645,0,0.646814871143661,animate,45_2_trial_71_p1_vrouw_gebaren_c2_final.avi
73,target,1,bang,gebaren,bang,0,45_2,2,45,78,scared,1.0,1,0.713438710786138,valence,45_2_trial_72_p1_bang_gebaren_c0_final.avi
74,target,1,langzaam,gebaren,lopen,0,45_2,2,45,78,slow,0.614,0,0.689425946655567,manner,45_2_trial_73_p1_langzaam_gebaren_c0_final.avi
75,target,1,langzaam,gebaren,bejaarde,1,45_2,2,45,78,slow,0.524,0,0.689425946655567,manner,45_2_trial_74_p1_langzaam_gebaren_c1_final.avi
76,target,1,langzaam,gebaren,langzaam,2,45_2,2,45,78,slow,1.0,1,0.689425946655567,manner,45_2_trial_75_p1_langzaam_gebaren_c2_final.avi
77,target,1,onweer,gebaren,bliksem,0,45_2,2,45,78,thunder,0.846,0,0.397074838511763,environment,45_2_trial_76_p1_onweer_gebaren_c0_final.avi
78,target,1,onweer,gebaren,onweer,1,45_2,2,45,78,thunder,1.0,1,0.397074838511763,environment,45_2_trial_77_p1_onweer_gebaren_c1_final.avi
79,target,1,kruipen,gebaren,robot,0,45_2,2,45,78,to crawl,0.568,0,0.808002011831166,locomotion,45_2_trial_78_p1_kruipen_gebaren_c0_final.avi
80,target,1,kruipen,gebaren,kruipen,1,45_2,2,45,78,to crawl,1.0,1,0.808002011831166,locomotion,45_2_trial_79_p1_kruipen_gebaren_c1_final.avi
81,practice,0,eend,combinatie,eend,0,45_2,2,45,77,duck,1.0,1,,,45_2_pr_80_p0_eend_combinatie_c0_final.avi
82,practice,0,zingen,combinatie,zingen,0,45_2,2,45,77,to sing,1.0,1,,,45_2_pr_81_p0_zingen_combinatie_c0_final.avi
83,target,0,ik,combinatie,vrouw,0,45_2,2,45,77,I,0.645,0,0.689936218632502,social,45_2_trial_82_p0_ik_combinatie_c0_final.avi
84,target,0,ik,combinatie,jezelf,1,45_2,2,45,77,I,0.806,0,0.689936218632502,social,45_2_trial_83_p0_ik_combinatie_c1_final.avi
85,target,0,ik,combinatie,juichen,2,45_2,2,45,77,I,0.505,0,0.689936218632502,social,45_2_trial_84_p0_ik_combinatie_c2_final.avi
86,target,0,ei,combinatie,eend,0,45_2,2,45,77,egg,0.676,0,0.581012583251545,object,45_2_trial_85_p0_ei_combinatie_c0_final.avi
87,target,0,ei,combinatie,hart,1,45_2,2,45,77,egg,0.559,0,0.581012583251545,object,45_2_trial_86_p0_ei_combinatie_c1_final.avi
88,target,0,ei,combinatie,snavel,2,45_2,2,45,77,egg,0.561,0,0.581012583251545,object,45_2_trial_87_p0_ei_combinatie_c2_final.avi
89,target,0,blij,combinatie,vrolijk,0,45_2,2,45,77,happy,0.882,0,0.797175441371254,valence,45_2_trial_88_p0_blij_combinatie_c0_final.avi
90,target,0,blij,combinatie,blij,1,45_2,2,45,77,happy,1.0,1,0.797175441371254,valence,45_2_trial_89_p0_blij_combinatie_c1_final.avi
91,target,0,zwaar,combinatie,ontspannen,0,45_2,2,45,77,heavy,0.578,0,0.680855320383285,quantity,45_2_trial_90_p0_zwaar_combinatie_c0_final.avi
92,target,0,zwaar,combinatie,zwaar,1,45_2,2,45,77,heavy,1.0,1,0.680855320383285,quantity,45_2_trial_91_p0_zwaar_combinatie_c1_final.avi
93,target,0,stil,combinatie,fluisteren,0,45_2,2,45,77,silent,0.715,0,0.820863352178508,auditory,45_2_trial_92_p0_stil_combinatie_c0_final.avi
94,target,0,stil,combinatie,stilte,1,45_2,2,45,77,silent,0.896,0,0.820863352178508,auditory,45_2_trial_93_p0_stil_combinatie_c1_final.avi
95,target,0,stil,combinatie,stil,2,45_2,2,45,77,silent,1.0,1,0.820863352178508,auditory,45_2_trial_94_p0_stil_combinatie_c2_final.avi
96,target,0,slang,combinatie,slang,0,45_2,2,45,77,snake,1.0,1,0.80478903012149,animal,45_2_trial_95_p0_slang_combinatie_c0_final.avi
97,target,0,staan,combinatie,lopen,0,45_2,2,45,77,to stand,0.716,0,0.588114856958718,locomotion,45_2_trial_96_p0_staan_combinatie_c0_final.avi
98,target,0,staan,combinatie,hakken,1,45_2,2,45,77,to stand,0.538,0,0.588114856958718,locomotion,45_2_trial_97_p0_staan_combinatie_c1_final.avi
99,target,0,staan,combinatie,overeenstemming,2,45_2,2,45,77,to stand,0.519,0,0.588114856958718,locomotion,45_2_trial_98_p0_staan_combinatie_c2_final.avi
100,practice,1,telefoon,combinatie,bellen,0,45_2,2,45,78,telephone,0.836,0,,,45_2_pr_99_p1_telefoon_combinatie_c0_final.avi
101,practice,1,telefoon,combinatie,telefoon,1,45_2,2,45,78,telephone,1.0,1,,,45_2_pr_100_p1_telefoon_combinatie_c1_final.avi
102,practice,1,vliegtuig,combinatie,vliegen,0,45_2,2,45,78,airplane,0.872,0,,,45_2_pr_101_p1_vliegtuig_combinatie_c0_final.avi
103,practice,1,vliegtuig,combinatie,vliegtuig,1,45_2,2,45,78,airplane,1.0,1,,,45_2_pr_102_p1_vliegtuig_combinatie_c1_final.avi
104,target,1,kat,combinatie,kat,0,45_2,2,45,78,cat,1.0,1,0.782999080138815,animal,45_2_trial_103_p1_kat_combinatie_c0_final.avi
105,target,1,vis,combinatie,vis,0,45_2,2,45,78,fish,1.0,1,0.741024648680267,animal,45_2_trial_104_p1_vis_combinatie_c0_final.avi
106,target,1,misschien,combinatie,denken,0,45_2,2,45,78,maybe,0.784,0,0.599769001504526,logical,45_2_trial_105_p1_misschien_combinatie_c0_final.avi
107,target,1,misschien,combinatie,twijfelen,1,45_2,2,45,78,maybe,0.642,0,0.599769001504526,logical,45_2_trial_106_p1_misschien_combinatie_c1_final.avi
108,target,1,misschien,combinatie,overwegen,2,45_2,2,45,78,maybe,0.666,0,0.599769001504526,logical,45_2_trial_107_p1_misschien_combinatie_c2_final.avi
109,target,1,staart,combinatie,staart,0,45_2,2,45,78,tail,1.0,1,0.613189302838734,quantity,45_2_trial_108_p1_staart_combinatie_c0_final.avi
110,target,1,grommen,combinatie,beer,0,45_2,2,45,78,to growl,0.57,0,0.713962417775868,vocal_oral,45_2_trial_109_p1_grommen_combinatie_c0_final.avi
111,target,1,grommen,combinatie,wolf,1,45_2,2,45,78,to growl,0.623,0,0.713962417775868,vocal_oral,45_2_trial_110_p1_grommen_combinatie_c1_final.avi
112,target,1,grommen,combinatie,grommen,2,45_2,2,45,78,to growl,1.0,1,0.713962417775868,vocal_oral,45_2_trial_111_p1_grommen_combinatie_c2_final.avi
113,target,1,jagen,combinatie,boogschieten,0,45_2,2,45,78,to hunt,0.632,0,0.682815334308846,survival,45_2_trial_112_p1_jagen_combinatie_c0_final.avi
114,target,1,jagen,combinatie,jagen,1,45_2,2,45,78,to hunt,1.0,1,0.682815334308846,survival,45_2_trial_113_p1_jagen_combinatie_c1_final.avi
115,target,1,water,combinatie,zee,0,45_2,2,45,78,water,0.681,0,0.574876010515767,environment,45_2_trial_114_p1_water_combinatie_c0_final.avi
116,target,1,water,combinatie,water,1,45_2,2,45,78,water,1.0,1,0.574876010515767,environment,45_2_trial_115_p1_water_combinatie_c1_final.avi
1,practice,0,koken,combinatie,bakken,0,46_1,1,46,79,to cook,0.841,0,,,46_1_pr_0_p0_koken_combinatie_final.avi
2,practice,0,auto,combinatie,autorijden,0,46_1,1,46,79,car,0.913,0,,,46_1_pr_1_p0_auto_combinatie_final.avi
3,target,0,kind,combinatie,baby,0,46_1,1,46,79,child,0.881,0,0.595086558643404,social,46_1_trial_2_p0_kind_combinatie_final.avi
4,target,0,snel,combinatie,rennen,0,46_1,1,46,79,fast,0.688,0,0.72586293491431,manner,46_1_trial_3_p0_snel_combinatie_final.avi
5,target,0,zoet,combinatie,lekker,0,46_1,1,46,79,sweet,0.807,0,0.307835133794218,gustatory,46_1_trial_4_p0_zoet_combinatie_final.avi
6,target,0,blazen,combinatie,blazen,0,46_1,1,46,79,to blow,1.0,1,0.771810542050373,vocal_oral,46_1_trial_5_p0_blazen_combinatie_final.avi
