trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID
7,target,0,slang,gebaren,bochten,0,62_1,1,62,115
8,target,0,verbranden,gebaren,zon,0,62_1,1,62,115
9,target,0,springen,gebaren,springen,0,62_1,1,62,115
10,practice,1,dansen,gebaren,dansen,0,62_1,1,62,116
11,practice,1,snijden,gebaren,schrijven,0,62_1,1,62,116
12,target,1,bliksem,gebaren,vuurwerk,0,62_1,1,62,116
13,target,1,oud,gebaren,oudere,0,62_1,1,62,116
14,target,1,regen,gebaren,regen,0,62_1,1,62,116
15,target,1,huilen,gebaren,huilen,0,62_1,1,62,116
16,target,1,eten,gebaren,eten,0,62_1,1,62,116
17,target,1,zwemmen,gebaren,zwemmen,0,62_1,1,62,116
18,target,1,lopen,gebaren,fietsen,0,62_1,1,62,116
19,practice,0,knippen,combinatie,knippen,0,62_1,1,62,115
20,practice,0,gek,combinatie,vies doen,0,62_1,1,62,115
21,target,0,boos,combinatie,boos,0,62_1,1,62,115
22,target,0,hond,combinatie,hond,0,62_1,1,62,115
23,target,0,vuur,combinatie,berg,0,62_1,1,62,115
24,target,0,niet,combinatie,arrogant,0,62_1,1,62,115
25,target,0,piepen,combinatie,koplampen,0,62_1,1,62,115
26,target,0,vangen,combinatie,vangen,0,62_1,1,62,115
27,target,0,water,combinatie,drinken,0,62_1,1,62,115
28,practice,1,haasten,combinatie,hoepelen,0,62_1,1,62,116
29,practice,1,comfortabel,combinatie,verzadigd,0,62_1,1,62,116
30,target,1,vogel,combinatie,vliegen,0,62_1,1,62,116
31,target,1,kind,combinatie,baby,0,62_1,1,62,116
32,target,1,vis,combinatie,vis,0,62_1,1,62,116
33,target,1,zout,combinatie,spuiten,0,62_1,1,62,116
34,target,1,bijten,combinatie,eten,0,62_1,1,62,116
35,target,1,jagen,combinatie,schieten,0,62_1,1,62,116
36,target,1,likken,combinatie,likken,0,62_1,1,62,116
37,practice,0,auto,geluiden,auto,0,62_1,1,62,115
38,practice,0,olifant,geluiden,fiets,0,62_1,1,62,115
39,target,0,walgen,geluiden,walging,0,62_1,1,62,115
40,target,0,man,geluiden,mooi,0,62_1,1,62,115
41,target,0,ziek,geluiden,verdriet,0,62_1,1,62,115
42,target,0,onweer,geluiden,bom,0,62_1,1,62,115
43,target,0,vliegen,geluiden,blijdschap,0,62_1,1,62,115
44,target,0,slapen,geluiden,slapen,0,62_1,1,62,115
45,target,0,kotsen,geluiden,ziek,0,62_1,1,62,115
46,practice,1,koken,geluiden,bij,0,62_1,1,62,116
47,practice,1,bloem,geluiden,snuiven,0,62_1,1,62,116
48,target,1,hoorn,geluiden,schieten,0,62_1,1,62,116
49,target,1,verdrietig,geluiden,ruiken,0,62_1,1,62,116
50,target,1,bang,geluiden,zingen,0,62_1,1,62,116
51,target,1,vallen,geluiden,schieten,0,62_1,1,62,116
52,target,1,ruiken,geluiden,ruiken,0,62_1,1,62,116
53,target,1,fluisteren,geluiden,fluisteren,0,62_1,1,62,116
54,target,1,wind,geluiden,blazen,0,62_1,1,62,116
1,practice,0,sneeuw,gebaren,mist,0,62_2,2,62,115
2,practice,0,sneeuw,gebaren,sneeuw,1,62_2,2,62,115
3,practice,0,geheim,gebaren,geheim,0,62_2,2,62,115
4,target,0,zoemen,gebaren,vliegen,0,62_2,2,62,115
5,target,0,zoemen,gebaren,rondrijden,1,62_2,2,62,115
6,target,0,zoemen,gebaren,fluiten,2,62_2,2,62,115
7,target,0,hoog,gebaren,hoog,0,62_2,2,62,115
8,target,0,klein,gebaren,zitten,0,62_2,2,62,115
9,target,0,klein,gebaren,klein,1,62_2,2,62,115
10,target,0,zuur,gebaren,vies,0,62_2,2,62,115
11,target,0,zuur,gebaren,bitter,1,62_2,2,62,115
12,target,0,zuur,gebaren,pittig,2,62_2,2,62,115
13,target,0,ademen,gebaren,ademhalen,0,62_2,2,62,115
14,target,0,ademen,gebaren,zuchten,1,62_2,2,62,115
15,target,0,ademen,gebaren,ademhaling,2,62_2,2,62,115
16,target,0,kruipen,gebaren,kruipen,0,62_2,2,62,115
17,target,0,grommen,gebaren,leeuw,0,62_2,2,62,115
18,target,0,grommen,gebaren,grommen,1,62_2,2,62,115
19,practice,1,zwaaien,gebaren,zwaaien,0,62_2,2,62,116
20,practice,1,juichen,gebaren,feestje,0,62_2,2,62,116
21,practice,1,juichen,gebaren,verjaardag,1,62_2,2,62,116
22,practice,1,juichen,gebaren,juichen,2,62_2,2,62,116
23,target,1,ver,gebaren,knie,0,62_2,2,62,116
24,target,1,ver,gebaren,wijzen,1,62_2,2,62,116
25,target,1,ver,gebaren,buitenland,2,62_2,2,62,116
26,target,1,vlieg,gebaren,vrijheid,0,62_2,2,62,116
27,target,1,vlieg,gebaren,vliegen,1,62_2,2,62,116
28,target,1,vlieg,gebaren,vlieg,2,62_2,2,62,116
29,target,1,goed,gebaren,goed,0,62_2,2,62,116
30,target,1,geven,gebaren,uitdelen,0,62_2,2,62,116
31,target,1,geven,gebaren,geven,1,62_2,2,62,116
32,target,1,horen,gebaren,horen,0,62_2,2,62,116
33,target,1,staan,gebaren,lang,0,62_2,2,62,116
34,target,1,staan,gebaren,staan,1,62_2,2,62,116
35,target,1,zuigen,gebaren,inhaleren,0,62_2,2,62,116
36,target,1,zuigen,gebaren,zuigen,1,62_2,2,62,116
37,practice,0,glimlach,combinatie,blij,0,62_2,2,62,115
38,practice,0,glimlach,combinatie,lachen,1,62_2,2,62,115
39,practice,0,glimlach,combinatie,lach,2,62_2,2,62,115
40,practice,0,bal,combinatie,bal,0,62_2,2,62,115
41,target,0,bitter,combinatie,zuur,0,62_2,2,62,115
42,target,0,bitter,combinatie,tongzuur,1,62_2,2,62,115
43,target,0,bitter,combinatie,bitter,2,62_2,2,62,115
44,target,0,kat,combinatie,kat,0,62_2,2,62,115
45,target,0,koud,combinatie,rillingen,0,62_2,2,62,115
46,target,0,koud,combinatie,koud,1,62_2,2,62,115
47,target,0,berg,combinatie,berg,0,62_2,2,62,115
48,target,0,langzaam,combinatie,strompelen,0,62_2,2,62,115
49,target,0,langzaam,combinatie,langzaam,1,62_2,2,62,115
50,target,0,sterk,combinatie,sterk,0,62_2,2,62,115
51,target,0,drinken,combinatie,drinken,0,62_2,2,62,115
52,practice,1,eend,combinatie,kikker,0,62_2,2,62,116
53,practice,1,eend,combinatie,eend,1,62_2,2,62,116
54,practice,1,vliegtuig,combinatie,vliegen,0,62_2,2,62,116
55,practice,1,vliegtuig,combinatie,zweven,1,62_2,2,62,116
56,practice,1,vliegtuig,combinatie,vliegtuig,2,62_2,2,62,116
57,target,1,dood,combinatie,stikken,0,62_2,2,62,116
58,target,1,dood,combinatie,doodslikken,1,62_2,2,62,116
59,target,1,dood,combinatie,doodgaan,2,62_2,2,62,116
60,target,1,snel,combinatie,snel,0,62_2,2,62,116
61,target,1,blazen,combinatie,blazen,0,62_2,2,62,116
62,target,1,kauwen,combinatie,smakken,0,62_2,2,62,116
63,target,1,kauwen,combinatie,kauwen,1,62_2,2,62,116
64,target,1,slaan,combinatie,slaan,0,62_2,2,62,116
65,target,1,weten,combinatie,idee,0,62_2,2,62,116
66,target,1,weten,combinatie,nadenken,1,62_2,2,62,116
67,target,1,weten,combinatie,ingeving,2,62_2,2,62,116
68,target,1,gooien,combinatie,gooien,0,62_2,2,62,116
69,practice,0,fiets,geluiden,berichtje,0,62_2,2,62,115
70,practice,0,fiets,geluiden,denken,1,62_2,2,62,115
71,practice,0,fiets,geluiden,geen idee,2,62_2,2,62,115
72,practice,0,zingen,geluiden,zingen,0,62_2,2,62,115
73,target,0,ik,geluiden,luisteren,0,62_2,2,62,115
74,target,0,ik,geluiden,vragen,1,62_2,2,62,115
75,target,0,ik,geluiden,aarzelen,2,62_2,2,62,115
76,target,0,groot,geluiden,beest,0,62_2,2,62,115
77,target,0,groot,geluiden,verbaasd,1,62_2,2,62,115
78,target,0,groot,geluiden,mooi,2,62_2,2,62,115
79,target,0,ei,geluiden,kip,0,62_2,2,62,115
80,target,0,ei,geluiden,kikker,1,62_2,2,62,115
81,target,0,ei,geluiden,ei,2,62_2,2,62,115
82,target,0,misschien,geluiden,goed,0,62_2,2,62,115
83,target,0,misschien,geluiden,indrukwekkend,1,62_2,2,62,115
84,target,0,misschien,geluiden,mooi,2,62_2,2,62,115
85,target,0,zoet,geluiden,eten,0,62_2,2,62,115
86,target,0,zoet,geluiden,lekker,1,62_2,2,62,115
87,target,0,zoet,geluiden,proefen,2,62_2,2,62,115
88,target,0,staart,geluiden,dansen,0,62_2,2,62,115
89,target,0,staart,geluiden,aap,1,62_2,2,62,115
90,target,0,staart,geluiden,kind,2,62_2,2,62,115
91,target,0,vechten,geluiden,schieten,0,62_2,2,62,115
92,target,0,vechten,geluiden,slaan,1,62_2,2,62,115
93,target,0,vechten,geluiden,oorlog,2,62_2,2,62,115
94,practice,1,telefoon,geluiden,fietsen,0,62_2,2,62,116
95,practice,1,telefoon,geluiden,bellen,1,62_2,2,62,116
96,practice,1,telefoon,geluiden,rinkelen,2,62_2,2,62,116
97,practice,1,klok,geluiden,snijden,0,62_2,2,62,116
98,practice,1,klok,geluiden,tikken,1,62_2,2,62,116
99,practice,1,klok,geluiden,klok,2,62_2,2,62,116
100,target,1,vrouw,geluiden,toonhoogte,0,62_2,2,62,116
101,target,1,vrouw,geluiden,zeuren,1,62_2,2,62,116
102,target,1,vrouw,geluiden,babbelen,2,62_2,2,62,116
103,target,1,zwaar,geluiden,zuchten,0,62_2,2,62,116
104,target,1,zwaar,geluiden,puffen,1,62_2,2,62,116
105,target,1,zwaar,geluiden,opluchting,2,62_2,2,62,116
106,target,1,luidruchtig,geluiden,zingen,0,62_2,2,62,116
107,target,1,luidruchtig,geluiden,roddelen,1,62_2,2,62,116
108,target,1,luidruchtig,geluiden,heks,2,62_2,2,62,116
109,target,1,geur,geluiden,ruiken,0,62_2,2,62,116
110,target,1,geur,geluiden,proeven,1,62_2,2,62,116
111,target,1,geur,geluiden,apart,2,62_2,2,62,116
112,target,1,dik,geluiden,medelijden,0,62_2,2,62,116
113,target,1,dik,geluiden,rennen,1,62_2,2,62,116
114,target,1,dik,geluiden,hijgen,2,62_2,2,62,116
115,target,1,lachen,geluiden,heks,0,62_2,2,62,116
116,target,1,lachen,geluiden,lachen,1,62_2,2,62,116
117,target,1,rennen,geluiden,hijgen,0,62_2,2,62,116
118,target,1,rennen,geluiden,puffen,1,62_2,2,62,116
119,target,1,rennen,geluiden,hardlopen,2,62_2,2,62,116
1,practice,0,dansen,gebaren,dansen,0,63_1,1,63,117
2,practice,0,comfortabel,gebaren,relaxen,0,63_1,1,63,117
3,target,0,vlieg,gebaren,vliegen,0,63_1,1,63,117
4,target,0,hoorn,gebaren,eenhoorn,0,63_1,1,63,117
5,target,0,oud,gebaren,oud,0,63_1,1,63,117
6,target,0,verdrietig,gebaren,verdrietig,0,63_1,1,63,117
7,target,0,bijten,gebaren,bijten,0,63_1,1,63,117
8,target,0,vangen,gebaren,vangen,0,63_1,1,63,117
9,target,0,zuigen,gebaren,zuigen,0,63_1,1,63,117
10,practice,1,snijden,gebaren,snijden,0,63_1,1,63,118
11,practice,1,rijk,gebaren,geld,0,63_1,1,63,118
12,target,1,walgen,gebaren,walging,0,63_1,1,63,118
13,target,1,hoog,gebaren,hoog,0,63_1,1,63,118
14,target,1,niet,gebaren,nee,0,63_1,1,63,118
15,target,1,geur,gebaren,geur,0,63_1,1,63,118
16,target,1,huilen,gebaren,huilen,0,63_1,1,63,118
17,target,1,jagen,gebaren,schieten,0,63_1,1,63,118
18,target,1,fluisteren,gebaren,fluisteren,0,63_1,1,63,118
19,practice,0,knippen,combinatie,knippen,0,63_1,1,63,117
20,practice,0,haasten,combinatie,haasten,0,63_1,1,63,117
21,target,0,zuur,combinatie,zuur,0,63_1,1,63,117
22,target,0,staart,combinatie,staart,0,63_1,1,63,117
23,target,0,dik,combinatie,dik,0,63_1,1,63,117
24,target,0,verbranden,combinatie,verbranden,0,63_1,1,63,117
25,target,0,horen,combinatie,luisteren,0,63_1,1,63,117
26,target,0,springen,combinatie,stuiteren,0,63_1,1,63,117
27,target,0,kotsen,combinatie,overgeven,0,63_1,1,63,117
28,practice,1,auto,combinatie,auto,0,63_1,1,63,118
29,practice,1,bloem,combinatie,bloemen,0,63_1,1,63,118
30,target,1,ik,combinatie,ik,0,63_1,1,63,118
31,target,1,ver,combinatie,verderop,0,63_1,1,63,118
32,target,1,vrouw,combinatie,uiterlijk,0,63_1,1,63,118
33,target,1,slang,combinatie,slang,0,63_1,1,63,118
34,target,1,zoet,combinatie,chocola,0,63_1,1,63,118
35,target,1,staan,combinatie,staan,0,63_1,1,63,118
36,target,1,water,combinatie,kraan,0,63_1,1,63,118
37,practice,0,gek,geluiden,schrikken,0,63_1,1,63,117
38,practice,0,leeg,geluiden,leeg,0,63_1,1,63,117
39,target,0,kind,geluiden,vieren,0,63_1,1,63,117
40,target,0,hond,geluiden,blaffen,0,63_1,1,63,117
41,target,0,misschien,geluiden,verward,0,63_1,1,63,117
42,target,0,berg,geluiden,stampen,0,63_1,1,63,117
43,target,0,stil,geluiden,stil,0,63_1,1,63,117
44,target,0,langzaam,geluiden,rust,0,63_1,1,63,117
45,target,0,grommen,geluiden,eng,0,63_1,1,63,117
46,practice,1,koken,geluiden,eten,0,63_1,1,63,118
47,practice,1,olifant,geluiden,trompetteren,0,63_1,1,63,118
48,target,1,bitter,geluiden,niet lekker,0,63_1,1,63,118
49,target,1,kat,geluiden,poes,0,63_1,1,63,118
50,target,1,dood,geluiden,neurien,0,63_1,1,63,118
51,target,1,man,geluiden,chagrijnig,0,63_1,1,63,118
52,target,1,klein,geluiden,piepen,0,63_1,1,63,118
53,target,1,likken,geluiden,zuigen,0,63_1,1,63,118
54,target,1,ruiken,geluiden,snikken,0,63_1,1,63,118
1,practice,0,zingen,gebaren,zingen,0,63_2,2,63,117
2,practice,0,klok,gebaren,klok,0,63_2,2,63,117
3,target,0,goed,gebaren,goed,0,63_2,2,63,117
4,target,0,bang,gebaren,bang,0,63_2,2,63,117
5,target,0,sterk,gebaren,sterk,0,63_2,2,63,117
6,target,0,kruipen,gebaren,kruipen,0,63_2,2,63,117
7,target,0,drinken,gebaren,drinken,0,63_2,2,63,117
8,target,0,gooien,gebaren,gooien,0,63_2,2,63,117
9,target,0,wind,gebaren,wind,0,63_2,2,63,117
10,practice,1,zwaaien,gebaren,zwaaien,0,63_2,2,63,118
11,practice,1,eend,gebaren,eend,0,63_2,2,63,118
12,target,1,scherp,gebaren,prikken,0,63_2,2,63,118
13,target,1,scherp,gebaren,wond,1,63_2,2,63,118
14,target,1,scherp,gebaren,bloed,2,63_2,2,63,118
15,target,1,ziek,gebaren,ziek,0,63_2,2,63,118
16,target,1,onweer,gebaren,onweer,0,63_2,2,63,118
17,target,1,eten,gebaren,eten,0,63_2,2,63,118
18,target,1,vliegen,gebaren,vliegen,0,63_2,2,63,118
19,target,1,slapen,gebaren,slapen,0,63_2,2,63,118
20,target,1,zwemmen,gebaren,zwemmen,0,63_2,2,63,118
21,practice,0,fiets,combinatie,fietsen,0,63_2,2,63,117
22,practice,0,fiets,combinatie,fiets,1,63_2,2,63,117
23,practice,0,glimlach,combinatie,glimlach,0,63_2,2,63,117
24,target,0,koud,combinatie,koud,0,63_2,2,63,117
25,target,0,vuur,combinatie,vuur,0,63_2,2,63,117
26,target,0,zwaar,combinatie,zwaar,0,63_2,2,63,117
27,target,0,geven,combinatie,uitdelen,0,63_2,2,63,117
28,target,0,geven,combinatie,geven,1,63_2,2,63,117
29,target,0,slaan,combinatie,slaan,0,63_2,2,63,117
30,target,0,rennen,combinatie,rennen,0,63_2,2,63,117
31,target,0,lopen,combinatie,wandelen,0,63_2,2,63,117
32,target,0,lopen,combinatie,lopen,1,63_2,2,63,117
33,practice,1,vliegtuig,combinatie,vliegtuig,0,63_2,2,63,118
34,practice,1,juichen,combinatie,juichen,0,63_2,2,63,118
35,target,1,vis,combinatie,vis,0,63_2,2,63,118
36,target,1,heet,combinatie,warm,0,63_2,2,63,118
37,target,1,heet,combinatie,heet,1,63_2,2,63,118
38,target,1,zout,combinatie,zee,0,63_2,2,63,118
39,target,1,zout,combinatie,zeedier,1,63_2,2,63,118
40,target,1,zout,combinatie,zeezout,2,63_2,2,63,118
41,target,1,piepen,combinatie,muis,0,63_2,2,63,118
42,target,1,piepen,combinatie,geluid,1,63_2,2,63,118
43,target,1,piepen,combinatie,oven,2,63_2,2,63,118
44,target,1,vallen,combinatie,vallen,0,63_2,2,63,118
45,target,1,vechten,combinatie,vechten,0,63_2,2,63,118
46,target,1,weten,combinatie,leren,0,63_2,2,63,118
47,target,1,weten,combinatie,denken,1,63_2,2,63,118
48,target,1,weten,combinatie,opzoeken,2,63_2,2,63,118
49,practice,0,bal,geluiden,voetballen,0,63_2,2,63,117
50,practice,0,bal,geluiden,bal,1,63_2,2,63,117
51,practice,0,sneeuw,geluiden,koud,0,63_2,2,63,117
52,practice,0,sneeuw,geluiden,klappertanden,1,63_2,2,63,117
53,practice,0,sneeuw,geluiden,sneeuw,2,63_2,2,63,117
54,target,0,boos,geluiden,boos,0,63_2,2,63,117
55,target,0,vogel,geluiden,vogel,0,63_2,2,63,117
56,target,0,zoemen,geluiden,bij,0,63_2,2,63,117
57,target,0,zoemen,geluiden,zoomen,1,63_2,2,63,117
58,target,0,ei,geluiden,ei,0,63_2,2,63,117
59,target,0,ademen,geluiden,hijgen,0,63_2,2,63,117
60,target,0,ademen,geluiden,ademen,1,63_2,2,63,117
61,target,0,kauwen,geluiden,eten,0,63_2,2,63,117
62,target,0,kauwen,geluiden,smakken,1,63_2,2,63,117
63,target,0,kauwen,geluiden,bijten,2,63_2,2,63,117
64,target,0,lachen,geluiden,lachen,0,63_2,2,63,117
65,practice,1,telefoon,geluiden,bellen,0,63_2,2,63,118
66,practice,1,telefoon,geluiden,aanbellen,1,63_2,2,63,118
67,practice,1,telefoon,geluiden,bel,2,63_2,2,63,118
68,practice,1,geheim,geluiden,geheim,0,63_2,2,63,118
69,target,1,groot,geluiden,chagrijnig,0,63_2,2,63,118
70,target,1,groot,geluiden,groot,1,63_2,2,63,118
71,target,1,snel,geluiden,snel,0,63_2,2,63,118
72,target,1,blij,geluiden,juichen,0,63_2,2,63,118
73,target,1,blij,geluiden,blij,1,63_2,2,63,118
74,target,1,bliksem,geluiden,schoten,0,63_2,2,63,118
75,target,1,bliksem,geluiden,oorlog,1,63_2,2,63,118
76,target,1,bliksem,geluiden,bliksem,2,63_2,2,63,118
77,target,1,luidruchtig,geluiden,schreeuwen,0,63_2,2,63,118
78,target,1,luidruchtig,geluiden,luid,1,63_2,2,63,118
79,target,1,luidruchtig,geluiden,schurk,2,63_2,2,63,118
80,target,1,regen,geluiden,kraken,0,63_2,2,63,118
81,target,1,regen,geluiden,teleurgesteld,1,63_2,2,63,118
82,target,1,regen,geluiden,plas,2,63_2,2,63,118
83,target,1,blazen,geluiden,wind,0,63_2,2,63,118
84,target,1,blazen,geluiden,blazen,1,63_2,2,63,118
1,practice,0,rijk,geluiden,geld,0,64_1,1,64,119
2,practice,0,comfortabel,geluiden,zucht,0,64_1,1,64,119
3,target,0,boos,geluiden,pijn,0,64_1,1,64,119
4,target,0,dood,geluiden,vallen,0,64_1,1,64,119
5,target,0,ei,geluiden,ei,0,64_1,1,64,119
6,target,0,hoorn,geluiden,auto,0,64_1,1,64,119
7,target,0,scherp,geluiden,snijden,0,64_1,1,64,119
8,target,0,ziek,geluiden,kotsen,0,64_1,1,64,119
9,target,0,piepen,geluiden,wekker,0,64_1,1,64,119
10,practice,1,olifant,geluiden,zwaar,0,64_1,1,64,120
11,practice,1,leeg,geluiden,zacht,0,64_1,1,64,120
12,target,1,ik,geluiden,melodie,0,64_1,1,64,120
13,target,1,hond,geluiden,hond,0,64_1,1,64,120
14,target,1,vlieg,geluiden,bij,0,64_1,1,64,120
15,target,1,luidruchtig,geluiden,luidruchtig,0,64_1,1,64,120
16,target,1,man,geluiden,gezeur,0,64_1,1,64,120
17,target,1,verdrietig,geluiden,huilen,0,64_1,1,64,120
18,target,1,zoet,geluiden,lekker,0,64_1,1,64,120
19,practice,0,koken,combinatie,koken,0,64_1,1,64,119
20,practice,0,auto,combinatie,autorijden,0,64_1,1,64,119
21,target,0,kat,combinatie,kat,0,64_1,1,64,119
22,target,0,zwaar,combinatie,tillen,0,64_1,1,64,119
23,target,0,hoog,combinatie,hoog,0,64_1,1,64,119
24,target,0,heet,combinatie,verbranden,0,64_1,1,64,119
25,target,0,misschien,combinatie,onwetenheid,0,64_1,1,64,119
26,target,0,dik,combinatie,dik,0,64_1,1,64,119
27,target,0,lopen,combinatie,wandelen,0,64_1,1,64,119
28,practice,1,knippen,combinatie,knippen,0,64_1,1,64,120
29,practice,1,dansen,combinatie,dansen,0,64_1,1,64,120
30,target,1,zout,combinatie,kruiden,0,64_1,1,64,120
31,target,1,stil,combinatie,stil,0,64_1,1,64,120
32,target,1,vechten,combinatie,gevecht,0,64_1,1,64,120
33,target,1,geven,combinatie,geven,0,64_1,1,64,120
34,target,1,slaan,combinatie,stoot,0,64_1,1,64,120
35,target,1,weten,combinatie,slim,0,64_1,1,64,120
36,target,1,water,combinatie,kraan,0,64_1,1,64,120
37,practice,0,haasten,gebaren,stelen,0,64_1,1,64,119
38,practice,0,snijden,gebaren,snijden,0,64_1,1,64,119
39,target,0,vis,gebaren,vis,0,64_1,1,64,119
40,target,0,klein,gebaren,krukje,0,64_1,1,64,119
41,target,0,slang,gebaren,dansen,0,64_1,1,64,119
42,target,0,zuur,gebaren,zuur,0,64_1,1,64,119
43,target,0,staart,gebaren,poepen,0,64_1,1,64,119
44,target,0,springen,gebaren,springen,0,64_1,1,64,119
45,target,0,slapen,gebaren,slapen,0,64_1,1,64,119
46,practice,1,bloem,gebaren,bloem,0,64_1,1,64,120
47,practice,1,gek,gebaren,frustratie,0,64_1,1,64,120
48,target,1,zoemen,gebaren,snor,0,64_1,1,64,120
49,target,1,berg,gebaren,klimmen,0,64_1,1,64,120
50,target,1,blazen,gebaren,uitblazen,0,64_1,1,64,120
51,target,1,verbranden,gebaren,verbranden,0,64_1,1,64,120
52,target,1,jagen,gebaren,jagen,0,64_1,1,64,120
53,target,1,rennen,gebaren,sprinten,0,64_1,1,64,120
54,target,1,ruiken,gebaren,ruiken,0,64_1,1,64,120
1,practice,0,geheim,gebaren,stil,0,64_2,2,64,119
2,practice,0,geheim,gebaren,fluisteren,1,64_2,2,64,119
3,practice,0,geheim,gebaren,slim,2,64_2,2,64,119
4,practice,0,telefoon,gebaren,bellen,0,64_2,2,64,119
5,practice,0,telefoon,gebaren,ophangen,1,64_2,2,64,119
6,practice,0,telefoon,gebaren,luisteren,2,64_2,2,64,119
7,target,0,kind,gebaren,kinderen,0,64_2,2,64,119
8,target,0,kind,gebaren,kind,1,64_2,2,64,119
9,target,0,goed,gebaren,goed,0,64_2,2,64,119
10,target,0,blij,gebaren,vrolijk,0,64_2,2,64,119
11,target,0,blij,gebaren,blij,1,64_2,2,64,119
12,target,0,oud,gebaren,oud,0,64_2,2,64,119
13,target,0,kruipen,gebaren,baby,0,64_2,2,64,119
14,target,0,kruipen,gebaren,kruipen,1,64_2,2,64,119
15,target,0,eten,gebaren,eten,0,64_2,2,64,119
16,target,0,zuigen,gebaren,zuigen,0,64_2,2,64,119
17,practice,1,bal,gebaren,bal,0,64_2,2,64,120
18,practice,1,zingen,gebaren,zingen,0,64_2,2,64,120
19,target,1,ver,gebaren,verweg,0,64_2,2,64,120
20,target,1,ver,gebaren,ver,1,64_2,2,64,120
21,target,1,niet,gebaren,verboden,0,64_2,2,64,120
22,target,1,niet,gebaren,regels,1,64_2,2,64,120
23,target,1,niet,gebaren,nee,2,64_2,2,64,120
24,target,1,onweer,gebaren,onweer,0,64_2,2,64,120
25,target,1,huilen,gebaren,tranen,0,64_2,2,64,120
26,target,1,huilen,gebaren,huilen,1,64_2,2,64,120
27,target,1,vallen,gebaren,vallen,0,64_2,2,64,120
28,target,1,gooien,gebaren,gooien,0,64_2,2,64,120
29,target,1,fluisteren,gebaren,stil,0,64_2,2,64,120
30,target,1,fluisteren,gebaren,fluisteren,1,64_2,2,64,120
31,practice,0,fiets,geluiden,bel,0,64_2,2,64,119
32,practice,0,fiets,geluiden,fietsen,1,64_2,2,64,119
33,practice,0,fiets,geluiden,fiets,2,64_2,2,64,119
34,practice,0,klok,geluiden,klok,0,64_2,2,64,119
35,target,0,vrouw,geluiden,muziek,0,64_2,2,64,119
36,target,0,vrouw,geluiden,neurien,1,64_2,2,64,119
37,target,0,vrouw,geluiden,vrouw,2,64_2,2,64,119
38,target,0,bliksem,geluiden,brommer,0,64_2,2,64,119
39,target,0,bliksem,geluiden,vlieg,1,64_2,2,64,119
40,target,0,bliksem,geluiden,garage,2,64_2,2,64,119
41,target,0,bang,geluiden,adem,0,64_2,2,64,119
42,target,0,bang,geluiden,rem,1,64_2,2,64,119
43,target,0,bang,geluiden,ezel,2,64_2,2,64,119
44,target,0,langzaam,geluiden,lekker,0,64_2,2,64,119
45,target,0,langzaam,geluiden,snappen,1,64_2,2,64,119
46,target,0,langzaam,geluiden,slapen,2,64_2,2,64,119
47,target,0,sterk,geluiden,zucht,0,64_2,2,64,119
48,target,0,sterk,geluiden,scheet,1,64_2,2,64,119
49,target,0,sterk,geluiden,bloem,2,64_2,2,64,119
50,target,0,vangen,geluiden,blad,0,64_2,2,64,119
51,target,0,vangen,geluiden,vuurwerk,1,64_2,2,64,119
52,target,0,vangen,geluiden,vuurpijl,2,64_2,2,64,119
53,target,0,likken,geluiden,drinken,0,64_2,2,64,119
54,target,0,likken,geluiden,slurpen,1,64_2,2,64,119
55,target,0,likken,geluiden,likken,2,64_2,2,64,119
56,practice,1,sneeuw,geluiden,afremmen,0,64_2,2,64,120
57,practice,1,sneeuw,geluiden,druppen,1,64_2,2,64,120
58,practice,1,sneeuw,geluiden,motor,2,64_2,2,64,120
59,practice,1,juichen,geluiden,enthousiast,0,64_2,2,64,120
60,practice,1,juichen,geluiden,juichen,1,64_2,2,64,120
61,target,1,vogel,geluiden,vogel,0,64_2,2,64,120
62,target,1,regen,geluiden,ritme,0,64_2,2,64,120
63,target,1,regen,geluiden,regen,1,64_2,2,64,120
64,target,1,ademen,geluiden,hijgen,0,64_2,2,64,120
65,target,1,ademen,geluiden,zuchten,1,64_2,2,64,120
66,target,1,ademen,geluiden,uitademen,2,64_2,2,64,120
67,target,1,kauwen,geluiden,eten,0,64_2,2,64,120
68,target,1,kauwen,geluiden,smakken,1,64_2,2,64,120
69,target,1,kauwen,geluiden,kauwen,2,64_2,2,64,120
70,target,1,drinken,geluiden,drinken,0,64_2,2,64,120
71,target,1,lachen,geluiden,lachen,0,64_2,2,64,120
72,target,1,wind,geluiden,wind,0,64_2,2,64,120
73,practice,0,zwaaien,combinatie,zwaairn,0,64_2,2,64,119
74,practice,0,vliegtuig,combinatie,vliegen,0,64_2,2,64,119
75,practice,0,vliegtuig,combinatie,zweven,1,64_2,2,64,119
76,practice,0,vliegtuig,combinatie,skispringen,2,64_2,2,64,119
77,target,0,walgen,combinatie,vies,0,64_2,2,64,119
78,target,0,walgen,combinatie,walgen,1,64_2,2,64,119
79,target,0,snel,combinatie,rennen,0,64_2,2,64,119
80,target,0,snel,combinatie,race,1,64_2,2,64,119
81,target,0,snel,combinatie,tijdstip,2,64_2,2,64,119
82,target,0,vuur,combinatie,openhaard,0,64_2,2,64,119
83,target,0,vuur,combinatie,kachel,1,64_2,2,64,119
84,target,0,vuur,combinatie,vuur,2,64_2,2,64,119
85,target,0,grommen,combinatie,tijger,0,64_2,2,64,119
