trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID
91,practice,1,zwaaien,gebaren,zwaaien,0,15_2,2,15,12
92,practice,1,klok,gebaren,klok,0,15_2,2,15,12
93,target,1,boos,gebaren,boos,0,15_2,2,15,12
94,target,1,kind,gebaren,baby,0,15_2,2,15,12
95,target,1,kind,gebaren,peuter,1,15_2,2,15,12
96,target,1,kind,gebaren,kind,2,15_2,2,15,12
97,target,1,ver,gebaren,verweg,0,15_2,2,15,12
98,target,1,vis,gebaren,slang,0,15_2,2,15,12
99,target,1,vis,gebaren,kronkelen,1,15_2,2,15,12
100,target,1,vis,gebaren,zee,2,15_2,2,15,12
101,target,1,regen,gebaren,regen,0,15_2,2,15,12
102,target,1,piepen,gebaren,kip,0,15_2,2,15,12
103,target,1,piepen,gebaren,kuikelen,1,15_2,2,15,12
104,target,1,piepen,gebaren,kwaken,2,15_2,2,15,12
105,target,1,vangen,gebaren,vangen,0,15_2,2,15,12
1,practice,0,bloem,combinatie,kaars,0,16_1,1,16,13
2,practice,0,comfortabel,combinatie,wakker,0,16_1,1,16,13
3,target,0,groot,combinatie,verrast,0,16_1,1,16,13
4,target,0,vlieg,combinatie,wind,0,16_1,1,16,13
5,target,0,verdrietig,combinatie,huilen,0,16_1,1,16,13
6,target,0,zout,combinatie,zout,0,16_1,1,16,13
7,target,0,rennen,combinatie,joggen,0,16_1,1,16,13
8,target,0,zuigen,combinatie,ademen,0,16_1,1,16,13
9,target,0,kotsen,combinatie,kotsen,0,16_1,1,16,13
10,practice,1,snijden,combinatie,zagen,0,16_1,1,16,14
11,practice,1,leeg,combinatie,vol,0,16_1,1,16,14
12,target,1,boos,combinatie,boos,0,16_1,1,16,14
13,target,1,bitter,combinatie,smakken,0,16_1,1,16,14
14,target,1,dood,combinatie,vermoorden,0,16_1,1,16,14
15,target,1,vuur,combinatie,wind,0,16_1,1,16,14
16,target,1,langzaam,combinatie,sjokken,0,16_1,1,16,14
17,target,1,bijten,combinatie,bijten,0,16_1,1,16,14
18,target,1,ademen,combinatie,ademen,0,16_1,1,16,14
19,practice,0,olifant,geluiden,stilte,0,16_1,1,16,13
20,practice,0,knippen,geluiden,snipperen,0,16_1,1,16,13
21,target,0,zoemen,geluiden,bij,0,16_1,1,16,13
22,target,0,koud,geluiden,auto,0,16_1,1,16,13
23,target,0,ver,geluiden,blazen,0,16_1,1,16,13
24,target,0,misschien,geluiden,twijfelen,0,16_1,1,16,13
25,target,0,zoet,geluiden,bevestiging,0,16_1,1,16,13
26,target,0,jagen,geluiden,schrikken,0,16_1,1,16,13
27,target,0,fluisteren,geluiden,fluisteren,0,16_1,1,16,13
28,practice,1,rijk,geluiden,twijfelen,0,16_1,1,16,14
29,practice,1,auto,geluiden,motor,0,16_1,1,16,14
30,target,1,vogel,geluiden,spuiten,0,16_1,1,16,14
31,target,1,hond,geluiden,grommen,0,16_1,1,16,14
32,target,1,hoorn,geluiden,olifant,0,16_1,1,16,14
33,target,1,luidruchtig,geluiden,machine,0,16_1,1,16,14
34,target,1,staart,geluiden,spuiten,0,16_1,1,16,14
35,target,1,vliegen,geluiden,blazen,0,16_1,1,16,14
36,target,1,grommen,geluiden,grommen,0,16_1,1,16,14
37,practice,0,dansen,gebaren,wiggelen,0,16_1,1,16,13
38,practice,0,haasten,gebaren,haast,0,16_1,1,16,13
39,target,0,ik,gebaren,ik,0,16_1,1,16,13
40,target,0,vrouw,gebaren,pop,0,16_1,1,16,13
41,target,0,heet,gebaren,heet,0,16_1,1,16,13
42,target,0,dik,gebaren,openmaken,0,16_1,1,16,13
43,target,0,blazen,gebaren,blazen,0,16_1,1,16,13
44,target,0,verbranden,gebaren,heet,0,16_1,1,16,13
45,target,0,staan,gebaren,hier,0,16_1,1,16,13
46,practice,1,koken,gebaren,zagen,0,16_1,1,16,14
47,practice,1,gek,gebaren,ontwijken,0,16_1,1,16,14
48,target,1,snel,gebaren,haasten,0,16_1,1,16,14
49,target,1,oud,gebaren,treuzelen,0,16_1,1,16,14
50,target,1,stil,gebaren,stil,0,16_1,1,16,14
51,target,1,slang,gebaren,zwemmen,0,16_1,1,16,14
52,target,1,zuur,gebaren,zuur,0,16_1,1,16,14
53,target,1,ruiken,gebaren,neus,0,16_1,1,16,14
54,target,1,zwemmen,gebaren,zwemmen,0,16_1,1,16,14
1,practice,0,zingen,combinatie,zingen,0,16_2,2,16,13
2,practice,0,telefoon,combinatie,appen,0,16_2,2,16,13
3,practice,0,telefoon,combinatie,communiceren,1,16_2,2,16,13
4,practice,0,telefoon,combinatie,bellen,2,16_2,2,16,13
5,target,0,ziek,combinatie,ziek,0,16_2,2,16,13
6,target,0,kruipen,combinatie,kruipen,0,16_2,2,16,13
7,target,0,springen,combinatie,springen,0,16_2,2,16,13
8,target,0,weten,combinatie,weten,0,16_2,2,16,13
9,target,0,gooien,combinatie,slaan,0,16_2,2,16,13
10,target,0,gooien,combinatie,highfive,1,16_2,2,16,13
11,target,0,gooien,combinatie,dunken,2,16_2,2,16,13
12,target,0,water,combinatie,zuipen,0,16_2,2,16,13
13,target,0,water,combinatie,drinken,1,16_2,2,16,13
14,target,0,water,combinatie,slokken,2,16_2,2,16,13
15,target,0,wind,combinatie,wind,0,16_2,2,16,13
16,practice,1,eend,combinatie,eend,0,16_2,2,16,14
17,practice,1,geheim,combinatie,fluisteren,0,16_2,2,16,14
18,practice,1,geheim,combinatie,zwijgen,1,16_2,2,16,14
19,practice,1,geheim,combinatie,stoppen,2,16_2,2,16,14
20,target,1,kat,combinatie,kat,0,16_2,2,16,14
21,target,1,bliksem,combinatie,raket,0,16_2,2,16,14
22,target,1,bliksem,combinatie,tuinslang,1,16_2,2,16,14
23,target,1,bliksem,combinatie,tuinieren,2,16_2,2,16,14
24,target,1,regen,combinatie,vangen,0,16_2,2,16,14
25,target,1,regen,combinatie,regen,1,16_2,2,16,14
26,target,1,klein,combinatie,bukken,0,16_2,2,16,14
27,target,1,klein,combinatie,kort,1,16_2,2,16,14
28,target,1,klein,combinatie,klein,2,16_2,2,16,14
29,target,1,piepen,combinatie,stotteren,0,16_2,2,16,14
30,target,1,piepen,combinatie,achteruit,1,16_2,2,16,14
31,target,1,piepen,combinatie,vrachtwagen,2,16_2,2,16,14
32,target,1,drinken,combinatie,drinken,0,16_2,2,16,14
33,target,1,lopen,combinatie,lopen,0,16_2,2,16,14
34,practice,0,klok,gebaren,tijd,0,16_2,2,16,13
35,practice,0,klok,gebaren,klok,1,16_2,2,16,13
36,practice,0,bal,gebaren,gooien,0,16_2,2,16,13
37,practice,0,bal,gebaren,werpen,1,16_2,2,16,13
38,practice,0,bal,gebaren,cirkel,2,16_2,2,16,13
39,target,0,walgen,gebaren,staan,0,16_2,2,16,13
40,target,0,walgen,gebaren,stinken,1,16_2,2,16,13
41,target,0,walgen,gebaren,vies,2,16_2,2,16,13
42,target,0,blij,gebaren,blij,0,16_2,2,16,13
43,target,0,niet,gebaren,nee,0,16_2,2,16,13
44,target,0,niet,gebaren,verbieden,1,16_2,2,16,13
45,target,0,niet,gebaren,kiezen,2,16_2,2,16,13
46,target,0,geur,gebaren,ruiken,0,16_2,2,16,13
47,target,0,geur,gebaren,geur,1,16_2,2,16,13
48,target,0,scherp,gebaren,snee,0,16_2,2,16,13
49,target,0,scherp,gebaren,hand,1,16_2,2,16,13
50,target,0,scherp,gebaren,vingertop,2,16_2,2,16,13
51,target,0,kauwen,gebaren,smakken,0,16_2,2,16,13
52,target,0,kauwen,gebaren,kauwen,1,16_2,2,16,13
53,target,0,vallen,gebaren,vallen,0,16_2,2,16,13
54,practice,1,vliegtuig,gebaren,vliegen,0,16_2,2,16,14
55,practice,1,vliegtuig,gebaren,vliegtuig,1,16_2,2,16,14
56,practice,1,zwaaien,gebaren,zwaaien,0,16_2,2,16,14
57,target,1,kind,gebaren,laag,0,16_2,2,16,14
58,target,1,kind,gebaren,jong,1,16_2,2,16,14
59,target,1,kind,gebaren,tiener,2,16_2,2,16,14
60,target,1,vis,gebaren,kip,0,16_2,2,16,14
61,target,1,vis,gebaren,figuur,1,16_2,2,16,14
62,target,1,vis,gebaren,bewegen,2,16_2,2,16,14
63,target,1,hoog,gebaren,klimmen,0,16_2,2,16,14
64,target,1,hoog,gebaren,hoog,1,16_2,2,16,14
65,target,1,berg,gebaren,berg,0,16_2,2,16,14
66,target,1,bang,gebaren,schrikken,0,16_2,2,16,14
67,target,1,bang,gebaren,wow,1,16_2,2,16,14
68,target,1,eten,gebaren,eten,0,16_2,2,16,14
69,target,1,likken,gebaren,likken,0,16_2,2,16,14
70,practice,0,fiets,geluiden,verward,0,16_2,2,16,13
71,practice,0,fiets,geluiden,twijfel,1,16_2,2,16,13
72,practice,0,fiets,geluiden,kiezen,2,16_2,2,16,13
73,practice,0,sneeuw,geluiden,zingen,0,16_2,2,16,13
74,practice,0,sneeuw,geluiden,neurien,1,16_2,2,16,13
75,practice,0,sneeuw,geluiden,vrolijk,2,16_2,2,16,13
76,target,0,ei,geluiden,kip,0,16_2,2,16,13
77,target,0,ei,geluiden,haan,1,16_2,2,16,13
78,target,0,ei,geluiden,kukkelen,2,16_2,2,16,13
79,target,0,zwaar,geluiden,zuchten,0,16_2,2,16,13
80,target,0,zwaar,geluiden,moe,1,16_2,2,16,13
81,target,0,zwaar,geluiden,zuchten,2,16_2,2,16,13
82,target,0,man,geluiden,grommen,0,16_2,2,16,13
83,target,0,man,geluiden,beer,1,16_2,2,16,13
84,target,0,man,geluiden,praten,2,16_2,2,16,13
85,target,0,vechten,geluiden,vechten,0,16_2,2,16,13
86,target,0,geven,geluiden,bevestigen,0,16_2,2,16,13
87,target,0,geven,geluiden,accepteren,1,16_2,2,16,13
88,target,0,lachen,geluiden,blij,0,16_2,2,16,13
89,target,0,lachen,geluiden,grappig,1,16_2,2,16,13
90,target,0,lachen,geluiden,vrolijk,2,16_2,2,16,13
91,target,0,slapen,geluiden,slapen,0,16_2,2,16,13
92,practice,1,glimlach,geluiden,zucht,0,16_2,2,16,14
93,practice,1,glimlach,geluiden,stem,1,16_2,2,16,14
94,practice,1,glimlach,geluiden,lachen,2,16_2,2,16,14
95,practice,1,juichen,geluiden,achtbaan,0,16_2,2,16,14
96,practice,1,juichen,geluiden,juichen,1,16_2,2,16,14
97,target,1,goed,geluiden,twijfelen,0,16_2,2,16,14
98,target,1,goed,geluiden,bevestigen,1,16_2,2,16,14
99,target,1,goed,geluiden,eens,2,16_2,2,16,14
100,target,1,sterk,geluiden,grommen,0,16_2,2,16,14
101,target,1,sterk,geluiden,boos,1,16_2,2,16,14
102,target,1,sterk,geluiden,kwaad,2,16_2,2,16,14
103,target,1,onweer,geluiden,brand,0,16_2,2,16,14
104,target,1,onweer,geluiden,kortsluiting,1,16_2,2,16,14
105,target,1,onweer,geluiden,oorlog,2,16_2,2,16,14
106,target,1,vangen,geluiden,wapen,0,16_2,2,16,14
107,target,1,vangen,geluiden,wind,1,16_2,2,16,14
108,target,1,vangen,geluiden,graffiti,2,16_2,2,16,14
109,target,1,huilen,geluiden,ruiken,0,16_2,2,16,14
110,target,1,huilen,geluiden,huilen,1,16_2,2,16,14
111,target,1,horen,geluiden,lekker,0,16_2,2,16,14
112,target,1,horen,geluiden,huh,1,16_2,2,16,14
113,target,1,horen,geluiden,zingen,2,16_2,2,16,14
114,target,1,slaan,geluiden,schieten,0,16_2,2,16,14
115,target,1,slaan,geluiden,heet,1,16_2,2,16,14
116,target,1,slaan,geluiden,blussen,2,16_2,2,16,14
1,practice,0,gek,combinatie,gek,0,17_1,1,17,15
2,practice,0,snijden,combinatie,zagen,0,17_1,1,17,15
3,target,0,bang,combinatie,bang,0,17_1,1,17,15
4,target,0,slang,combinatie,slang,0,17_1,1,17,15
5,target,0,zoet,combinatie,eten,0,17_1,1,17,15
6,target,0,vallen,combinatie,vallen,0,17_1,1,17,15
7,target,0,geven,combinatie,uitdelen,0,17_1,1,17,15
8,target,0,slaan,combinatie,slaan,0,17_1,1,17,15
9,target,0,kotsen,combinatie,overgeven,0,17_1,1,17,15
10,practice,1,dansen,combinatie,dansen,0,17_1,1,17,16
11,practice,1,olifant,combinatie,olifant,0,17_1,1,17,16
12,target,1,ver,combinatie,wijzen,0,17_1,1,17,16
13,target,1,zwaar,combinatie,tillen,0,17_1,1,17,16
14,target,1,piepen,combinatie,piepen,0,17_1,1,17,16
15,target,1,sterk,combinatie,sterk,0,17_1,1,17,16
16,target,1,verbranden,combinatie,verbranden,0,17_1,1,17,16
17,target,1,kauwen,combinatie,kauwen,0,17_1,1,17,16
18,target,1,eten,combinatie,eten,0,17_1,1,17,16
19,practice,0,leeg,geluiden,aarzel,0,17_1,1,17,15
20,practice,0,bloem,geluiden,verbazing,0,17_1,1,17,15
21,target,0,zoemen,geluiden,mug,0,17_1,1,17,15
22,target,0,dood,geluiden,kraken,0,17_1,1,17,15
23,target,0,hoorn,geluiden,schreeuw,0,17_1,1,17,15
24,target,0,man,geluiden,holbewoner,0,17_1,1,17,15
25,target,0,misschien,geluiden,interesse,0,17_1,1,17,15
26,target,0,oud,geluiden,bejaarde,0,17_1,1,17,15
27,target,0,zwemmen,geluiden,vuurwerk,0,17_1,1,17,15
28,practice,1,rijk,geluiden,eureka,0,17_1,1,17,16
29,practice,1,auto,geluiden,auto,0,17_1,1,17,16
30,target,1,koud,geluiden,kou,0,17_1,1,17,16
31,target,1,berg,geluiden,motor,0,17_1,1,17,16
32,target,1,ziek,geluiden,kuchen,0,17_1,1,17,16
33,target,1,onweer,geluiden,opstijgen,0,17_1,1,17,16
34,target,1,drinken,geluiden,weer,0,17_1,1,17,16
35,target,1,horen,geluiden,brommen,0,17_1,1,17,16
36,target,1,water,geluiden,slang,0,17_1,1,17,16
37,practice,0,koken,gebaren,koken,0,17_1,1,17,15
38,practice,0,haasten,gebaren,haast,0,17_1,1,17,15
39,target,0,vogel,gebaren,vogel,0,17_1,1,17,15
40,target,0,heet,gebaren,heet,0,17_1,1,17,15
41,target,0,luidruchtig,gebaren,doof,0,17_1,1,17,15
42,target,0,blazen,gebaren,blazen,0,17_1,1,17,15
43,target,0,lachen,gebaren,lachen,0,17_1,1,17,15
44,target,0,likken,gebaren,kat,0,17_1,1,17,15
45,target,0,slapen,gebaren,slapen,0,17_1,1,17,15
46,practice,1,knippen,gebaren,knippen,0,17_1,1,17,16
47,practice,1,comfortabel,gebaren,misschien,0,17_1,1,17,16
48,target,1,kat,gebaren,kat,0,17_1,1,17,16
49,target,1,vrouw,gebaren,naakt,0,17_1,1,17,16
50,target,1,blij,gebaren,blij,0,17_1,1,17,16
51,target,1,verdrietig,gebaren,verdrietig,0,17_1,1,17,16
52,target,1,dik,gebaren,dik,0,17_1,1,17,16
53,target,1,kruipen,gebaren,kruipen,0,17_1,1,17,16
54,target,1,rennen,gebaren,rennen,0,17_1,1,17,16
1,practice,0,geheim,gebaren,stilte,0,17_2,2,17,15
2,practice,0,geheim,gebaren,geheim,1,17_2,2,17,15
3,practice,0,zwaaien,gebaren,zwaaien,0,17_2,2,17,15
4,target,0,hond,gebaren,rat,0,17_2,2,17,15
5,target,0,hond,gebaren,konijn,1,17_2,2,17,15
6,target,0,hond,gebaren,hond,2,17_2,2,17,15
7,target,0,goed,gebaren,goed,0,17_2,2,17,15
8,target,0,niet,gebaren,nee,0,17_2,2,17,15
9,target,0,niet,gebaren,fout,1,17_2,2,17,15
10,target,0,niet,gebaren,niet,2,17_2,2,17,15
11,target,0,stil,gebaren,stilte,0,17_2,2,17,15
12,target,0,stil,gebaren,stiller,1,17_2,2,17,15
13,target,0,stil,gebaren,ssst,2,17_2,2,17,15
14,target,0,zuur,gebaren,zuur,0,17_2,2,17,15
15,target,0,ademen,gebaren,ademhalen,0,17_2,2,17,15
16,target,0,weten,gebaren,slim,0,17_2,2,17,15
17,target,0,weten,gebaren,idee,1,17_2,2,17,15
18,target,0,weten,gebaren,gedachte,2,17_2,2,17,15
19,practice,1,vliegtuig,gebaren,vliegen,0,17_2,2,17,16
20,practice,1,vliegtuig,gebaren,zweven,1,17_2,2,17,16
21,practice,1,vliegtuig,gebaren,vliegtuig,2,17_2,2,17,16
22,practice,1,bal,gebaren,bal,0,17_2,2,17,16
23,target,1,walgen,gebaren,nee,0,17_2,2,17,16
24,target,1,walgen,gebaren,afwijzing,1,17_2,2,17,16
25,target,1,walgen,gebaren,afgunst,2,17_2,2,17,16
26,target,1,vis,gebaren,vis,0,17_2,2,17,16
27,target,1,regen,gebaren,regen,0,17_2,2,17,16
28,target,1,scherp,gebaren,prikken,0,17_2,2,17,16
29,target,1,scherp,gebaren,schillen,1,17_2,2,17,16
30,target,1,scherp,gebaren,pellen,2,17_2,2,17,16
31,target,1,staart,gebaren,staart,0,17_2,2,17,16
32,target,1,grommen,gebaren,blaffen,0,17_2,2,17,16
33,target,1,grommen,gebaren,grommen,1,17_2,2,17,16
34,target,1,jagen,gebaren,schieten,0,17_2,2,17,16
35,target,1,jagen,gebaren,jagen,1,17_2,2,17,16
36,practice,0,zingen,geluiden,zingen,0,17_2,2,17,15
37,practice,0,juichen,geluiden,blij,0,17_2,2,17,15
38,practice,0,juichen,geluiden,vieren,1,17_2,2,17,15
39,practice,0,juichen,geluiden,feest,2,17_2,2,17,15
40,target,0,bitter,geluiden,eten,0,17_2,2,17,15
41,target,0,bitter,geluiden,doorslikken,1,17_2,2,17,15
42,target,0,bitter,geluiden,snoepen,2,17_2,2,17,15
43,target,0,langzaam,geluiden,auto,0,17_2,2,17,15
44,target,0,langzaam,geluiden,sloom,1,17_2,2,17,15
45,target,0,langzaam,geluiden,luisteren,2,17_2,2,17,15
46,target,0,klein,geluiden,piepen,0,17_2,2,17,15
47,target,0,klein,geluiden,zacht,1,17_2,2,17,15
48,target,0,klein,geluiden,klein,2,17_2,2,17,15
49,target,0,bijten,geluiden,klappen,0,17_2,2,17,15
50,target,0,bijten,geluiden,kauwen,1,17_2,2,17,15
51,target,0,bijten,geluiden,eten,2,17_2,2,17,15
52,target,0,vliegen,geluiden,wind,0,17_2,2,17,15
53,target,0,vliegen,geluiden,strand,1,17_2,2,17,15
54,target,0,vliegen,geluiden,vuurwerk,2,17_2,2,17,15
55,target,0,gooien,geluiden,toeter,0,17_2,2,17,15
56,target,0,gooien,geluiden,startsignaal,1,17_2,2,17,15
57,target,0,gooien,geluiden,oorlog,2,17_2,2,17,15
58,target,0,wind,geluiden,wind,0,17_2,2,17,15
59,practice,1,glimlach,geluiden,afvragen,0,17_2,2,17,16
60,practice,1,glimlach,geluiden,neutraal,1,17_2,2,17,16
61,practice,1,glimlach,geluiden,eens,2,17_2,2,17,16
62,practice,1,sneeuw,geluiden,kou,0,17_2,2,17,16
63,practice,1,sneeuw,geluiden,wind,1,17_2,2,17,16
64,practice,1,sneeuw,geluiden,winter,2,17_2,2,17,16
65,target,1,groot,geluiden,brullen,0,17_2,2,17,16
66,target,1,groot,geluiden,luid,1,17_2,2,17,16
67,target,1,groot,geluiden,diep,2,17_2,2,17,16
68,target,1,ei,geluiden,laag,0,17_2,2,17,16
69,target,1,ei,geluiden,boerderij,1,17_2,2,17,16
70,target,1,ei,geluiden,boer,2,17_2,2,17,16
71,target,1,hoog,geluiden,laag,0,17_2,2,17,16
72,target,1,hoog,geluiden,hoog,1,17_2,2,17,16
73,target,1,zout,geluiden,wind,0,17_2,2,17,16
74,target,1,zout,geluiden,eten,1,17_2,2,17,16
75,target,1,zout,geluiden,snijden,2,17_2,2,17,16
76,target,1,vangen,geluiden,grommen,0,17_2,2,17,16
77,target,1,vangen,geluiden,helpen,1,17_2,2,17,16
78,target,1,vangen,geluiden,aanvallen,2,17_2,2,17,16
79,target,1,huilen,geluiden,huilen,0,17_2,2,17,16
80,target,1,staan,geluiden,uitleggen,0,17_2,2,17,16
81,target,1,staan,geluiden,energiek,1,17_2,2,17,16
82,target,1,staan,geluiden,praten,2,17_2,2,17,16
83,practice,0,klok,combinatie,klok,0,17_2,2,17,15
84,practice,0,telefoon,combinatie,bellen,0,17_2,2,17,15
85,practice,0,telefoon,combinatie,ophangen,1,17_2,2,17,15
86,practice,0,telefoon,combinatie,telefoon,2,17_2,2,17,15
87,target,0,ik,combinatie,ik,0,17_2,2,17,15
88,target,0,boos,combinatie,boos,0,17_2,2,17,15
89,target,0,vlieg,combinatie,vliegen,0,17_2,2,17,15
90,target,0,vlieg,combinatie,vlieg,1,17_2,2,17,15
91,target,0,bliksem,combinatie,onweer,0,17_2,2,17,15
92,target,0,bliksem,combinatie,bliksem,1,17_2,2,17,15
93,target,0,geur,combinatie,ruik,0,17_2,2,17,15
94,target,0,geur,combinatie,snuiven,1,17_2,2,17,15
95,target,0,geur,combinatie,geur,2,17_2,2,17,15
96,target,0,vechten,combinatie,gevecht,0,17_2,2,17,15
97,target,0,vechten,combinatie,karate,1,17_2,2,17,15
98,target,0,vechten,combinatie,zelfverdediging,2,17_2,2,17,15
99,target,0,fluisteren,combinatie,geheim,0,17_2,2,17,15
100,target,0,fluisteren,combinatie,fluisteren,1,17_2,2,17,15
101,practice,1,fiets,combinatie,fietsen,0,17_2,2,17,16
102,practice,1,fiets,combinatie,fiets,1,17_2,2,17,16
103,practice,1,eend,combinatie,eend,0,17_2,2,17,16
104,target,1,kind,combinatie,klein,0,17_2,2,17,16
105,target,1,kind,combinatie,kind,1,17_2,2,17,16
106,target,1,snel,combinatie,snel,0,17_2,2,17,16
107,target,1,vuur,combinatie,vuur,0,17_2,2,17,16
108,target,1,springen,combinatie,springen,0,17_2,2,17,16
109,target,1,ruiken,combinatie,ruiken,0,17_2,2,17,16
110,target,1,zuigen,combinatie,slurpen,0,17_2,2,17,16
111,target,1,zuigen,combinatie,blazen,1,17_2,2,17,16
112,target,1,zuigen,combinatie,zuigen,2,17_2,2,17,16
113,target,1,lopen,combinatie,wandelen,0,17_2,2,17,16
114,target,1,lopen,combinatie,lopen,1,17_2,2,17,16
1,practice,0,gek,geluiden,vermoeidheid,0,18_1,1,18,17
2,practice,0,knippen,geluiden,vogel,0,18_1,1,18,17
3,target,0,vogel,geluiden,vogel,0,18_1,1,18,17
4,target,0,kat,geluiden,poes,0,18_1,1,18,17
5,target,0,zwaar,geluiden,vallen,0,18_1,1,18,17
6,target,0,dik,geluiden,crashen,0,18_1,1,18,17
7,target,0,onweer,geluiden,oorlog,0,18_1,1,18,17
8,target,0,vangen,geluiden,snijde,0,18_1,1,18,17
9,target,0,vliegen,geluiden,wind,0,18_1,1,18,17
10,practice,1,koken,geluiden,slang,0,18_1,1,18,18
11,practice,1,leeg,geluiden,ei,0,18_1,1,18,18
12,target,1,bitter,geluiden,vies,0,18_1,1,18,18
13,target,1,walgen,geluiden,eng,0,18_1,1,18,18
14,target,1,geur,geluiden,ruiken,0,18_1,1,18,18
15,target,1,scherp,geluiden,gooien,0,18_1,1,18,18
16,target,1,zoet,geluiden,lekker,0,18_1,1,18,18
17,target,1,verbranden,geluiden,pijn,0,18_1,1,18,18
18,target,1,vechten,geluiden,raken ,0,18_1,1,18,18
19,practice,0,olifant,combinatie,fanfare,0,18_1,1,18,17
20,practice,0,comfortabel,combinatie,knuffelen,0,18_1,1,18,17
21,target,0,hond,combinatie,hond,0,18_1,1,18,17
22,target,0,man,combinatie,sterk,0,18_1,1,18,17
23,target,0,bang,combinatie,enthousiast,0,18_1,1,18,17
24,target,0,zuur,combinatie,walging,0,18_1,1,18,17
25,target,0,staart,combinatie,zebra,0,18_1,1,18,17
26,target,0,likken,combinatie,likken,0,18_1,1,18,17
27,target,0,zwemmen,combinatie,zwemmen,0,18_1,1,18,17
28,practice,1,auto,combinatie,motor,0,18_1,1,18,18
29,practice,1,haasten,combinatie,hardlopen,0,18_1,1,18,18
30,target,1,snel,combinatie,sprinten,0,18_1,1,18,18
31,target,1,vlieg,combinatie,vlieg,0,18_1,1,18,18
32,target,1,hoog,combinatie,groot,0,18_1,1,18,18
33,target,1,luidruchtig,combinatie,juichen,0,18_1,1,18,18
34,target,1,berg,combinatie,ballerina,0,18_1,1,18,18
35,target,1,drinken,combinatie,drinken,0,18_1,1,18,18
36,target,1,grommen,combinatie,leeuw ,0,18_1,1,18,18
37,practice,0,dansen,gebaren,dansen,0,18_1,1,18,17
38,practice,0,bloem,gebaren,bloem,0,18_1,1,18,17
39,target,0,vrouw,gebaren,vrouw,0,18_1,1,18,17
40,target,0,bliksem,gebaren,hakken,0,18_1,1,18,17
41,target,0,ziek,gebaren,ziek,0,18_1,1,18,17
42,target,0,langzaam,gebaren,traag,0,18_1,1,18,17
43,target,0,slaan,gebaren,slaan,0,18_1,1,18,17
44,target,0,rennen,gebaren,rennen,0,18_1,1,18,17
45,target,0,wind,gebaren,wind,0,18_1,1,18,17
46,practice,1,rijk,gebaren,geld ,0,18_1,1,18,18
47,practice,1,snijden,gebaren,snijden,0,18_1,1,18,18
48,target,1,boos,gebaren,boos ,0,18_1,1,18,18
49,target,1,kind,gebaren,uitzicht,0,18_1,1,18,18
50,target,1,koud,gebaren,koud,0,18_1,1,18,18
51,target,1,goed,gebaren,leuk,0,18_1,1,18,18
52,target,1,blij,gebaren,blij,0,18_1,1,18,18
53,target,1,sterk,gebaren,sterk ,0,18_1,1,18,18
54,target,1,slapen,gebaren,slapen,0,18_1,1,18,18
1,practice,0,telefoon,gebaren,bellen,0,18_2,2,18,17
2,practice,0,telefoon,gebaren,telefoon,1,18_2,2,18,17
3,practice,0,juichen,gebaren,juichen,0,18_2,2,18,17
4,target,0,zoemen,gebaren,vlieg,0,18_2,2,18,17
5,target,0,zoemen,gebaren,mug,1,18_2,2,18,17
6,target,0,zoemen,gebaren,zoemen,2,18_2,2,18,17
7,target,0,ei,gebaren,drol,0,18_2,2,18,17
8,target,0,ei,gebaren,ei,1,18_2,2,18,17
9,target,0,vuur,gebaren,bakken,0,18_2,2,18,17
10,target,0,vuur,gebaren,verbranden,1,18_2,2,18,17
11,target,0,vuur,gebaren,heet,2,18_2,2,18,17
12,target,0,oud,gebaren,oud,0,18_2,2,18,17
13,target,0,geven,gebaren,afrekenen,0,18_2,2,18,17
14,target,0,geven,gebaren,geven,1,18_2,2,18,17
15,target,0,kotsen,gebaren,overgeven,0,18_2,2,18,17
16,target,0,kotsen,gebaren,spugen,1,18_2,2,18,17
17,target,0,kotsen,gebaren,kotsen,2,18_2,2,18,17
18,target,0,fluisteren,gebaren,roddelen,0,18_2,2,18,17
19,target,0,fluisteren,gebaren,fluisteren,1,18_2,2,18,17
20,practice,1,zingen,gebaren,zingen,0,18_2,2,18,18
21,practice,1,geheim,gebaren,roddelen,0,18_2,2,18,18
22,practice,1,geheim,gebaren,fluisteren,1,18_2,2,18,18
23,practice,1,geheim,gebaren,geheim,2,18_2,2,18,18
24,target,1,groot,gebaren,groot,0,18_2,2,18,18
25,target,1,misschien,gebaren,onwetend,0,18_2,2,18,18
26,target,1,misschien,gebaren,twijfelen,1,18_2,2,18,18
27,target,1,misschien,gebaren,dom,2,18_2,2,18,18
28,target,1,zout,gebaren,zout,0,18_2,2,18,18
29,target,1,blazen,gebaren,blazen,0,18_2,2,18,18
30,target,1,kauwen,gebaren,eten,0,18_2,2,18,18
31,target,1,kauwen,gebaren,kauwen,1,18_2,2,18,18
32,target,1,kruipen,gebaren,kruipen,0,18_2,2,18,18
33,target,1,vallen,gebaren,vallen,0,18_2,2,18,18
34,practice,0,zwaaien,geluiden,sneeuw,0,18_2,2,18,17
35,practice,0,zwaaien,geluiden,wind,1,18_2,2,18,17
36,practice,0,zwaaien,geluiden,vogel,2,18_2,2,18,17
37,practice,0,geheim,geluiden,stil,0,18_2,2,18,17
38,practice,0,geheim,geluiden,geroezemoes,1,18_2,2,18,17
39,practice,0,geheim,geluiden,fluisteren,2,18_2,2,18,17
