welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,sensorypref3,xRes,yRes,sensorypref[],sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img
1.0,[4.598300000190735],[4.598300000190735],426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,1.0,[16.871699999809266],[16.87180000019074],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,on,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,1.0,[83.42690000009537],[83.427],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,1.0,[91.09069999980926],[91.0907999997139],1.0,[96.212],[96.212],1.0,[6.134800000190737],[6.134900000095357],0.592592706,19.5219,0.0,0.0,0.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,2.0,"[6.134800000190737,0.9833000001907237]","[6.134900000095357,0.9833000001907237]",0.975926039,4.6767,0.0,1.0,1.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,2.0,"[91.09069999980926,135.01089999961852]","[91.0907999997139,135.01089999961852]",2.0,"[96.212,139.36]","[96.212,139.36019999980925]",3.0,"[6.134800000190737,0.9833000001907237,0.9668000001907444]","[6.134900000095357,0.9833000001907237,0.9669000000953645]",0.990740797,3.241,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,4.0,"[6.134800000190737,0.9833000001907237,0.9668000001907444,0.683900000095349]","[6.134900000095357,0.9833000001907237,0.9669000000953645,0.6839999999999975]",0.98703715,1.9136,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,3.0,"[91.09069999980926,135.01089999961852,154.72119999980927]","[91.0907999997139,135.01089999961852,154.72119999980927]",3.0,"[96.212,139.36,157.0855]","[96.212,139.36019999980925,157.08559999990464]",5.0,"[6.134800000190737,0.9833000001907237,0.9668000001907444,0.683900000095349,0.7830999999046355]","[6.134900000095357,0.9833000001907237,0.9669000000953645,0.6839999999999975,0.7830999999046355]",0.994444444,2.9511,0.0,0.0,0.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,6.0,"[6.134800000190737,0.9833000001907237,0.9668000001907444,0.683900000095349,0.7830999999046355,0.6836999998092494]","[6.134900000095357,0.9833000001907237,0.9669000000953645,0.6839999999999975,0.7830999999046355,0.683800000190729]",0.988888889,1.569,0.0,1.0,1.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[173.58690000009537],[173.58690000009537],,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[178.21259999990465],[178.21269999980927],1.0,[179.95460000038148],[179.95460000038148],5.0,181.5234,1.0,[2.7529000000953943],[2.7530000000000143],-0.8,12.2124,0.0,0.0,0.0,99.0,1.0,mier,vmier,question_vocal.png,im_mouth.png
,,,426597,1,21,2023-06-16_15h40.04.404,flesh_expressibility_dutch,2022.2.4,Win32,60.10699044,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,4.0,,sensorypref1,sensorypref2,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,195.8326,2.0,"[2.7529000000953943,1.666799999713902]","[2.7530000000000143,1.666899999618522]",0.705555556,11.8877,0.0,1.0,1.0,49.0,1.0,springen,vspringen,question_vocal.png,im_mouth.png
