welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,ppn,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,95.2551,11.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674]",-0.027777778,1.4055,0.0,12.0,12.0,165.0,1.0,hard,ghard,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,96.922,12.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237]",-0.012962963,1.3208,0.0,13.0,13.0,46.0,1.0,nat,gnat,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,99.0386,13.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474]",-0.066666667,1.8695,0.0,14.0,14.0,16.0,1.0,alles,galles,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,100.1287,14.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346]",-0.051851852,0.9367,0.0,15.0,15.0,51.0,1.0,lopen,glopen,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,101.5292,15.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594]",-0.048148148,1.095,0.0,16.0,16.0,25.0,1.0,dood,gdood,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,103.2043,16.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327]",-0.012962963,1.2587,0.0,17.0,17.0,31.0,1.0,zwak,gzwak,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,104.9723,17.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125]",0.02962963,1.4539,0.0,18.0,18.0,62.0,1.0,piepen,gpiepen,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,106.5012,18.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907]",-0.014814815,1.1863,0.0,19.0,19.0,71.0,1.0,geur,ggeur,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,107.9856,19.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477]",-0.007407407,1.2201,0.0,20.0,20.0,96.0,1.0,verbranden,gverbranden,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,109.8807,19.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477]",,,0.0,21.0,21.0,198.0,1.0,nieuw,gnieuw,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,111.1473,19.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477]",,,0.0,22.0,22.0,120.0,1.0,been,gbeen,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,111.4132,20.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674]",0.009259259,0.8967,0.0,23.0,23.0,95.0,1.0,niet,gniet,question_gesture.png,im_hand.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"[45.327000000000005,113.59700000000001]","[45.327000000000005,113.59700000000001]",2.0,"[46.333999999999996,114.69390000009537]","[46.333999999999996,114.69390000009537]",1.0,116.0293,21.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191]",-0.009259259,1.2296,0.0,0.0,0.0,108.0,1.0,neus,vneus,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,119.338,22.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693]",-0.040740741,2.9375,0.0,1.0,1.0,186.0,1.0,lang,vlang,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,121.3687,22.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693]",,,0.0,2.0,2.0,96.0,1.0,verbranden,vverbranden,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,122.3898,22.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693]",,,0.0,3.0,3.0,120.0,1.0,been,vbeen,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,123.3883,23.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446]",0.05,3.0395,0.0,4.0,4.0,168.0,1.0,schaduw,vschaduw,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,126.4566,24.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633]",-0.053703704,1.3704,0.0,5.0,5.0,78.0,1.0,wit,vwit,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,129.6563,25.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523]",-0.109259259,2.7681,0.0,6.0,6.0,6.0,1.0,zuur,vzuur,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,131.5971,26.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447]",0.051851852,1.741,0.0,7.0,7.0,165.0,1.0,hard,vhard,question_vocal.png,im_mouth.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,133.948,27.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943]",-0.009259259,1.6743,0.0,8.0,8.0,9.0,1.0,kotsen,vkotsen,question_vocal.png,im_mouth.png,,,,,
