welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[0.8886000000238421],[0.8887000000476841],1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,1.0,[1.7907000000476838],[1.7908000000715258],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,on,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,1.0,[17.036600000023842],[17.036699999928477],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,1.0,[18.73139999997616],[18.7315],1.0,[20.308099999904634],[20.308099999904634],1.0,[0.3993999999761577],[0.3993999999761577],-0.066666667,0.6935,0.0,0.0,0.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,2.0,"[0.3993999999761577,0.2832000000476853]","[0.3993999999761577,0.28330000007152734]",-0.05,0.4417,0.0,1.0,1.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,2.0,"[18.73139999997616,25.076399999976157]","[18.7315,25.076399999976157]",2.0,"[20.308099999904634,26.0705]","[20.308099999904634,26.070599999904633]",3.0,"[0.3993999999761577,0.2832000000476853,0.28309999990463197]","[0.3993999999761577,0.28330000007152734,0.283199999928474]",-0.022222222,0.5345,0.0,0.0,0.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,4.0,"[0.3993999999761577,0.2832000000476853,0.28309999990463197,0.2831000000238362]","[0.3993999999761577,0.28330000007152734,0.283199999928474,0.2832000000476782]",-0.140740741,0.4028,0.0,1.0,1.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,3.0,"[18.73139999997616,25.076399999976157,30.938100000023848]","[18.7315,25.076399999976157,30.938100000023848]",3.0,"[20.308099999904634,26.0705,32.09889999997616]","[20.308099999904634,26.070599999904633,32.09889999997616]",5.0,"[0.3993999999761577,0.2832000000476853,0.28309999990463197,0.2831000000238362,0.4498999999761608]","[0.3993999999761577,0.28330000007152734,0.283199999928474,0.2832000000476782,0.45000000000000284]",0.418518519,0.6124,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,6.0,"[0.3993999999761577,0.2832000000476853,0.28309999990463197,0.2831000000238362,0.4498999999761608,0.41660000002384123]","[0.3993999999761577,0.28330000007152734,0.283199999928474,0.2832000000476782,0.45000000000000284,0.4166999999284755]",-0.42962963,0.4378,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[40.63679999995232],[40.636899999976166],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-24_18h23.27.639,flesh_expressibility_dutch,2022.2.4,Win32,60.43756799,,,,19.0,1.0,ff,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[42.59909999990464],[42.59919999992848],1.0,[43.49550000000001],[43.49560000002384],4.0,44.9088,0.0,[],[],,,0.0,0.0,0.0,60.0,1.0,luidruchtig,vluidruchtig,question_vocal.png,im_mouth.png,,,,,
