welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref2,xRes,yRes,sensorypref[],sensorypref1,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img
1.0,[1.6452000000029798],[1.64529999999702],98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,1.0,[14.408799999997022],[14.408799999997022],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,18.0,1.0,Nederlands,,,,,,Duits,1.0,Engels,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,on,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,18.0,1.0,Nederlands,,,,,,Duits,1.0,Engels,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref2,1920.0,1080.0,,,,,1.0,[80.11179999999702],[80.11190000000596],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,18.0,1.0,Nederlands,,,,,,Duits,1.0,Engels,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,18.0,1.0,Nederlands,,,,,,Duits,1.0,Engels,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref2,1920.0,1080.0,,,,,,,,1.0,[90.28669999998809],[90.28669999998809],1.0,[102.39739999999107],[102.39739999999107],1.0,[1.5360000000000014],[1.5360000000000014],0.448148148,8.7693,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,18.0,1.0,Nederlands,,,,,,Duits,1.0,Engels,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,2.0,"[1.5360000000000014,0.5840999999940379]","[1.5360000000000014,0.5842000000029941]",0.416666667,4.1715,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98560,1,21,2023-10-06_11h37.08.148,flesh_expressibility_dutch,2022.2.4,Win32,59.94485074,,,,18.0,1.0,Nederlands,,,,,,Duits,1.0,Engels,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref2,1920.0,1080.0,,,,,,,,2.0,"[90.28669999998809,129.50949999999997]","[90.28669999998809,129.509599999994]",2.0,"[102.39739999999107,132.310799999997]","[102.39739999999107,132.31089999999102]",3.0,"[1.5360000000000014,0.5840999999940379,0.5339999999999918]","[1.5360000000000014,0.5842000000029941,0.534100000008948]",-0.185185185,8.9789,0.0,0.0,0.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,
