welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,sensorypref4,xRes,yRes,sensorypref[],sensorypref3,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,comment_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[3.35919999998808],[3.35919999998808],64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,1.0,[7.552399999991058],[7.5525],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,18.0,1.0,Nederlands,,,,,,Engels ,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,DE,6.0,2.0,2.0,5.0,on,sensorypref1,sensorypref2,sensorypref4,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,18.0,1.0,Nederlands,,,,,,Engels ,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,DE,6.0,2.0,2.0,5.0,,sensorypref1,sensorypref2,sensorypref4,1280.0,720.0,,,1.0,[76.85439999999106],[76.85439999999106],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,18.0,1.0,Nederlands,,,,,,Engels ,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,DE,6.0,2.0,2.0,5.0,,sensorypref1,sensorypref2,sensorypref4,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,18.0,1.0,Nederlands,,,,,,Engels ,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,DE,6.0,2.0,2.0,5.0,,sensorypref1,sensorypref2,sensorypref4,1280.0,720.0,,,,,,1.0,[83.9285],[83.9285],1.0,[92.9015],[92.9015],1.0,[0.8826000000089351],[0.8827000000029841],0.411111111,9.2464,0.0,0.0,0.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,18.0,1.0,Nederlands,,,,,,Engels ,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,DE,6.0,2.0,2.0,5.0,,sensorypref1,sensorypref2,sensorypref4,1280.0,720.0,,,,,,,,,,,,2.0,"[0.8826000000089351,0.9494000000059515]","[0.8827000000029841,0.9494000000059515]",0.611111111,3.991,0.0,1.0,1.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64867,1,21,2023-09-11_14h01.12.184,flesh_expressibility_dutch,2022.2.4,Win32,60.12144532,,,,18.0,1.0,Nederlands,,,,,,Engels ,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,DE,6.0,2.0,2.0,5.0,,sensorypref1,sensorypref2,sensorypref4,1280.0,720.0,,,,,,2.0,"[83.9285,122.60050000000001]","[83.9285,122.60050000000001]",2.0,"[92.9015,125.74470000000298]","[92.9015,125.74470000000298]",3.0,"[0.8826000000089351,0.9494000000059515,1.6162999999970111]","[0.8827000000029841,0.9494000000059515,1.6162999999970111]",0.348148261,8.9049,0.0,0.0,0.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
