welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[1.518300000071525],[1.518300000071525],1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,1.0,[2.6217000000476833],[2.6217000000476833],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,on,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,1.0,[17.355299999952315],[17.355299999952315],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,1.0,[19.40160000002384],[19.401700000047683],1.0,[21.2635],[21.263600000023843],1.0,[0.4998000000715237],[0.4999000000953657],-0.585185185,1.2009,0.0,0.0,0.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,2.0,"[0.4998000000715237,0.49989999997615797]","[0.4999000000953657,0.49989999997615797]",0.003703704,0.7874,0.0,1.0,1.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,2.0,"[19.40160000002384,27.228700000047684]","[19.401700000047683,27.22879999995231]",2.0,"[21.2635,28.323999999999998]","[21.263600000023843,28.32410000002384]",3.0,"[0.4998000000715237,0.49989999997615797,0.3662999999523109]","[0.4999000000953657,0.49989999997615797,0.3662999999523109]",-0.266666667,0.6675,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,4.0,"[0.4998000000715237,0.49989999997615797,0.3662999999523109,0.3994999999999962]","[0.4999000000953657,0.49989999997615797,0.3662999999523109,0.3996000000238382]",0.135185185,0.3912,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,3.0,"[19.40160000002384,27.228700000047684,33.1405]","[19.401700000047683,27.22879999995231,33.140600000023845]",3.0,"[21.2635,28.323999999999998,34.58570000004768]","[21.263600000023843,28.32410000002384,34.58580000007152]",5.0,"[0.4998000000715237,0.49989999997615797,0.3662999999523109,0.3994999999999962,0.28379999995231486]","[0.4999000000953657,0.49989999997615797,0.3662999999523109,0.3996000000238382,0.28379999995231486]",-0.088888889,1.1092,0.0,0.0,0.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,6.0,"[0.4998000000715237,0.49989999997615797,0.3662999999523109,0.3994999999999962,0.28379999995231486,0.3007000000476836]","[0.4999000000953657,0.49989999997615797,0.3662999999523109,0.3996000000238382,0.28379999995231486,0.3007000000476836]",-0.264814815,0.4314,0.0,1.0,1.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[40.64570000004769],[40.645900000095374],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[42.371200000047686],[42.37129999995231],1.0,[43.4005],[43.40060000002384],2.0,44.7701,1.0,[0.3827999999523186],[0.38289999997616064],0.031481481,1.2926,0.0,0.0,0.0,97.0,1.0,doen,mdoen,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,45.9369,2.0,"[0.3827999999523186,0.5828000000715292]","[0.38289999997616064,0.5829000000953712]",0.027777778,1.1371,0.0,1.0,1.0,116.0,1.0,oog,moog,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-25_09h19.59.589,flesh_expressibility_dutch,2022.2.4,Win32,60.24822268,,,,18.0,1.0,test,,,,,,hh,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,48.1783,3.0,"[0.3827999999523186,0.5828000000715292,0.39970000004768025]","[0.38289999997616064,0.5829000000953712,0.3998000000715223]",-0.012962963,1.5525,0.0,2.0,2.0,136.0,1.0,komen,mkomen,question_multimodal.png,im_combination.png,,,,,
