welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref3,xRes,yRes,sensorypref[],sensorypref2,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,comment_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[3.396099999994039],[3.396200000017881],377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,1.0,[11.17340000000596],[11.17340000000596],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,18.0,1.0,Nederlands,,,,,,Engels,3.0,Frans,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,on,sensorypref1,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,18.0,1.0,Nederlands,,,,,,Engels,3.0,Frans,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref3,1280.0,720.0,,,,1.0,[82.19469999998807],[82.19479999998211],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,18.0,1.0,Nederlands,,,,,,Engels,3.0,Frans,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref3,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,18.0,1.0,Nederlands,,,,,,Engels,3.0,Frans,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref3,1280.0,720.0,,,,,,,1.0,[97.37079999998211],[97.37079999998211],1.0,[110.29840000000597],[110.2985],1.0,[0.8995999999940238],[0.8996999999880586],-0.296296183,12.2379,0.0,0.0,0.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,18.0,1.0,Nederlands,,,,,,Engels,3.0,Frans,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref3,1280.0,720.0,,,,,,,,,,,,,2.0,"[0.8995999999940238,0.8997999999821218]","[0.8996999999880586,0.8997999999821218]",0.5,3.7443,0.0,1.0,1.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,377713,1,21,2023-06-07_15h09.03.933,flesh_expressibility_dutch,2022.2.4,Win32,59.78715772,,,,18.0,1.0,Nederlands,,,,,,Engels,3.0,Frans,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref3,1280.0,720.0,,,,,,,2.0,"[97.37079999998211,144.254599999994]","[97.37079999998211,144.254599999994]",2.0,"[110.29840000000597,149.70149999999998]","[110.2985,149.70149999999998]",3.0,"[0.8995999999940238,0.8997999999821218,0.6666999999880545]","[0.8996999999880586,0.8997999999821218,0.6666999999880545]",0.859259372,2.6679,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
