welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,xRes,yRes,sensorypref[],sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,comment_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[40.43180000000447],[40.43180000000447],207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,1.0,[42.5105],[42.51060000000149],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,19.0,1.0,nederlands,,,,,,Engels,3.0,Frans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BE,2.0,2.0,2.0,1.0,on,sensorypref1,sensorypref2,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,19.0,1.0,nederlands,,,,,,Engels,3.0,Frans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BE,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref2,1440.0,900.0,,,,1.0,[76.6483999999985],[76.6485],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,19.0,1.0,nederlands,,,,,,Engels,3.0,Frans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BE,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref2,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,19.0,1.0,nederlands,,,,,,Engels,3.0,Frans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BE,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref2,1440.0,900.0,,,,,,,1.0,[78.7125],[78.7125],1.0,[79.91210000000149],[79.91229999999702],1.0,[0.6362999999970071],[0.6363999999985026],0.746918403,1.4408,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,19.0,1.0,nederlands,,,,,,Engels,3.0,Frans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BE,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref2,1440.0,900.0,,,,,,,,,,,,,2.0,"[0.6362999999970071,0.5633999999985093]","[0.6363999999985026,0.5633999999985093]",0.724019097,1.2843,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,207498,1,21,2023-09-23_12h13.59.559,flesh_expressibility_dutch,2022.2.4,MacIntel,29.99940001,,,,19.0,1.0,nederlands,,,,,,Engels,3.0,Frans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BE,2.0,2.0,2.0,1.0,,sensorypref1,sensorypref2,1440.0,900.0,,,,,,,2.0,"[78.7125,91.9455]","[78.7125,91.9455]",2.0,"[79.91210000000149,93.17779999999702]","[79.91229999999702,93.1778999999985]",3.0,"[0.6362999999970071,0.5633999999985093,0.8352999999970194]","[0.6363999999985026,0.5633999999985093,0.8353999999985149]",0.743984375,2.2592,0.0,0.0,0.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
