welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,comment_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[2.1709999999999994],[2.1709999999999994],804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,1.0,[9.085],[9.085],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,18.0,1.0,Nederlands,,,,,,"Engels, beetje Duits en Italiaans",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,1.0,on,sensorypref1,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,18.0,1.0,Nederlands,,,,,,"Engels, beetje Duits en Italiaans",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,1.0,,sensorypref1,1440.0,900.0,,,,,1.0,[47.893],[47.893],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,18.0,1.0,Nederlands,,,,,,"Engels, beetje Duits en Italiaans",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,1.0,,sensorypref1,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,18.0,1.0,Nederlands,,,,,,"Engels, beetje Duits en Italiaans",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,1.0,,sensorypref1,1440.0,900.0,,,,,,,,1.0,[55.623000000000005],[55.623000000000005],1.0,[61.104000000000006],[61.104000000000006],1.0,[1.0409999999999968],[1.0409999999999968],0.537777778,9.855,0.0,0.0,0.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,18.0,1.0,Nederlands,,,,,,"Engels, beetje Duits en Italiaans",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,1.0,,sensorypref1,1440.0,900.0,,,,,,,,,,,,,,2.0,"[1.0409999999999968,0.8009999999999877]","[1.0409999999999968,0.8009999999999877]",0.14,4.213,0.0,1.0,1.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,804688,1,21,2023-09-07_16h48.21.020,flesh_expressibility_dutch,2022.2.4,MacIntel,55.55555556,,,,18.0,1.0,Nederlands,,,,,,"Engels, beetje Duits en Italiaans",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,1.0,,sensorypref1,1440.0,900.0,,,,,,,,2.0,"[55.623000000000005,85.539]","[55.623000000000005,85.539]",2.0,"[61.104000000000006,94.42099999999999]","[61.104000000000006,94.42099999999999]",3.0,"[1.0409999999999968,0.8009999999999877,0.833999999999989]","[1.0409999999999968,0.8009999999999877,0.833999999999989]",0.326666667,3.953,0.0,0.0,0.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
