welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img
1.0,[3.8680000000000003],[3.868999999999998],510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,1.0,[12.781],[12.781],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,on,sensorypref1,810.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,1.0,[101.658],[101.658],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,,,,1.0,[108.534],[108.534],1.0,[117.93],[117.93],1.0,[1.954999999999984],[1.954999999999984],0.98603352,17.445,0.0,0.0,0.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,,,,,,,,,,2.0,"[1.954999999999984,1.1500000000000057]","[1.954999999999984,1.1500000000000057]",0.279329609,12.004,0.0,1.0,1.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,,,,2.0,"[108.534,195.483]","[108.534,195.483]",2.0,"[117.93,205.278]","[117.93,205.278]",3.0,"[1.954999999999984,1.1500000000000057,0.6059999999999945]","[1.954999999999984,1.1500000000000057,0.6059999999999945]",0.916201117,7.107,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,,,,,,,,,,4.0,"[1.954999999999984,1.1500000000000057,0.6059999999999945,4.069999999999993]","[1.954999999999984,1.1500000000000057,0.6059999999999945,4.069999999999993]",0.664804469,7.204,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,510856,1,21,2023-09-13_19h49.36.426,flesh_expressibility_dutch,2022.2.4,MacIntel,71.42857143,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,2.0,2.0,2.0,4.0,,sensorypref1,810.0,1080.0,,,,,,,,3.0,"[108.534,195.483,229.739]","[108.534,195.483,229.739]",3.0,"[117.93,205.278,235.821]","[117.93,205.278,235.821]",5.0,"[1.954999999999984,1.1500000000000057,0.6059999999999945,4.069999999999993,0.4309999999999832]","[1.954999999999984,1.1500000000000057,0.6059999999999945,4.069999999999993,0.4309999999999832]",0.944134078,6.714,0.0,0.0,0.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,
