welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,4.0,"[0.5001000001430498,0.3497000000476831,0.41670000004768326,0.3995000000000033]","[0.5001000001430498,0.34979999995231736,0.41670000004768326,0.3995000000000033]",-0.457407407,0.361,0.0,1.0,1.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,3.0,"[30.009900000095364,42.10010000014305,51.504400000095366]","[30.009900000095364,42.100200000047685,51.5045]",3.0,"[36.634499999999996,44.79420000004768,55.702800000190734]","[36.634600000143045,44.79430000019073,55.702800000190734]",5.0,"[0.5001000001430498,0.3497000000476831,0.41670000004768326,0.3995000000000033,0.4340999999046318]","[0.5001000001430498,0.34979999995231736,0.41670000004768326,0.3995000000000033,0.4340999999046318]",-0.062962963,0.8232,0.0,0.0,0.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,6.0,"[0.5001000001430498,0.3497000000476831,0.41670000004768326,0.3995000000000033,0.4340999999046318,0.4327999999523158]","[0.5001000001430498,0.34979999995231736,0.41670000004768326,0.3995000000000033,0.4340999999046318,0.4327999999523158]",-0.37962963,0.4693,0.0,1.0,1.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[74.17720000004769],[74.17740000009537],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[76.97779999995231],[76.97779999995231],1.0,[78.40820000004769],[78.40829999995232],1.0,79.9934,1.0,[0.36650000000000205],[0.36660000014305183],-0.007407407,1.6508,0.0,0.0,0.0,72.0,1.0,verrot,gverrot,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,81.5047,2.0,"[0.36650000000000205,0.29999999999999716]","[0.36660000014305183,0.29999999999999716]",-0.012962963,0.7949,0.0,1.0,1.0,19.0,1.0,misschien,gmisschien,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,82.4157,3.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247]","[0.36660000014305183,0.29999999999999716,0.33320000004768247]",-0.057407407,0.6645,0.0,2.0,2.0,183.0,1.0,jij,gjij,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,83.518,4.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551]",-0.046296296,0.7207,0.0,3.0,3.0,199.0,1.0,nacht,gnacht,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,84.6466,5.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131]",-0.101851852,0.8259,0.0,4.0,4.0,136.0,1.0,komen,gkomen,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,85.7915,6.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355]",-0.059259259,0.6589,0.0,5.0,5.0,159.0,1.0,wat,gwat,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,87.7717,7.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984]",0.007407407,1.6541,0.0,6.0,6.0,186.0,1.0,lang,glang,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,89.384,8.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788]",-0.048148148,1.214,0.0,7.0,7.0,112.0,1.0,bloed,gbloed,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,90.3416,9.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103]",-0.037037037,0.7874,0.0,8.0,8.0,192.0,1.0,vlees,gvlees,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,91.5765,10.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763]",0.044444444,0.82,0.0,9.0,9.0,137.0,1.0,vallen,gvallen,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,92.4476,11.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286]",-0.072222222,0.6471,0.0,10.0,10.0,0.0,1.0,droog,gdroog,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,93.6893,12.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771]",-0.042592593,0.6462,0.0,11.0,11.0,150.0,1.0,huilen,ghuilen,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,94.899,13.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967]",-0.088888889,0.6874,0.0,12.0,12.0,3.0,1.0,stil,gstil,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,95.9073,14.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629]",-0.081481481,0.7232,0.0,13.0,13.0,188.0,1.0,verstoppen,gverstoppen,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,96.9476,15.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013]",-0.15,0.8032,0.0,14.0,14.0,193.0,1.0,huis,ghuis,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.2638,16.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409]",-0.1,0.758,0.0,15.0,15.0,92.0,1.0,heet,gheet,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,99.2882,17.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409,0.3164000000953706]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409,0.3164000000953706]",-0.046296296,0.7233,0.0,16.0,16.0,200.0,1.0,oud,goud,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,100.3343,18.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409,0.3164000000953706,0.2330000000000041]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409,0.3164000000953706,0.2330000000000041]",-0.040740741,0.7464,0.0,17.0,17.0,98.0,1.0,maken,gmaken,question_gesture.png,im_hand.png,,,,,
,,,410740,1,21,2023-06-01_10h28.57.295,flesh_expressibility_dutch,2022.2.4,Win32,60.70908208,,,,18.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,101.3321,19.0,"[0.36650000000000205,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.28300000000000125,0.38299999999999557,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409,0.3164000000953706,0.2330000000000041,0.23320000004768815]","[0.36660000014305183,0.29999999999999716,0.33320000004768247,0.2661000001430551,0.5497999999523131,0.2830999999046355,0.38309999990462984,0.2997000000476788,0.28310000014305103,0.2164000000953763,0.5827999999523286,0.5499000000953771,0.23310000014303967,0.2999000000953629,0.5330000000000013,0.3163999998569409,0.3164000000953706,0.2330000000000041,0.23320000004768815]",-0.044444444,0.7072,0.0,18.0,18.0,37.0,1.0,walgen,gwalgen,question_gesture.png,im_hand.png,,,,,
