welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,xRes,yRes,sensorypref[],sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,3.0,"[112.85719999999996,199.85700000000003,276.9748999999999]","[112.85719999999996,199.85700000000003,276.97499999999997]",3.0,"[144.1232000000002,217.7735,282.1727000000002]","[144.12330000000006,217.7736000000001,282.1727000000002]",5.0,"[7.8007999999998106,4.249500000000012,0.5999000000001331,1.2665000000000077,0.7166999999999462]","[7.8007999999998106,4.249500000000012,0.5999999999999943,1.2665000000000077,0.7166999999999462]",0.703703704,5.7954,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,6.0,"[7.8007999999998106,4.249500000000012,0.5999000000001331,1.2665000000000077,0.7166999999999462,1.5499999999999545]","[7.8007999999998106,4.249500000000012,0.5999999999999943,1.2665000000000077,0.7166999999999462,1.5500999999998157]",0.707407407,7.5852,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[313.4543],[313.4543],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[327.09810000000004],[327.0981999999999],1.0,[329.3962000000002],[329.3962000000002],4.0,330.9871,0.0,[],[],,,0.0,0.0,0.0,136.0,1.0,komen,mkomen,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,332.0471,1.0,[0.5834000000001538],[0.5834000000001538],-0.883333333,9.301,0.0,1.0,1.0,126.0,1.0,dij,mdij,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341.8327,2.0,"[0.5834000000001538,1.5501000000001]","[0.5834000000001538,1.5501999999999612]",0.087037037,5.1182,0.0,2.0,2.0,177.0,1.0,kind,mkind,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,348.4045,3.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916]","[0.5834000000001538,1.5501999999999612,0.9166999999999916]",-0.712962963,9.1937,0.0,3.0,3.0,97.0,1.0,doen,mdoen,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,358.4785,3.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916]","[0.5834000000001538,1.5501999999999612,0.9166999999999916]",,,0.0,4.0,4.0,63.0,1.0,hartig,mhartig,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,358.962,4.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076]",0.083333333,10.9841,0.0,5.0,5.0,42.0,1.0,berg,mberg,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,370.8887,5.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663]",0.501851852,5.629,0.0,6.0,6.0,96.0,1.0,verbranden,mverbranden,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,377.0697,5.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663]",,,0.0,7.0,7.0,14.0,1.0,licht,mlicht,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,378.0832,6.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274]",-0.096296296,14.1504,0.0,8.0,8.0,6.0,1.0,zuur,mzuur,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,392.5177,7.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275]",0.498148148,9.8596,0.0,9.0,9.0,190.0,1.0,ei,mei,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,403.0347,8.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803]",0.912962963,8.7339,0.0,10.0,10.0,36.0,1.0,slecht,mslecht,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,413.0887,9.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773]",0.862962963,6.0522,0.0,11.0,11.0,129.0,1.0,goed,mgoed,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,419.7255,10.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785]",0.503703704,7.8735,0.0,12.0,12.0,64.0,1.0,smaak,msmaak,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,428.0951,11.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034]",-0.696296296,11.685,0.0,13.0,13.0,5.0,1.0,honing,mhoning,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,442.4078,12.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034,0.7998000000000616]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034,0.7998000000000616]",0.901851852,5.5589,0.0,14.0,14.0,87.0,1.0,vechten,mvechten,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,448.8128,12.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034,0.7998000000000616]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034,0.7998000000000616]",,,0.0,15.0,15.0,11.0,1.0,voelen,mvoelen,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,449.8008,13.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114]",0.507407407,10.664,0.0,16.0,16.0,75.0,1.0,rond,mrond,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,461.073,14.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114,0.5168000000000461]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114,0.5168000000000461]",0.9,3.5892,0.0,17.0,17.0,23.0,1.0,slang,mslang,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,465.2499,15.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114,0.5168000000000461,0.6334000000001652]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114,0.5168000000000461,0.6334000000001652]",-0.094444444,5.1042,0.0,18.0,18.0,20.0,1.0,verleden,mverleden,question_multimodal.png,im_combination.png,,,,,
,,,582962,1,3,2023-05-31_09h20.58.768,flesh_expressibility_dutch,2022.2.4,Win32,60.5877007,,,,25.0,1.0,Nederlands,,,,,,Engels,3.0,Spaans,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,7.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,470.9443,16.0,"[0.5834000000001538,1.5501000000001,0.9166999999999916,0.6167000000002076,0.5493999999998778,2.6999000000001274,0.6497000000001663,1.3165999999998803,0.5998000000000161,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114,0.5168000000000461,0.6334000000001652,0.8324999999999818]","[0.5834000000001538,1.5501999999999612,0.9166999999999916,0.6167000000002076,0.5494999999999663,2.6999000000001274,0.6498000000000275,1.3165999999998803,0.5998999999998773,2.066299999999785,2.650000000000034,0.7998000000000616,0.8000000000000114,0.5168000000000461,0.6334000000001652,0.8324999999999818]",-0.688888889,9.0745,0.0,19.0,19.0,163.0,1.0,zout,mzout,question_multimodal.png,im_combination.png,,,,,
