welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,sensorypref3,sensorypref4,xRes,yRes,sensorypref[],practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,comment_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[22.164699999928473],[22.164699999928473],839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,1.0,[29.683],[29.683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,2.0,on,sensorypref1,sensorypref2,sensorypref3,sensorypref4,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref3,sensorypref4,1536.0,864.0,,1.0,[136.2937999999523],[136.2937999999523],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref3,sensorypref4,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref3,sensorypref4,1536.0,864.0,,,,,1.0,[142.67579999995232],[142.67589999997617],1.0,[150.29060000002386],[150.2907000000477],1.0,[0.9979999999999905],[0.9979999999999905],0.755555612,5.3915,0.0,0.0,0.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref3,sensorypref4,1536.0,864.0,,,,,,,,,,,2.0,"[0.9979999999999905,0.6864999999999952]","[0.9979999999999905,0.6864999999999952]",-0.412962878,3.642,0.0,1.0,1.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,839999,1,21,2023-06-27_11h07.49.702,flesh_expressibility_dutch,2022.2.4,Win32,60.68697657,,,,18.0,1.0,Nederlands,,,,,,Engels,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref3,sensorypref4,1536.0,864.0,,,,,2.0,"[142.67579999995232,170.97809999990463]","[142.67589999997617,170.97819999992848]",2.0,"[150.29060000002386,175.14020000004768]","[150.2907000000477,175.14030000007153]",3.0,"[0.9979999999999905,0.6864999999999952,0.6187999999523015]","[0.9979999999999905,0.6864999999999952,0.6187999999523015]",0.255555612,2.4059,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
