welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,trial_list,task,mod_image,remember,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,word,fordict,question,trial_img
1.0,[4.700599999964236],[4.700699999988078],590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,1.0,[7.383399999976158],[7.3835],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,18.0,1.0,test,,,,,,ee,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,on,sensorypref1,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,18.0,1.0,test,,,,,,ee,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1280.0,720.0,,,,,1.0,[25.4825],[25.4825],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,18.0,1.0,test,,,,,,ee,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,18.0,1.0,test,,,,,,ee,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1280.0,720.0,,,,,,,,1.0,[28.003900000035763],[28.003999999999998],1.0,[29.491],[29.491099999964234],1.0,[0.7265000000000015],[0.7266000000238435],-0.111111111,1.4459,0.0,0.0,0.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,18.0,1.0,test,,,,,,ee,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1280.0,720.0,,,,,,,,,,,,,,2.0,"[0.7265000000000015,0.6162999999523109]","[0.7266000000238435,0.6164999999999949]",-0.05,1.3682,0.0,1.0,1.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,590154,1,21,2023-06-05_12h42.46.081,flesh_expressibility_dutch,2022.2.4,Win32,60.06727535,,,,18.0,1.0,test,,,,,,ee,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1280.0,720.0,,,,,,,,2.0,"[28.003900000035763,37.296199999988076]","[28.003999999999998,37.29630000001192]",2.0,"[29.491,38.57259999996423]","[29.491099999964234,38.572699999988075]",3.0,"[0.7265000000000015,0.6162999999523109,0.6833000000119185]","[0.7266000000238435,0.6164999999999949,0.6834000000357605]",-0.029629517,1.1304,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
