welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,button_confirm.numClicks,button_confirm.timesOn,button_confirm.timesOff,button_exit.numClicks,button_exit.timesOn,button_exit.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,2.0,"[22.61880000001192,31.22840000000596]","[22.61890000000596,31.2285]",2.0,"[24.53159999999404,33.05759999999404]","[24.53159999999404,33.05769999998808]",3.0,"[1.4489000000059562,0.5999000000059596,0.54940000000596]","[1.448999999999998,0.6000000000000014,0.54940000000596]",0.033333333,0.7513,0.0,0.0,0.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,4.0,"[1.4489000000059562,0.5999000000059596,0.54940000000596,0.6330999999940374]","[1.448999999999998,0.6000000000000014,0.54940000000596,0.6331999999880793]",-0.412962963,0.9422,0.0,1.0,1.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,3.0,"[22.61880000001192,31.22840000000596,40.4875]","[22.61890000000596,31.2285,40.487600000023846]",3.0,"[24.53159999999404,33.05759999999404,41.8335]","[24.53159999999404,33.05769999998808,41.8335]",5.0,"[1.4489000000059562,0.5999000000059596,0.54940000000596,0.6330999999940374,0.4997000000178815]","[1.448999999999998,0.6000000000000014,0.54940000000596,0.6331999999880793,0.4998000000119234]",0.024074074,1.154,0.0,0.0,0.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,6.0,"[1.4489000000059562,0.5999000000059596,0.54940000000596,0.6330999999940374,0.4997000000178815,0.449900000005961]","[1.448999999999998,0.6000000000000014,0.54940000000596,0.6331999999880793,0.4998000000119234,0.449900000005961]",0.496296296,0.3763,0.0,1.0,1.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[46.71409999999403],[46.71420000001788],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,[48.96029999998212],[48.96029999998212],1.0,[50.13959999999404],[50.13959999999404],1.0,51.1201,1.0,[0.41619999998808055],[0.41619999998808055],-0.066666667,1.2614,0.0,0.0,0.0,11.0,1.0,voelen,mvoelen,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,53.2442,2.0,"[0.41619999998808055,0.41640000000595734]","[0.41619999998808055,0.41640000000595734]",-0.290740741,1.1738,0.0,1.0,1.0,33.0,1.0,dromen,mdromen,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.3363,3.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463]","[0.41619999998808055,0.41640000000595734,0.34979999998212463]",-0.312962963,0.7366,0.0,2.0,2.0,120.0,1.0,been,mbeen,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,55.9242,3.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463]","[0.41619999998808055,0.41640000000595734,0.34979999998212463]",,,0.0,3.0,3.0,76.0,1.0,blauw,mblauw,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,56.4081,4.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608]",-0.464814815,0.8461,0.0,4.0,4.0,102.0,1.0,vis,mvis,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,57.4495,5.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758]",-0.411111111,0.8373,0.0,5.0,5.0,1.0,1.0,zoemen,mzoemen,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,58.6321,6.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465]",-0.540740741,0.6868,0.0,6.0,6.0,205.0,1.0,vork,mvork,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,59.69,7.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126]",-0.527777778,0.6938,0.0,7.0,7.0,57.0,1.0,fruit,mfruit,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,60.6788,8.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604]",-0.544444444,0.6458,0.0,8.0,8.0,147.0,1.0,knopen,mknopen,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62.1974,9.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689]",-0.592592593,1.1358,0.0,9.0,9.0,98.0,1.0,maken,mmaken,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,63.4223,10.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214]",-0.52037037,0.7529,0.0,10.0,10.0,148.0,1.0,bijten,mbijten,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,64.4623,11.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317]",-0.607407407,0.6202,0.0,11.0,11.0,191.0,1.0,vuur,mvuur,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,65.5096,12.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317,0.33340000000596604]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317,0.33340000000596604]",-0.396296296,0.6758,0.0,12.0,12.0,105.0,1.0,arm,marm,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,66.687,13.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553]",-0.409259259,0.828,0.0,13.0,13.0,162.0,1.0,bitter,mbitter,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,68.4362,13.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553]",,,0.0,14.0,14.0,13.0,1.0,geurig,mgeurig,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,69.4149,13.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553]",,,0.0,15.0,15.0,118.0,1.0,hoorn,mhoorn,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,69.8847,14.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553,0.4324000000059556]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553,0.4324000000059556]",-0.462962963,0.9724,0.0,16.0,16.0,107.0,1.0,mond,mmond,question_multimodal.png,im_combination.png,,,,,
,,,1,1,2023-05-02_16h20.39.666,flesh_expressibility_dutch,2022.2.4,Win32,59.70505702,,,,,,,,,,,,,,,,,18.0,1.0,test,,,,,,test,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BS,5.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,71.2107,15.0,"[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.34960000002384106,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5332999999821197,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553,0.4324000000059556,0.35010000002384345]","[0.41619999998808055,0.41640000000595734,0.34979999998212463,0.3829000000059608,0.3497000000178758,0.33310000002385465,0.3330000000000126,0.33340000000596604,0.5334000000059689,0.33319999998808214,0.33309999999403317,0.33340000000596604,0.3668999999761553,0.4324000000059556,0.35010000002384345]",-0.47037037,0.7579,0.0,17.0,17.0,34.0,1.0,vergeten,mvergeten,question_multimodal.png,im_combination.png,,,,,
