welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,xRes,yRes,sensorypref[],sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img
1.0,[0.9428000000007444],[0.9429000000022345],34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,1.0,[3.092300000000744],[3.092300000000744],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,19.0,1.0,nederlands en chinees,,,,,,engels,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,1.0,2.0,1.0,on,sensorypref1,sensorypref2,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,19.0,1.0,nederlands en chinees,,,,,,engels,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,1.0,2.0,1.0,,sensorypref1,sensorypref2,1536.0,864.0,,,,1.0,[20.2641000000015],[20.2641000000015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,19.0,1.0,nederlands en chinees,,,,,,engels,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,1.0,2.0,1.0,,sensorypref1,sensorypref2,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,19.0,1.0,nederlands en chinees,,,,,,engels,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,1.0,2.0,1.0,,sensorypref1,sensorypref2,1536.0,864.0,,,,,,,1.0,[22.676699999999258],[22.676699999999258],1.0,[26.200099999997768],[26.20029999999702],1.0,[3.9146999999992502],[3.9146999999992502],0.931481538,2.4081,0.0,0.0,0.0,0.0,1.0,koken,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,19.0,1.0,nederlands en chinees,,,,,,engels,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,1.0,2.0,1.0,,sensorypref1,sensorypref2,1536.0,864.0,,,,,,,,,,,,,2.0,"[3.9146999999992502,4.3478000000007455]","[3.9146999999992502,4.3478000000007455]",0.888888889,2.3831,0.0,1.0,1.0,1.0,1.0,leeuw,question_multimodal.png,im_combination.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34835,1,21,2023-10-07_21h56.42.243,flesh_expressibility_dutch,2022.2.4,Win32,60.37918126,,,,19.0,1.0,nederlands en chinees,,,,,,engels,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,6.0,1.0,2.0,1.0,,sensorypref1,sensorypref2,1536.0,864.0,,,,,,,2.0,"[22.676699999999258,42.200600000001494]","[22.676699999999258,42.20069999999926]",2.0,"[26.200099999997768,43.730000000000004]","[26.20029999999702,43.730000000000004]",3.0,"[3.9146999999992502,4.3478000000007455,5.497600000001498]","[3.9146999999992502,4.3478000000007455,5.497600000001498]",-0.648148148,4.9206,0.0,0.0,0.0,0.0,1.0,liefde,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,
