welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,exp_ID,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,sensorypref2,sensorypref4,xRes,yRes,sensorypref[],sensorypref3,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,comment_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
1.0,[3.6771999999992553],[3.6771999999992553],35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,1.0,[15.768599999999626],[15.768599999999626],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,21.0,1.0,Nederlands,,,,,,Engels,3.0,Duits,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,3.0,2.0,2.0,2.0,on,sensorypref1,sensorypref2,sensorypref4,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,21.0,1.0,Nederlands,,,,,,Engels,3.0,Duits,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,3.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref4,1920.0,1080.0,,,1.0,[72.66409999999962],[72.66419999999924],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,21.0,1.0,Nederlands,,,,,,Engels,3.0,Duits,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,3.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref4,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,21.0,1.0,Nederlands,,,,,,Engels,3.0,Duits,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,3.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref4,1920.0,1080.0,,,,,,1.0,[80.37869999999924],[80.37869999999924],1.0,[85.24309999999963],[85.24320000000111],1.0,[1.7839000000003722],[1.7839000000003722],0.592592593,7.8351,0.0,0.0,0.0,0.0,1.0,baby,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,21.0,1.0,Nederlands,,,,,,Engels,3.0,Duits,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,3.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref4,1920.0,1080.0,,,,,,,,,,,,2.0,"[1.7839000000003722,0.63409999999962]","[1.7839000000003722,0.63409999999962]",0.97037037,2.573,0.0,1.0,1.0,1.0,1.0,auto,question_gesture.png,im_hand.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35550,1,21,2023-06-06_13h10.17.305,flesh_expressibility_dutch,2022.2.4,Win32,60.11783095,,,,21.0,1.0,Nederlands,,,,,,Engels,3.0,Duits,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,3.0,2.0,2.0,2.0,,sensorypref1,sensorypref2,sensorypref4,1920.0,1080.0,,,,,,2.0,"[80.37869999999924,107.02859999999961]","[80.37869999999924,107.02859999999961]",2.0,"[85.24309999999963,109.2435]","[85.24320000000111,109.2435]",3.0,"[1.7839000000003722,0.63409999999962,1.8160999999996221]","[1.7839000000003722,0.63409999999962,1.8160999999996221]",0.374074074,3.7269,0.0,0.0,0.0,1.0,1.0,moe,question_vocal.png,im_mouth.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
